,ETF Trading Spread in $,Arbitrage in $,Magnitude of Arbitrage,Flag,Hammer Pat,InvertedHammer Pat,DragonFlyDoji Pat,PiercingLine Pat,MorningStar Pat,MorningStarDoji Pat,3WhiteSoldiers Pat,HanginMan Pat,Shooting Pat,GraveStone Pat,DarkCloud Pat,EveningStar Pat,EveningDoji Pat,3BlackCrows Pat,AbandonedBaby Pat,AbandonedBaby Pat,Engulfing Pat,Harami Pat,IndecisionSpinningTop Pat,IndecisionDoji Pat,3LineStrike Pat,ETFMover%1,ETFMover%2,ETFMover%3,ETFMover%4,ETFMover%5,ETFMover%6,ETFMover%7,ETFMover%8,ETFMover%9,ETFMover%10,Change%1,Change%2,Change%3,Change%4,Change%5,Change%6,Change%7,Change%8,Change%9,Change%10,T-5,T-4,T-3,T-2,T-1,T,T+1,T+2,T+3,T+4,T+5
2020-05-04 10:41:00,0.00961773078487099,0.015825902940667748,0.006208172155796757,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['AAPL', 0.0183]","['V', 0.0089]","['MA', 0.0081]","['INTC', 0.0055]","['ADBE', 0.0043]","['CSCO', 0.003]","['NVDA', 0.0029]","['PYPL', 0.0028]","['CRM', 0.0027]","['FIS', 0.0025]","['PAYC', 0.3951]","['ADS', 0.3627]","['LRCX', 0.2814]","['SNPS', 0.2542]","['ADSK', 0.2378]","['MCHP', 0.2246]","['KLAC', 0.2245]","['HPQ', 0.2238]","['CDNS', 0.2159]","['HPE', 0.2153]",0.00841939829367977,0.07302140088749631,-0.01123279977535141,-0.02526741345910688,0.058992078206632215,0.11223344556676729,0.02242152466369607,0.01681237390720458,0.061635008684923775,0.03919811849033561,-0.11754827875735119
2020-05-04 10:42:00,0.009583248627768704,0.016110908438255734,0.00652765981048703,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,"['INTC', 0.0018]","['AAPL', -0.0017]","['MA', 0.0017]","['ADBE', 0.0015]","['ACN', -0.0012]","['INTU', 0.0012]","['V', 0.0011]","['AMD', 0.001]","['ADSK', 0.001]","['QCOM', -0.0009]","['DXC', -0.1984]","['ADSK', 0.1497]","['SWKS', 0.1488]","['WU', -0.1217]","['PAYC', -0.1119]","['CDNS', 0.111]","['AMD', 0.1069]","['AMAT', -0.1066]","['VRSN', 0.1057]","['INTU', 0.1026]",0.014031149151105815,0.00841939829367977,0.07302140088749631,-0.01123279977535141,-0.02526741345910688,0.02242152466369607,0.01681237390720458,0.061635008684923775,0.03919811849033561,-0.11754827875735119,0.007229320780099968
2020-05-04 10:44:00,0.00966289308175973,0.014849315502590579,0.005186422420830849,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['INTC', 0.0071]","['V', 0.0066]","['AAPL', 0.0045]","['PYPL', 0.0044]","['MA', 0.0035]","['CRM', 0.0029]","['NVDA', 0.0026]","['NOW', 0.0016]","['GPN', 0.0016]","['ACN', 0.0011]","['PAYC', 0.2933]","['ADS', 0.2895]","['VRSN', 0.268]","['XRX', 0.2394]","['GPN', 0.2037]","['MSI', 0.1912]","['PYPL', 0.1883]","['INTC', 0.1705]","['IT', 0.1607]","['NOW', 0.1549]",0.02242152466369607,0.11223344556676729,0.014031149151105815,0.00841939829367977,0.07302140088749631,0.061635008684923775,0.03919811849033561,-0.11754827875735119,0.007229320780099968,0.0544121165865219,-0.033604032483902646
2020-05-04 10:47:00,0.008297444731552755,0.01093944603298362,0.0026420013014308644,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-111.0,0.0,0.0,0.0,"['AAPL', -0.0056]","['CRM', -0.0034]","['MA', -0.0032]","['ADBE', -0.002]","['QCOM', 0.0018]","['AMAT', 0.0017]","['GPN', -0.0014]","['INTC', 0.0014]","['AMD', 0.0011]","['TXN', 0.001]","['AMAT', 0.2296]","['CTXS', 0.1989]","['SWKS', 0.1867]","['LRCX', 0.1836]","['XRX', -0.1794]","['GPN', -0.1709]","['NLOK', 0.1665]","['CDW', 0.1547]","['CRM', -0.1476]","['IPGP', 0.1392]",0.03919811849033561,0.061635008684923775,0.01681237390720458,0.02242152466369607,0.11223344556676729,0.007229320780099968,0.0544121165865219,-0.033604032483902646,-0.044820438119774764,-0.08968107168881856,-0.03366058906031366
2020-05-04 10:54:00,0.0092356891589401,0.010236274942216642,0.0010005857832765409,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['AAPL', 0.018]","['V', 0.0037]","['INTC', 0.0034]","['AVGO', 0.0031]","['NVDA', 0.0027]","['CSCO', 0.0025]","['TXN', 0.0025]","['ADBE', 0.0022]","['ORCL', 0.0022]","['QCOM', 0.0018]","['IT', 0.222]","['MCHP', 0.1912]","['AVGO', 0.1843]","['WU', 0.1495]","['NTAP', 0.1479]","['TXN', 0.1473]","['QRVO', 0.1432]","['ADS', 0.1412]","['TEL', 0.1295]","['INTU', 0.128]",-0.03366058906031366,-0.08968107168881856,-0.044820438119774764,-0.033604032483902646,0.0544121165865219,0.07293946024800047,0.056066382596986486,-0.00840524487278893,-0.014009919022650585,-0.002802376415200758,-0.06445646386235016
2020-05-04 10:55:00,0.009467973398668748,0.02033938611094107,0.010871412712272321,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['AAPL', 0.0117]","['V', 0.0035]","['AVGO', 0.0028]","['PYPL', 0.0021]","['CRM', 0.0017]","['QCOM', 0.0012]","['NVDA', 0.0011]","['ADBE', 0.001]","['INTU', 0.001]","['NOW', -0.0009]","['PAYC', 0.2781]","['FLIR', -0.2108]","['AVGO', 0.1655]","['WDC', 0.1562]","['SNPS', 0.1468]","['ADS', 0.1356]","['SWKS', 0.1313]","['JKHY', 0.1111]","['LDOS', 0.1102]","['FFIV', 0.1045]",0.022447948818693497,-0.03366058906031366,-0.08968107168881856,-0.044820438119774764,-0.033604032483902646,0.056066382596986486,-0.00840524487278893,-0.014009919022650585,-0.002802376415200758,-0.06445646386235016,-0.03925967470556069
2020-05-04 11:01:00,0.009704225352111595,0.026104081364651175,0.016399856012539578,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['AAPL', 0.0139]","['ADBE', 0.0041]","['NVDA', 0.0033]","['QCOM', 0.0026]","['PYPL', 0.0022]","['CRM', 0.0021]","['INTC', 0.0015]","['NOW', 0.0011]","['INTU', 0.0011]","['MA', 0.001]","['SWKS', 0.1895]","['HPQ', 0.1894]","['QCOM', 0.1794]","['FLT', 0.1681]","['ADSK', 0.1469]","['ADBE', 0.1467]","['WDC', -0.1259]","['ADS', -0.1153]","['NVDA', 0.1149]","['ANSS', 0.1099]",-0.06445646386235016,-0.002802376415200758,-0.014009919022650585,-0.00840524487278893,0.056066382596986486,0.07293946024800047,0.03924646781789942,0.05324216779689639,-0.030808010082628012,0.09525410433124382,0.07372369010301139
2020-05-04 11:02:00,0.009372576665491086,0.011898556854470705,0.002525980188979619,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['V', 0.0033]","['CRM', 0.0028]","['INTC', 0.0024]","['NVDA', 0.0019]","['PYPL', 0.0019]","['ADBE', 0.0018]","['QCOM', 0.0013]","['AAPL', 0.001]","['ACN', 0.001]","['CSCO', -0.0009]","['QRVO', 0.1787]","['IPGP', 0.1774]","['MSI', 0.1634]","['KEYS', 0.1395]","['JKHY', 0.1368]","['CRM', 0.121]","['HPE', 0.1082]","['VRSN', 0.1067]","['HPQ', 0.1031]","['XLNX', 0.103]",-0.03925967470556069,-0.06445646386235016,-0.002802376415200758,-0.014009919022650585,-0.00840524487278893,0.03924646781789942,0.05324216779689639,-0.030808010082628012,0.09525410433124382,0.07372369010301139,0.043798878681577946
2020-05-04 11:05:00,0.009716540035066569,0.034362604323288165,0.024646064288221595,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['AAPL', 0.0207]","['MA', 0.0054]","['CSCO', 0.0032]","['V', 0.003]","['PYPL', 0.0021]","['NOW', 0.0019]","['NVDA', 0.0019]","['AVGO', 0.0018]","['IBM', 0.0016]","['ORCL', 0.0016]","['DXC', 0.2943]","['AKAM', 0.2736]","['HPQ', 0.2061]","['NOW', 0.1803]","['HPE', 0.1624]","['PAYC', 0.1447]","['IT', 0.1396]","['MA', 0.1353]","['IPGP', -0.133]","['XLNX', 0.1227]",0.05324216779689639,0.03924646781789942,0.07293946024800047,-0.03925967470556069,-0.06445646386235016,0.09525410433124382,0.07372369010301139,0.043798878681577946,-0.011182555213884449,-0.05782027623998376,0.05225858937616401
2020-05-04 11:06:00,0.00937311633514237,0.010307169451995689,0.0009340531168533193,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-111.0,0.0,0.0,"['AAPL', 0.0117]","['V', 0.0049]","['NVDA', 0.0042]","['INTC', 0.0038]","['CRM', 0.0027]","['CSCO', 0.0026]","['ADBE', 0.0024]","['AVGO', 0.0022]","['PYPL', 0.002]","['AMD', 0.0017]","['WU', 0.2041]","['AMD', 0.1766]","['IPGP', -0.1712]","['SWKS', 0.1711]","['WDC', 0.171]","['AKAM', 0.1611]","['GLW', 0.1611]","['FLIR', -0.1556]","['NTAP', 0.1484]","['ANSS', 0.1462]",-0.030808010082628012,0.05324216779689639,0.03924646781789942,0.07293946024800047,-0.03925967470556069,0.07372369010301139,0.043798878681577946,-0.011182555213884449,-0.05782027623998376,0.05225858937616401,0.03355329381500294
2020-05-04 11:10:00,0.009679650527847534,0.01416529470475046,0.004485644176902925,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['AAPL', 0.01]","['NVDA', 0.0038]","['ADBE', 0.0029]","['CRM', 0.0026]","['NOW', 0.0022]","['PYPL', 0.0016]","['ADSK', 0.0013]","['INTC', 0.0013]","['AMD', 0.0012]","['AMAT', 0.0011]","['PAYC', 0.234]","['NOW', 0.2051]","['BR', 0.2037]","['ADSK', 0.2007]","['AMAT', 0.1546]","['QRVO', 0.145]","['SWKS', 0.1342]","['NVDA', 0.1317]","['AMD', 0.1267]","['CRM', 0.115]",-0.011182555213884449,0.043798878681577946,0.07372369010301139,0.09525410433124382,-0.030808010082628012,0.05225858937616401,0.03355329381500294,0.05031305903400174,-0.050287757724765125,-0.10062611806798127,0.03917179630665846
2020-05-04 11:11:00,0.009578559738132843,0.011884729135962092,0.002306169397829249,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['AAPL', 0.0048]","['NVDA', 0.0038]","['AMD', 0.0016]","['CSCO', -0.0013]","['PYPL', 0.0011]","['TXN', 0.001]","['CRM', 0.001]","['V', 0.0008]","['ORCL', 0.0008]","['MA', 0.0008]","['WDC', 0.1642]","['AMD', 0.1613]","['AKAM', 0.1582]","['PAYC', 0.1421]","['FLIR', 0.1379]","['NVDA', 0.1324]","['IPGP', 0.1316]","['DXC', 0.1238]","['FTNT', 0.1083]","['SNPS', 0.1062]",-0.05782027623998376,-0.011182555213884449,0.043798878681577946,0.07372369010301139,0.09525410433124382,0.03355329381500294,0.05031305903400174,-0.050287757724765125,-0.10062611806798127,0.03917179630665846,-0.013984449292370194
2020-05-04 11:20:00,0.00949075820445116,0.009498985554120948,8.227349669789191e-06,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-111.0,-111.0,0.0,"['AAPL', -0.005]","['V', -0.0032]","['PYPL', -0.002]","['ADBE', -0.0016]","['CRM', 0.0014]","['CSCO', 0.0012]","['NOW', -0.001]","['ADP', 0.001]","['QCOM', 0.0008]","['CTSH', 0.0007]","['DXC', 0.2123]","['PAYC', 0.1497]","['WU', 0.1486]","['CTSH', 0.139]","['HPE', -0.1346]","['JKHY', 0.13]","['JNPR', 0.1273]","['ADS', 0.1205]","['WDC', -0.1196]","['QRVO', 0.118]",0.030215706571912193,-0.016783686256960362,-0.013984449292370194,0.03917179630665846,-0.10062611806798127,0.005593779716939196,-0.019577133907588973,-0.01734314246553126,0.06490817731121812,0.106246155566736,-0.022399731873534723
2020-05-04 11:23:00,0.009481412058731924,0.021220412319243653,0.01173900026051173,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-111.0,0.0,0.0,0.0,0.0,"['AAPL', 0.0053]","['V', 0.0034]","['MA', 0.0028]","['ADBE', 0.0027]","['NVDA', 0.0023]","['PYPL', 0.0022]","['CRM', 0.0021]","['CSCO', 0.0018]","['ACN', 0.0016]","['INTU', 0.0015]","['PAYC', 0.2264]","['ANSS', 0.1859]","['CDNS', 0.1753]","['ZBRA', -0.1624]","['CDW', 0.1455]","['FLT', -0.1419]","['CTXS', 0.1349]","['AMD', 0.1319]","['INTU', 0.131]","['IPGP', 0.127]",-0.019577133907588973,0.005593779716939196,0.0005593811007509331,0.030215706571912193,-0.016783686256960362,0.06490817731121812,0.106246155566736,-0.022399731873534723,-0.13403739749545673,-0.09231285666332356,-0.008399832003347374
2020-05-04 11:24:00,0.009809489575843626,0.014907808338453317,0.005098318762609692,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['AAPL', 0.0184]","['INTC', 0.0065]","['V', 0.0051]","['PYPL', 0.0037]","['CSCO', 0.0037]","['ACN', 0.0036]","['NVDA', 0.0035]","['MA', 0.0032]","['TXN', 0.0022]","['CRM', 0.0021]","['LDOS', 0.351]","['IPGP', 0.2875]","['IT', 0.2527]","['LRCX', 0.2458]","['ANSS', 0.2261]","['SWKS', 0.2237]","['NTAP', 0.2219]","['GLW', 0.2217]","['AMAT', 0.2135]","['PAYC', 0.2047]",-0.01734314246553126,-0.019577133907588973,0.005593779716939196,0.0005593811007509331,0.030215706571912193,0.106246155566736,-0.022399731873534723,-0.13403739749545673,-0.09231285666332356,-0.008399832003347374,0.02800179211470688
2020-05-04 11:32:00,0.009638868205509667,0.022011466722656033,0.012372598517146366,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['ADBE', 0.0029]","['CSCO', 0.0018]","['NOW', 0.0016]","['ORCL', 0.0016]","['INTC', 0.0016]","['AVGO', 0.0014]","['IBM', 0.0014]","['ACN', 0.0012]","['TXN', 0.0011]","['CRM', 0.0011]","['IT', 0.2272]","['MSI', 0.1967]","['JNPR', 0.1851]","['NOW', 0.1533]","['ADS', -0.1208]","['ADBE', 0.1034]","['GPN', 0.0939]","['ADSK', 0.0899]","['FFIV', 0.0894]","['ORCL', 0.0877]",0.033592743967303385,0.02800179211470688,-0.008399832003347374,-0.09231285666332356,-0.13403739749545673,0.05034965034964589,-0.05116305077164096,-0.09986097785437131,0.12320098560787418,0.097880194641764,0.01955689659989268
2020-05-04 11:35:00,0.009657550535076732,0.02466536249556447,0.015007811960487739,111.0,0.0,0.0,0.0,0.0,-111.0,-111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['AAPL', 0.0152]","['V', 0.0095]","['MA', 0.0061]","['NVDA', 0.0046]","['INTC', 0.0046]","['ADBE', 0.0039]","['CRM', 0.0038]","['ACN', 0.0031]","['AVGO', 0.0028]","['CSCO', 0.0028]","['WDC', 0.2707]","['MCHP', 0.247]","['MU', 0.2403]","['ADS', 0.2203]","['JKHY', 0.2185]","['IT', 0.2048]","['AMAT', 0.1973]","['IPGP', 0.1945]","['ZBRA', 0.1922]","['V', 0.1897]",-0.05116305077164096,0.05034965034964589,0.044775284043208075,0.033592743967303385,0.02800179211470688,0.12320098560787418,0.097880194641764,0.01955689659989268,-0.022346368715098208,0.04755252570407542,0.053003405287266325
2020-05-04 11:36:00,0.009804931910193791,0.026649241771866325,0.016844309861672534,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['AAPL', 0.0179]","['CRM', 0.0033]","['NVDA', 0.0032]","['ADBE', 0.0027]","['TXN', 0.0027]","['V', 0.0026]","['INTC', 0.0023]","['AVGO', 0.0022]","['CSCO', 0.0021]","['ACN', 0.0016]","['ANSS', 0.2755]","['LDOS', 0.2754]","['ADS', 0.2308]","['PAYC', 0.2159]","['TEL', 0.2034]","['MU', 0.1992]","['WDC', 0.1874]","['SNPS', 0.1834]","['STX', 0.1817]","['MSI', 0.1716]",-0.09986097785437131,-0.05116305077164096,0.05034965034964589,0.044775284043208075,0.033592743967303385,0.097880194641764,0.01955689659989268,-0.022346368715098208,0.04755252570407542,0.053003405287266325,0.02791113095903519
2020-05-04 11:39:00,0.009688116857481565,0.010165955173620202,0.00047783831613863736,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['AAPL', 0.022]","['ADBE', 0.0026]","['NVDA', 0.0025]","['V', 0.0014]","['AMD', 0.0012]","['ADP', 0.001]","['AVGO', 0.0009]","['PYPL', 0.0008]","['MU', 0.0006]","['IBM', 0.0006]","['ADS', 0.1811]","['SWKS', 0.1784]","['NTAP', 0.1719]","['ZBRA', 0.133]","['AMD', 0.1223]","['HPQ', 0.1192]","['AAPL', 0.1098]","['JNPR', -0.1038]","['MSI', 0.1026]","['HPE', 0.1026]",0.01955689659989268,0.097880194641764,0.12320098560787418,-0.09986097785437131,-0.05116305077164096,0.04755252570407542,0.053003405287266325,0.02791113095903519,-0.027903342820478905,-0.01959361393323311,0.025180773948663138
2020-05-04 11:40:00,0.009492282696995142,0.012878120841966484,0.0033858381449713426,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['AAPL', 0.0093]","['MA', 0.004]","['INTC', 0.0034]","['PYPL', 0.0034]","['V', 0.0031]","['AMD', 0.0018]","['NVDA', 0.0014]","['ADBE', 0.0013]","['ADP', 0.0013]","['GPN', 0.001]","['DXC', 0.2908]","['IPGP', 0.2066]","['AMD', 0.1905]","['HPE', 0.1889]","['JNPR', -0.1732]","['GLW', 0.1607]","['XRX', 0.1512]","['PYPL', 0.146]","['ADS', 0.1424]","['HPQ', 0.134]",-0.022346368715098208,0.01955689659989268,0.097880194641764,0.12320098560787418,-0.09986097785437131,0.053003405287266325,0.02791113095903519,-0.027903342820478905,-0.01959361393323311,0.025180773948663138,0.027909572983531028
2020-05-04 11:45:00,0.009807383627608432,0.0108442661266454,0.0010368824990369691,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,-111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-111.0,0.0,"['AAPL', 0.0079]","['CRM', -0.0035]","['INTC', 0.0024]","['ACN', 0.001]","['TXN', 0.001]","['MA', -0.0009]","['MU', 0.0008]","['CSCO', 0.0007]","['QCOM', 0.0007]","['AVGO', 0.0006]","['CRM', -0.1516]","['QRVO', 0.1312]","['ADS', -0.1203]","['IT', -0.1172]","['MU', 0.1022]","['NTAP', 0.0981]","['FFIV', 0.0837]","['WU', -0.0809]","['FTNT', -0.0799]","['IPGP', 0.0736]",-0.01959361393323311,-0.027903342820478905,0.02791113095903519,0.053003405287266325,0.04755252570407542,0.027909572983531028,-0.027901785714290472,0.005581914596741733,-0.05023442732754457,0.05193499748703534,0.007590853022110267
2020-05-04 11:49:00,0.009790518191841844,0.01270013943363163,0.0029096212417897855,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['AAPL', 0.011]","['INTC', 0.0045]","['NVDA', 0.0022]","['AVGO', 0.002]","['NOW', 0.0015]","['V', 0.0013]","['AMD', 0.0012]","['CSCO', 0.0012]","['ADP', -0.0011]","['MU', 0.0011]","['NOW', 0.1426]","['DXC', -0.1377]","['MU', 0.1361]","['SNPS', 0.1304]","['AMD', 0.1194]","['AVGO', 0.1156]","['MSI', 0.1128]","['INTC', 0.1091]","['WU', 0.1081]","['ADP', -0.1066]",0.005581914596741733,-0.027901785714290472,0.027909572983531028,0.025180773948663138,-0.01959361393323311,0.05193499748703534,0.007590853022110267,-0.02042677447837704,0.0056380484537266184,0.016689915327994242,0.03348588012055398
2020-05-04 11:54:00,0.009702320887991821,0.010797920108540613,0.001095599220548792,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,-111.0,-111.0,0.0,"['AAPL', 0.0058]","['INTC', 0.0025]","['ADBE', 0.002]","['AVGO', 0.0013]","['NVDA', 0.0012]","['MA', -0.0008]","['AMD', 0.0008]","['MU', 0.0007]","['ORCL', 0.0007]","['CSCO', 0.0007]","['MCHP', 0.1713]","['XRX', 0.1504]","['JKHY', -0.1053]","['FFIV', 0.1004]","['DXC', 0.0922]","['AMAT', 0.0903]","['ADI', 0.0876]","['MU', 0.0872]","['AMD', 0.0871]","['LRCX', 0.0843]",0.0056380484537266184,-0.02042677447837704,0.007590853022110267,0.05193499748703534,-0.05023442732754457,0.03348588012055398,-0.0223164472216153,-0.033482142857144126,-0.01674667857539669,-0.005583161185873653,-0.03707426018985105
2020-05-04 12:09:00,0.009480019258543844,0.012831530376792452,0.0033515111182486085,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-111.0,0.0,"['AAPL', 0.007]","['ADBE', 0.0013]","['AMD', 0.0012]","['AVGO', 0.0012]","['NOW', 0.0012]","['NVDA', 0.0012]","['ADP', 0.0011]","['ACN', 0.0007]","['V', 0.0007]","['IBM', -0.0006]","['ADS', 0.1746]","['AMD', 0.121]","['NOW', 0.1109]","['ADP', 0.1082]","['GLW', 0.0867]","['ANSS', 0.0857]","['FFIV', 0.0849]","['DXC', 0.0768]","['LDOS', 0.0761]","['FLIR', 0.0717]",-0.027897115438257902,-0.005579111805409376,-0.008646875549134236,0.025947357554567674,0.024558367984828244,0.03351393621180421,-0.02791892344631286,-0.04998882931187554,-0.03939636938706803,-0.04919499105545677,0.015660655957749903
2020-05-04 12:14:00,0.009689871329596604,0.010612872792329989,0.0009230014627333843,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['AAPL', 0.0072]","['NVDA', 0.0037]","['MA', -0.0035]","['V', -0.0028]","['AVGO', -0.0021]","['INTC', 0.0017]","['ACN', -0.0013]","['CSCO', 0.0011]","['AMD', 0.0009]","['FIS', -0.0008]","['DXC', -0.2611]","['FLT', -0.1618]","['KLAC', 0.1555]","['AKAM', -0.1393]","['NVDA', 0.1281]","['AVGO', -0.1222]","['IT', 0.1173]","['WDC', 0.1139]","['SWKS', -0.1064]","['LRCX', 0.1047]",-0.03939636938706803,-0.04998882931187554,-0.02791892344631286,0.03351393621180421,-0.08371470030137385,0.015660655957749903,-0.044178503523095713,0.04162447340008146,0.008164844862346143,-0.013979757311410879,-0.019574396689148177
2020-05-04 12:16:00,0.009578544061301085,0.012507794867245894,0.0029292508059448087,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['AAPL', 0.0029]","['MA', 0.0024]","['NVDA', 0.0024]","['V', 0.0019]","['INTC', 0.0016]","['ACN', 0.0011]","['ADBE', 0.0011]","['CSCO', 0.0011]","['FIS', 0.0011]","['PYPL', 0.001]","['ADS', 0.2069]","['ZBRA', 0.1819]","['DXC', 0.1517]","['CDW', 0.1409]","['IPGP', 0.1261]","['JNPR', 0.1041]","['LDOS', 0.0964]","['HPE', 0.0918]","['GPN', 0.09]","['INTU', 0.0894]",0.015660655957749903,-0.04919499105545677,-0.03939636938706803,-0.04998882931187554,-0.02791892344631286,0.04162447340008146,0.008164844862346143,-0.013979757311410879,-0.019574396689148177,0.022375118867823396,0.043062468542021115
2020-05-04 12:21:00,0.009721878862790351,0.015624119780079257,0.005902240917288906,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['CRM', 0.0023]","['ORCL', 0.0022]","['PYPL', 0.0021]","['NVDA', 0.0016]","['MA', 0.0016]","['ADBE', 0.0014]","['INTU', 0.0013]","['V', 0.0013]","['ACN', 0.0009]","['QCOM', 0.0009]","['JKHY', 0.1181]","['ORCL', 0.117]","['INTU', 0.1129]","['CRM', 0.0984]","['LRCX', 0.0961]","['NLOK', 0.0943]","['KLAC', 0.0942]","['IPGP', 0.0924]","['ANET', 0.0899]","['PYPL', 0.0896]",-0.019574396689148177,-0.013979757311410879,0.008164844862346143,0.04162447340008146,-0.044178503523095713,0.043062468542021115,0.007211256267924959,-0.06143100135884705,0.03635550086691364,0.0027955606497043206,-0.030750307503080165
2020-05-04 12:24:00,0.009643979057589347,0.011543495549514482,0.0018995164919251347,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['AAPL', 0.0058]","['V', 0.0023]","['MA', 0.002]","['AVGO', 0.0015]","['PYPL', 0.0015]","['FIS', 0.001]","['MU', 0.0008]","['GPN', 0.0005]","['CTSH', 0.0005]","['NOW', -0.0004]","['CDW', 0.1104]","['JKHY', 0.1056]","['MSI', 0.1016]","['CTSH', 0.1005]","['NTAP', 0.0982]","['ANSS', -0.0962]","['MU', 0.0949]","['AVGO', 0.0901]","['KEYS', 0.0856]","['WU', -0.0808]",0.007211256267924959,0.043062468542021115,0.022375118867823396,-0.019574396689148177,-0.013979757311410879,0.03635550086691364,0.0027955606497043206,-0.030750307503080165,-0.008389027152477802,0.008389730969282638,0.015044322026769308
