Time,AAT,ACC,AHT,AIV,AKR,AMH,APLE,AVB,BDN,BRX,BXP,CBL,CLDT,CLI,COLD,CPLG,CPT,CUBE,CUZ,CXP,DEA,DEI,DHC,DLR,DRE,DRH,EGP,ELS,EQC,EQR,ESRT,ESS,EXR,FR,FRT,FSP,HIW,HPP,HR,HST,HT,INN,INVH,IRT,JBGS,KIM,KRC,KRG,LSI,LTC,MAA,MAC,NSA,OFC,OPI,PDM,PEAK,PEB,PEI,PGRE,PK,PSA,PSB,QTS,REG,RESI,REXR,RHP,RLJ,ROIC,RPAI,RPT,RVI,SCHH,SHO,SITC,SKT,SLG,SPG,SRG,SUI,SVC,TCO,UDR,UE,UHT,VNO,VTR,WELL,WPG,WRE,WRI,XHR
2020-03-16 18:51:00,27.3606,29.1479,0.7,38.6079,17.0512,25.0752,7.2924,172.8979,10.3457,12.2658,104.4241,0.4406,6.6139,16.6027,25.5641,4.1557,85.1771,25.2015,26.4876,12.6141,20.692,30.1393,2.9404,131.8983,28.2512,4.0805,95.0749,57.0457,30.6736,64.6714,9.2252,242.4226,86.5018,29.9664,93.4297,4.1557,34.7914,22.7045,30.7053,9.4719,4.1277,4.5248,22.9092,10.2942,29.8301,10.8845,60.1364,11.4047,87.973,29.8474,112.7195,9.8497,25.6047,20.5955,19.2761,16.372,23.8898,8.7702,1.4068,8.3565,7.4234,195.241,118.0184,51.8428,48.1649,,37.1408,28.3043,6.6758,11.3102,5.9917,8.1217,,32.9137,8.0052,6.5055,6.5979,56.7753,74.0832,16.1534,126.3884,6.8737,42.6675,39.6781,11.657,,36.2688,26.7293,40.9774,1.3083,23.9567,17.8599,9.9009
2020-03-16 18:52:00,27.3831,28.916,0.7001,38.6313,17.0482,25.085,7.2944,172.7443,10.3483,12.2679,104.631,0.4405,6.6226,16.6048,25.5774,4.1833,85.1359,25.1988,26.3675,12.6363,20.7185,30.1413,2.9434,131.4755,28.3005,4.094,95.0908,57.0331,30.7614,64.6589,9.2228,242.7087,86.4185,29.9785,93.3028,4.1585,34.7756,22.6881,30.7765,9.5044,4.1276,4.5377,22.8616,10.3209,29.7991,10.9216,60.0852,11.44,87.8935,29.8744,113.0435,9.8469,,20.665,19.2555,16.4007,23.8632,8.7832,1.4062,8.3559,7.4318,194.8571,117.9397,51.7821,48.2638,9.9144,37.1966,28.2732,6.6756,11.3341,6.0137,8.1359,,32.8988,8.0216,6.495,6.5956,56.8814,74.0612,16.2398,126.228,6.8973,42.6652,39.637,11.7086,,36.3172,26.6692,41.1318,1.3044,23.9788,17.882,9.985
2020-03-16 18:53:00,,28.8458,0.7,38.4587,17.0282,25.0807,7.2892,172.6797,10.3252,12.2648,104.4533,0.4403,6.6191,16.5775,25.5343,4.1681,84.9365,25.1783,26.3227,12.6356,20.6775,29.9931,2.9413,131.1816,28.1995,4.0911,94.9621,56.933,30.7561,64.4714,9.224,242.1301,86.3961,29.8735,93.1701,4.1661,34.7704,22.5976,30.7408,9.4897,4.1227,4.5381,22.8283,10.3219,29.752,10.8898,59.7748,11.447,87.5546,29.8175,112.8264,9.8441,25.4925,20.6188,,16.3265,23.7723,8.7653,1.4069,8.3491,7.4334,194.7857,117.6954,51.8766,48.0931,,37.0743,28.2622,6.6818,11.3247,5.999,8.1136,18.8514,32.8285,8.016,6.4915,6.5963,56.9413,73.842,16.3,125.8757,6.8895,42.6614,39.5889,11.6731,71.275,36.1959,26.5747,40.9765,1.3031,24.0123,17.8452,9.9684
2020-03-16 18:54:00,,28.8203,0.7,38.4025,16.9594,25.0771,7.2775,172.7338,10.3022,12.266,104.4727,0.4401,6.5808,16.5207,25.5082,4.1125,84.8443,25.1844,26.2604,12.6368,20.653,29.8887,2.9419,131.1016,28.1314,4.0842,94.6836,56.9209,30.6987,64.4779,9.2228,241.8671,86.2701,29.7956,,4.1593,34.7615,22.5408,30.6541,9.4134,4.1264,4.5376,22.8362,10.2819,29.5455,10.8726,59.4674,11.423,87.3095,,112.7079,9.874,25.461,20.6274,19.2278,16.3042,23.7754,8.7449,1.4031,8.3406,7.4155,194.6361,116.3633,51.7916,48.0872,9.8855,36.8971,28.1963,6.6833,11.2847,5.992,8.0487,,32.7905,7.9871,6.4774,6.5962,56.8697,73.6551,16.2695,125.8289,6.8878,42.6627,39.4957,11.6482,71.0294,36.1485,26.4438,41.0705,1.3055,23.9058,17.7985,9.9303
2020-03-16 18:55:00,,28.8467,0.6917,38.3675,16.9437,25.0378,7.2729,172.6341,10.2878,12.2668,104.3795,0.44,6.5948,16.4874,25.5035,4.1344,84.7317,25.1765,26.2116,12.6289,20.6326,29.8308,2.9428,131.274,28.1541,4.0737,94.6916,56.9113,30.6477,64.5107,9.2256,241.3464,86.3087,29.757,92.995,,34.7018,22.5873,30.5874,9.3956,4.1223,4.5398,22.8443,10.2709,29.5254,10.8578,59.4456,11.4017,87.4625,29.7343,112.704,9.8711,25.4522,20.5897,,16.3065,23.7649,8.7449,1.4066,8.3461,7.3994,195.1322,116.0599,51.7823,48.142,9.8518,36.9197,28.1999,6.6887,11.2693,5.9948,8.055,18.8455,32.8206,7.9877,6.4625,6.5919,56.8072,73.7078,,125.9094,6.8836,42.5773,39.48,11.6132,70.9895,36.1575,26.4389,41.2854,1.3029,23.8534,17.7887,9.9371
2020-03-16 18:56:00,,28.928,0.6761,38.3619,16.9251,24.9943,7.2701,172.4075,10.28,12.267,104.2541,,6.5993,16.4349,25.5044,4.1255,84.5907,25.1802,26.1933,12.6273,20.6316,29.7571,2.9421,131.1396,28.0744,4.0733,94.4828,56.933,30.6438,64.3948,9.225,241.4471,86.2261,29.7587,92.9916,4.1597,34.622,22.6008,30.5162,9.4183,4.125,4.5355,22.8486,10.2734,29.4559,10.8656,59.3532,11.3962,87.3373,29.6511,112.5823,9.8574,,20.6005,19.0893,16.2531,23.7193,8.7454,1.4049,8.3445,7.3924,195.0851,116.1776,51.6959,48.0712,9.845,36.7612,28.1633,6.6873,11.2649,5.9919,8.0238,18.9332,32.748,7.9798,6.4613,6.605,56.8407,73.7952,16.2845,125.8875,6.8834,42.4789,39.4572,11.612,,36.1029,26.4367,41.0689,1.3039,23.7978,17.7883,9.9151
2020-03-16 18:57:00,27.2901,29.0226,0.6701,38.4208,16.9619,24.9963,7.2677,172.6536,10.3032,12.2674,104.3956,0.4401,6.6253,16.5096,25.5226,4.1289,84.7737,25.1834,26.2614,12.6342,20.6978,29.8271,2.9444,131.813,28.1462,4.0786,94.6239,57.1446,30.7681,64.52,9.2278,241.7775,86.3721,29.9145,93.2559,4.1749,34.6393,22.6589,30.5711,9.4239,4.1276,4.5524,22.8807,10.3115,29.5665,10.8948,59.5287,11.4658,87.5909,29.6445,112.7474,9.8455,25.466,20.708,19.0885,16.2728,23.7392,8.7593,1.4066,8.3218,7.3935,195.3,116.1375,51.7404,48.134,9.8241,36.7578,28.247,6.6899,11.2838,6.0007,8.0266,18.8351,32.796,7.9779,6.4634,6.6798,56.8673,74.0743,16.3022,126.0299,6.8988,42.486,39.5218,11.6374,71.0059,36.1623,26.4627,41.3044,1.3052,23.8767,17.8577,9.9563
2020-03-16 18:58:00,27.3162,29.2128,0.6693,38.5475,17.0433,25.0226,7.2729,173.3352,10.3352,12.2678,104.8489,0.4401,6.6598,16.6054,25.609,4.1553,85.0635,25.1978,26.3683,12.6476,20.7482,29.9545,2.9418,131.9865,28.3014,4.0789,95.2753,57.3085,30.8644,64.6544,9.2272,242.9689,86.6523,30.0979,93.7955,4.1961,34.8672,22.7023,30.7363,9.4484,4.1283,4.5795,22.9118,10.3826,29.7012,10.953,60.0572,11.5177,87.8458,29.7203,113.0899,9.8353,25.6385,20.8075,19.24,16.4278,23.8217,8.7951,1.407,8.3037,7.4655,196.344,116.5539,51.9184,48.3568,9.825,37.0098,28.4382,6.6987,11.3512,6.0213,8.0935,,32.9648,7.9724,6.515,6.6746,56.9821,74.1642,,126.4283,6.9294,42.486,39.7399,11.6838,,36.3539,26.684,41.603,1.3025,,17.9837,10.008
2020-03-16 18:59:00,,29.413,0.6661,38.5121,17.0448,25.0308,7.2741,173.1753,10.3448,12.2664,104.7531,0.44,6.6431,16.5637,25.5849,4.1464,84.9795,25.19,26.3452,12.6431,20.7418,29.9382,2.9432,131.5206,28.2181,4.0852,95.1965,57.2111,30.8054,64.6594,9.2495,242.8264,86.5359,30.0802,93.84,4.1874,34.8113,22.6564,30.7196,9.4397,4.1242,4.5743,22.9028,10.3625,29.7045,10.9431,60.2389,11.4898,87.8399,29.7077,113.0236,9.8473,25.6332,20.7779,19.1634,16.3956,23.7789,8.7948,1.4056,8.2914,7.4589,196.2337,,51.9731,48.3232,9.8315,37.0433,28.2903,6.6953,11.3561,6.0135,8.0864,18.8447,32.9301,7.9764,6.5129,6.6513,56.9382,74.0702,16.3123,126.2495,6.9467,42.4858,39.6904,11.7089,,36.2453,26.6099,41.6294,1.3021,23.9738,17.9594,9.9941
2020-03-16 19:00:00,27.2672,29.4134,0.666,38.493,17.0537,25.0325,7.2744,172.7864,10.3261,12.2683,104.6316,0.44,6.6238,16.5611,25.5881,4.1532,84.9818,25.1768,26.3338,12.6471,,29.9824,2.9445,131.382,28.2152,4.086,,57.0472,30.8088,64.6205,9.2891,,86.4547,30.0664,93.9653,4.185,34.7639,22.5875,30.6942,9.4086,4.1283,4.5627,22.8893,10.3415,29.6944,10.9252,59.9249,11.4802,87.8152,29.7095,113.1326,9.8379,25.5636,20.7523,19.1645,16.3575,23.7498,8.7877,1.4071,8.2922,7.4162,196.0719,116.2824,51.9544,48.3042,9.8277,36.9245,28.3163,6.673,11.3365,5.9947,8.0853,,32.9084,7.9736,6.5147,6.6557,56.9104,73.8664,,126.0346,6.9445,42.49,39.6848,11.702,,36.2058,26.5135,41.6784,1.3032,23.9497,17.9284,9.99
2020-03-16 19:01:00,27.2173,29.3182,0.6665,38.5458,17.0702,25.0449,7.2768,173.067,10.3377,12.2663,104.8099,,6.64,16.5745,25.6211,4.1482,85.0212,25.1776,26.3566,12.6607,20.7125,30.1941,2.9406,131.6925,28.2974,4.0858,95.1539,57.1558,30.8917,64.6731,9.3201,242.9462,86.5542,30.1336,94.1649,4.17,34.8048,22.6093,30.7022,9.4215,4.1271,4.5646,22.9041,10.347,29.685,10.9406,60.0201,11.4928,87.8019,29.7109,113.2661,9.8635,25.5831,20.7779,19.1628,16.3813,23.7861,8.7758,1.4078,8.2931,7.4134,196.1297,,51.9361,48.3642,9.8075,36.9801,28.3166,6.6864,11.3493,5.9783,8.0839,,32.9283,7.9747,6.5079,6.6681,57.0296,73.967,16.3225,126.0648,6.9457,42.4864,39.7042,11.7062,,36.2421,26.5846,41.6638,1.3036,23.95,17.9385,10.0099
2020-03-16 19:02:00,27.199,29.294,0.6681,38.5083,17.0738,25.028,7.2768,172.7064,10.3612,12.2636,104.7217,,6.6283,16.5641,25.5482,,84.9041,25.1773,26.3326,12.6565,20.6855,30.3158,2.9407,131.4918,28.2028,4.0825,94.9238,57.1182,30.879,64.683,9.2832,242.6973,86.4471,30.0612,94.086,4.1625,34.8148,22.5959,30.6628,9.4152,4.1276,4.5615,22.8932,10.3289,29.6888,10.9618,60.0484,11.4599,87.6354,29.8156,113.3284,9.8876,25.5529,20.7688,19.2052,16.3778,23.7487,8.7745,1.4076,8.2938,7.4152,196.0257,,51.9982,48.3597,9.8112,36.8914,28.2113,6.6931,11.3339,5.9134,8.0775,,32.9206,7.9726,6.5112,6.6643,57.239,73.9767,16.3323,125.8599,6.9435,42.5185,39.6134,11.7081,,36.2477,26.6197,41.6377,1.3032,23.9023,17.9309,10.0131
2020-03-16 19:03:00,27.1286,29.3006,0.6695,38.4564,17.0448,25.0232,7.2743,172.1023,10.3526,12.2574,104.3597,0.44,6.6212,16.521,25.5209,4.1434,84.6115,25.1723,26.2276,12.6325,20.6252,30.3558,2.9381,131.394,28.1026,4.0799,94.7997,56.9989,30.8861,64.5371,9.2632,242.0189,86.2379,29.9909,93.8883,4.1565,34.703,22.5689,30.5375,9.3868,4.1223,4.5638,22.8536,10.3124,29.7162,10.9599,59.9289,11.4211,87.3911,29.7628,113.1536,9.8861,25.5788,20.6951,19.1483,16.2622,23.6313,8.7747,1.4064,8.2919,7.413,196.0226,115.9598,51.9559,48.2779,9.7941,36.8101,28.1903,6.6877,11.3019,5.8452,8.0484,18.9323,32.8302,7.9625,6.4883,6.6473,57.1929,73.7455,16.3088,125.3006,6.9412,42.5902,39.4756,11.6661,,36.1698,26.4934,41.3984,1.3014,23.8479,17.9253,9.9825
2020-03-16 19:04:00,27.0898,29.3124,0.6696,38.3858,,25.029,7.2728,171.7937,10.3264,12.2568,104.3049,,6.5724,16.4384,25.5188,4.1306,84.5419,25.1736,26.1815,12.5918,20.6205,30.3744,2.9202,131.583,28.0461,4.0693,94.6883,56.9458,30.9586,64.4747,9.2543,241.5488,86.2027,29.8886,93.8003,4.1083,34.664,22.4698,30.5429,9.3751,4.1161,4.5645,22.8466,10.2918,29.671,10.9625,59.7865,11.3663,87.3688,29.7097,113.0278,9.8654,25.573,20.675,19.0588,16.2064,23.57,8.7752,1.4067,8.2907,7.4076,196.1707,,51.9043,48.1829,9.798,36.7115,28.1056,6.6717,11.2957,5.844,8.0031,18.8094,32.8141,7.9548,6.4538,6.6836,57.1706,73.8107,16.2972,125.391,6.9383,42.626,39.4462,11.6086,,36.1337,26.3824,41.2206,1.3006,23.8238,17.9237,9.9625
2020-03-16 19:05:00,27.0553,29.3074,0.669,38.3766,,25.0339,7.2741,171.3909,10.3225,12.2531,104.3008,0.4401,6.5442,16.4677,25.5147,4.083,84.5192,25.1762,26.1509,12.5506,20.6216,30.3897,2.9017,131.9556,28.014,4.0578,94.7059,56.9813,30.982,64.4649,9.2549,241.4458,86.3441,29.903,93.6524,4.11,34.6678,22.4431,30.5147,9.3744,4.1133,4.5636,22.8514,10.2833,29.6743,10.9652,59.7694,11.3725,87.4731,29.6718,112.9331,9.8645,25.5543,20.6936,,16.1853,23.5262,8.7768,1.4053,8.2925,7.405,196.6694,,51.8443,48.1902,9.7823,36.6903,27.9602,6.6781,11.2945,5.7485,7.9801,18.8,32.8165,7.9552,6.4502,6.7176,57.0928,73.9328,16.3,125.5278,6.9129,42.7557,39.4612,11.613,71.0269,36.1372,26.3498,41.1799,1.3028,23.8131,17.9498,9.9248
2020-03-16 19:06:00,27.1355,29.3072,0.6644,38.3917,16.9864,25.0566,7.2762,171.4159,10.3281,12.2552,104.1842,0.4401,6.5297,16.4632,25.5705,4.0868,84.5404,25.1771,26.1474,12.5392,20.6312,30.407,2.9009,132.0779,28.079,4.0557,94.7429,57.1164,30.9622,64.56,9.2519,241.7018,86.446,29.9345,93.8647,4.0993,34.6878,22.4658,30.4985,9.3775,4.1182,4.5667,22.8925,10.2795,29.6521,10.9673,59.9242,11.3808,87.6371,29.6546,112.9472,9.8385,25.5914,20.6922,19.0455,16.165,23.5695,8.7888,1.4053,8.2946,7.403,196.6963,115.673,51.8687,48.2084,9.7895,36.8446,27.9948,6.6758,11.2975,5.7354,7.98,18.8537,32.8387,7.9568,6.4542,6.6596,56.9959,73.8996,,125.8399,6.8873,42.9372,39.4711,11.6193,71.037,36.1305,26.377,41.1411,1.3033,23.8202,17.9686,9.8968
2020-03-16 19:07:00,27.1244,29.3022,0.6623,38.3458,,25.0639,7.2771,171.7216,10.3297,12.2546,103.9743,0.4401,6.51,16.4068,25.6413,4.0467,84.4785,25.1633,26.1274,12.5466,20.6353,30.4093,2.9024,131.8503,28.0566,4.0522,94.6388,57.1129,30.9254,64.6129,9.2489,242.0455,86.3508,29.8957,93.8729,4.0792,34.6153,22.445,30.4452,9.38,4.1142,4.5697,22.8983,10.2733,29.5947,10.9602,59.9901,11.2982,87.4842,29.6499,112.761,9.7806,25.6048,20.6566,,16.1845,23.6378,8.7951,1.4084,8.2959,7.3997,196.6619,115.2098,51.737,48.268,,36.782,28.0238,6.6733,11.2939,5.7376,7.9546,,,7.9558,6.4515,6.6608,56.8556,73.6229,,126.0704,6.8585,42.9325,39.4822,11.6238,70.8875,36.0165,26.3881,41.0663,1.3042,23.787,17.9842,9.8919
2020-03-16 19:08:00,27.1092,29.3069,0.66,38.3375,16.946,25.0791,7.2766,171.7077,10.3292,12.2561,103.7241,,6.4872,16.4269,25.6331,4.0274,84.3668,25.1577,26.134,12.5469,20.5918,30.4389,2.8967,131.6557,28.0219,4.0552,94.6555,57.161,30.9188,64.6139,9.27,241.3515,86.3194,29.863,93.7711,4.0663,34.5929,22.4339,30.4586,9.377,4.1142,4.5692,22.8509,10.2653,29.5967,10.9598,59.9486,11.2827,87.268,29.6459,112.7192,9.7536,25.6176,20.6795,18.9703,16.1543,23.6067,8.7938,1.4057,8.2928,7.3887,196.6819,,51.7198,48.2198,,36.8529,28.0121,6.6711,11.2941,5.7436,7.9514,,32.7689,7.9555,6.4528,6.6605,56.7685,73.779,,126.0124,6.8367,42.9357,39.4621,11.6259,,36.0044,26.3572,41.0825,1.304,23.7942,17.963,9.8657
2020-03-16 19:09:00,27.1023,29.3287,0.6585,38.4233,16.9445,25.2045,7.2777,171.9446,,12.2571,104.0325,0.44,6.48,16.4655,25.6183,4.0582,84.2294,25.1612,26.1698,12.5525,20.6176,30.535,2.8744,131.8668,28.1322,4.0566,94.6308,57.3641,30.9738,64.798,9.2883,241.6988,86.455,29.8752,93.6472,4.0633,34.6743,22.4645,30.4693,9.3782,4.1191,4.5691,22.8854,10.2299,29.6104,10.9636,60.0297,11.2998,87.4257,29.6583,112.8149,9.7468,25.6057,20.6898,18.9667,16.1422,23.615,8.7926,1.406,8.2904,7.3717,197.112,115.6066,51.7502,48.2866,9.8145,36.9025,27.9961,6.6737,11.3062,5.753,7.9575,,32.837,7.9561,6.4523,6.6698,56.81,73.8922,16.2803,126.0178,6.8629,42.9311,39.5161,11.6266,,36.0102,26.3554,41.1491,1.307,23.8101,17.9706,9.8341
2020-03-16 19:10:00,27.0479,29.3594,0.6579,38.6046,16.9417,25.2573,7.2768,171.9404,10.323,12.2564,104.0096,0.4401,6.4905,16.4796,25.5617,4.0536,84.2681,25.1393,26.1846,12.5551,20.5758,30.4795,2.8554,131.5755,28.1373,4.0568,94.6876,57.3898,30.9849,64.7019,9.2983,241.4498,86.4173,29.8788,93.4655,4.0655,34.6627,22.4498,30.4438,9.3775,4.1163,4.5747,22.9043,10.1835,29.5792,10.9655,60.0288,11.2965,87.3868,29.6494,112.8368,9.7263,25.6041,20.6652,18.9652,,23.5708,8.7951,1.4076,8.2926,7.3148,196.9378,,51.776,48.2536,9.7881,36.9426,27.9625,6.6756,11.313,5.7293,7.9542,18.7891,32.8302,7.9561,6.4549,6.6747,56.8416,73.8629,16.276,125.9969,6.8717,42.9319,39.4941,11.6127,,36.0082,26.3024,41.1576,1.3032,23.8061,17.9607,9.8335
2020-03-16 19:11:00,27.0571,29.3923,0.6564,38.6777,16.9528,25.2815,7.2779,172.0385,10.3229,12.257,103.9546,0.4401,6.5398,16.5103,25.5619,4.0736,84.3473,25.1323,26.1995,12.5564,,30.4789,2.85,131.6854,28.2142,4.0581,94.6749,57.4379,31.0071,64.83,9.2779,241.7834,86.4613,29.9054,93.5756,4.0812,34.7121,22.4593,30.4434,9.3774,4.114,4.5807,22.9001,10.1854,29.6119,10.9671,60.0074,11.3138,87.3737,29.6483,112.8926,9.6968,25.6346,20.6711,18.9258,16.1594,23.5832,8.8212,1.4037,8.2925,7.3119,196.7234,,51.832,48.2393,9.7966,37.0512,27.9583,6.6767,11.3167,5.7207,7.9516,,32.8515,7.955,6.457,6.6733,56.8995,73.7928,16.2762,126.1468,6.8767,42.9326,39.5401,11.6086,71.4292,36.007,26.3273,41.2005,1.3029,23.8275,17.9528,9.8635
2020-03-16 19:12:00,,29.4523,0.651,38.6362,16.9732,25.3013,7.2781,171.8794,10.3207,12.2592,103.9447,0.4401,6.5251,16.493,25.5295,4.0701,84.3225,25.1035,26.206,12.5525,20.592,30.4841,2.8424,131.7991,28.266,4.0586,94.6547,57.396,30.9818,64.7857,9.2708,241.4605,86.4827,29.8979,93.5058,4.0638,34.694,22.4487,30.3829,9.3771,4.1133,4.581,22.9,10.1825,29.6314,10.9624,59.8855,11.3824,87.2401,,112.7963,9.7089,25.667,20.6699,18.9448,16.1428,23.5682,8.8052,1.4065,8.2979,7.2533,196.5562,115.508,51.8469,48.1719,9.7898,37.0319,,6.6762,11.3235,5.7226,7.9431,,32.8288,7.9588,6.4516,6.679,56.863,73.7043,16.2705,126.1352,6.8779,42.9301,39.5385,11.6143,,36.0015,26.3302,41.1655,1.3043,23.815,17.9535,9.8685
2020-03-16 19:13:00,26.9816,29.61,0.651,38.6603,16.9422,25.3097,7.2772,171.6157,10.3203,12.2585,103.8279,0.4401,6.5184,16.4675,25.5073,4.0713,84.3036,25.0781,26.1608,12.5545,20.563,30.4894,2.8428,131.6718,28.2254,4.0578,94.5512,57.3742,30.98,64.6122,9.27,240.0616,86.4219,29.88,93.483,4.0607,34.6445,22.4137,30.3398,9.3755,4.1149,4.5858,22.8978,10.1755,29.6684,10.9419,59.711,11.3702,87.2172,29.6204,112.6075,9.7484,25.5928,20.6528,18.9123,16.1218,23.5453,8.7884,1.4066,8.3083,7.263,197.0183,115.3053,51.8498,48.034,9.7858,36.9779,27.8867,6.6748,11.3232,5.7211,7.936,,32.7553,7.9539,6.4508,6.698,56.8231,73.5734,16.2689,126.0346,6.8747,42.9366,39.4715,11.612,70.8844,36.0028,26.2913,41.1118,1.3027,23.7783,17.9445,9.8697
2020-03-16 19:14:00,26.833,29.6372,0.6501,38.6028,16.8837,25.2975,7.2745,171.1913,10.3202,12.2585,103.6211,0.4401,6.504,16.4483,25.5018,4.0615,84.2441,25.064,26.0861,12.5478,20.4485,30.4841,2.8273,131.3628,28.0954,4.0564,94.2003,57.2556,30.9573,64.4082,9.27,239.6194,86.0771,29.817,93.2719,4.0327,34.4978,22.3368,30.3298,9.3752,4.1128,4.586,22.8406,10.161,29.6944,10.9046,59.5197,11.3634,87.1502,29.4517,112.3195,9.7869,25.5498,20.5552,18.8634,16.0953,23.4224,8.7962,1.4106,8.3205,7.2834,197.0973,115.1662,51.8276,47.9406,9.7878,36.9332,27.7065,6.6705,11.3265,5.7356,7.8835,,32.7046,7.9543,6.4546,6.685,56.7634,73.3883,,125.6881,6.8815,42.9775,39.2636,11.612,70.8775,36.0022,26.2582,40.8846,1.3041,23.6807,17.9119,9.8665
2020-03-16 19:15:00,26.7541,29.6062,0.6501,38.6054,16.83,25.2102,7.2754,171.0775,10.311,12.2584,103.7131,0.4401,6.4925,16.4585,25.5082,4.0537,84.1717,25.0766,26.1266,12.5366,20.4381,30.474,2.7868,131.5019,28.067,4.0566,94.1605,57.1552,30.9304,64.4191,9.2702,239.643,86.1131,29.7674,93.1936,4.0086,34.4742,22.2905,30.3302,9.3731,4.115,4.5816,22.7873,10.0822,29.6986,10.862,59.3753,11.365,87.0784,29.3467,112.2791,9.7713,25.5228,20.5337,18.8654,16.0865,23.3619,8.7948,1.4178,8.3209,7.2972,197.1124,114.8408,51.8295,47.8962,9.7836,36.828,27.5963,6.6707,11.3698,5.7422,7.8414,,32.6773,7.9555,6.4534,6.6834,56.7557,73.3556,16.2505,125.5748,6.8857,42.9359,39.2394,11.6117,70.8505,36.0058,26.166,40.7509,1.3049,23.6338,17.9123,9.8518
2020-03-16 19:16:00,26.7821,29.5494,0.6501,38.6607,16.845,25.0585,7.2757,171.1327,10.2895,12.2579,103.8698,0.4401,6.4939,16.477,25.5091,4.0433,84.1048,25.0659,26.1426,12.5366,20.4691,30.4582,2.7661,131.5826,28.0857,4.0585,94.2233,57.0805,30.9458,64.406,9.2724,239.6612,86.1876,29.8042,93.1942,4.0095,34.4902,22.2348,30.3438,9.3731,4.1134,4.5609,22.7848,10.1247,29.6805,10.8284,59.2121,11.364,86.8942,29.297,112.2652,9.7454,25.5433,20.5055,,16.0261,23.3273,8.7948,1.4167,8.3237,7.3123,196.6502,114.6309,51.8674,47.8574,9.7873,36.8171,27.47,6.6712,11.3221,5.7356,7.8463,,32.6713,7.9569,6.4518,6.6835,56.8202,73.2339,16.2518,125.6671,6.8887,42.8967,39.2616,11.6118,70.8311,36.0095,26.1582,40.8097,1.3034,23.6488,17.8641,9.8596
2020-03-16 19:17:00,26.8434,29.4688,0.66,38.7339,16.8368,25.03,7.2735,171.0886,10.2715,12.2573,103.7953,0.44,6.4929,16.4483,25.5225,4.0326,84.0669,25.0665,26.1625,12.53,20.4737,30.4553,2.7518,131.6139,28.0899,4.0567,94.1652,57.0591,30.9188,64.4609,9.2703,239.7418,86.2559,29.7604,93.1756,4.0258,34.4304,22.2082,30.3595,9.3454,4.1137,4.5545,22.776,10.1184,29.6439,10.8012,59.2652,11.3688,86.9081,29.292,112.2797,9.7186,25.5147,20.5162,18.8331,16.0413,23.2983,8.7952,1.4163,8.3094,7.3465,196.6753,114.4871,51.9603,47.8498,9.7846,36.7528,27.3358,6.6711,11.3298,5.7353,7.8542,,32.6899,7.9552,6.4185,6.6724,56.8868,73.1423,16.24,125.5765,6.9027,42.8828,39.2801,11.6115,,36.0052,26.1771,40.8955,1.3037,23.6474,17.852,9.8677
2020-03-16 19:18:00,26.9419,29.4468,0.6652,38.7496,16.8275,25.0356,7.2764,171.2353,10.2777,12.2592,103.7689,0.4401,6.4922,16.4871,25.5796,4.0085,84.0529,25.0672,26.1873,12.5228,20.447,30.4349,2.7532,131.1847,28.0972,4.059,94.2569,57.1037,30.9146,64.5007,9.27,239.9899,86.2616,29.7569,93.1018,4.0155,34.3126,22.2498,30.3755,9.3449,4.1155,4.5587,22.7439,10.119,29.6188,10.7934,59.3091,11.3697,86.9635,29.298,112.288,9.6967,25.5446,20.5043,18.7204,16.0393,23.253,8.7962,1.4176,8.292,7.3504,196.9677,114.6353,52.005,47.8367,9.7924,36.7112,27.2404,6.6708,11.3407,5.7257,7.8137,,32.6794,7.9553,6.3813,6.674,56.8435,72.9522,16.2511,125.5419,6.915,42.8468,39.2862,11.6122,,36.0043,26.1755,40.8713,1.3027,23.633,17.8575,9.886
2020-03-16 19:19:00,27.0407,29.4567,,38.7062,16.8344,25.001,7.2757,171.5242,10.2703,12.2573,103.5891,0.4401,6.4957,16.4413,25.5848,4.0172,83.9969,25.0416,26.1742,12.5076,20.4565,30.3823,2.7529,130.9563,28.0385,4.0575,94.1359,57.117,30.9543,64.547,9.2704,240.2211,86.1521,29.743,93.0084,4.0159,34.3478,22.29,30.3989,9.3395,4.1153,4.5578,22.6794,10.131,29.6026,10.7732,59.4221,11.35,86.986,29.2667,112.1697,9.6978,25.5459,20.5667,18.7178,16.0121,23.1895,8.7956,1.4189,8.2929,7.3641,197.0259,114.9429,52.0937,47.8264,,36.7361,27.2206,6.6713,11.3464,5.7318,7.7807,18.8884,32.6836,7.9583,6.3504,6.6687,56.7438,72.901,16.2468,125.4591,6.92,42.8675,39.3064,11.6105,,35.8228,26.1436,40.8325,1.3031,23.6439,17.8604,9.9272
