IYR: iShares U.S. Real Estate ETF
Inception Date: 2000-06-12
Fund Holdings as of: 2020-03-23
Total Assets Under Management (in thousands):	2494246
Shares Outstanding: 43250000
Expense Ratio: 0.42%
Tracks This Index: Dow Jones U.S. Real Estate Index
ETFdb.com Category: Real Estate
Issuer: iShares
Structure: ETF
ETF Home Page: https://etfdb.com/etf/IYR


Holding,Symbol,Weighting
American Tower Corp,AMT,10.0478%
Crown Castle International Corp,CCI,6.1654%
Prologis Inc,PLD,5.9305%
Equinix Inc,EQIX,4.497%
Digital Realty Trust Inc,DLR,3.5965%
SBA Communications Corp,SBAC,3.0794%
Public Storage,PSA,3.0627%
CoStar Group Inc,CSGP,2.4367%
Equity Residential,EQR,2.2795%
Welltower Inc,WELL,2.2397%
AvalonBay Communities Inc,AVB,2.1486%
Simon Property Group Inc,SPG,1.953%
Realty Income Corp,O,1.7989%
Alexandria Real Estate Equities Inc,ARE,1.7926%
Essex Property Trust Inc,ESS,1.5338%
Boston Properties Inc,BXP,1.428%
Weyerhaeuser Co,WY,1.2794%
CBRE Group Inc,CBRE,1.273%
Healthpeak Properties Inc,PEAK,1.2602%
VICI Properties Inc,VICI,1.2356%
Extra Space Storage Inc,EXR,1.232%
Mid-America Apartment Communities Inc,MAA,1.2316%
Duke Realty Corp,DRE,1.231%
Sun Communities Inc,SUI,1.2059%
UDR Inc,UDR,1.1234%
Invitation Homes Inc,INVH,1.1082%
Ventas Inc,VTR,1.0891%
Equity LifeStyle Properties Inc,ELS,1.0612%
Host Hotels & Resorts Inc,HST,0.982%
WP Carey Inc,WPC,0.9653%
Annaly Capital Management Inc,NLY,0.8696%
Medical Properties Trust Inc,MPW,0.8622%
Camden Property Trust,CPT,0.8261%
Iron Mountain Inc,IRM,0.8235%
Regency Centers Corp,REG,0.7499%
AGNC Investment Corp,AGNC,0.7266%
Americold Realty Trust,COLD,0.6982%
CyrusOne Inc,CONE,0.6643%
Vornado Realty Trust,VNO,0.6245%
Omega Healthcare Investors Inc,OHI,0.6198%
Kilroy Realty Corp,KRC,0.6148%
Federal Realty Investment Trust,FRT,0.6028%
American Homes 4 Rent,AMH,0.5943%
National Retail Properties Inc,NNN,0.5875%
Healthcare Trust Of America Inc,HTA,0.5579%
Jones Lang LaSalle Inc,JLL,0.5411%
VEREIT Inc,VER,0.541%
Douglas Emmett Inc,DEI,0.5227%
CubeSmart,CUBE,0.5208%
Gaming and Leisure Properties Inc,GLPI,0.5136%
Kimco Realty Corp,KIM,0.5135%
Rexford Industrial Realty Inc,REXR,0.5023%
Apartment Investment and Management Co,AIV,0.4855%
Equity Commonwealth,EQC,0.4602%
CoreSite Realty Corp,COR,0.4556%
Cousins Properties Inc,CUZ,0.4552%
STORE Capital Corp,STOR,0.455%
Eastgroup Properties Inc,EGP,0.4486%
First Industrial Realty Trust Inc,FR,0.4455%
SL Green Realty Corp,SLG,0.4336%
Cash Component,CASH,0.4318%
Healthcare Realty Trust Inc,HR,0.4281%
Life Storage Inc,LSI,0.4249%
Highwoods Properties Inc,HIW,0.3857%
JBG SMITH Properties,JBGS,0.3788%
American Campus Communities Inc,ACC,0.3711%
Lamar Advertising Co,LAMR,0.3608%
Hudson Pacific Properties Inc,HPP,0.339%
Taubman Centers Inc,TCO,0.3361%
Brixmor Property Group Inc,BRX,0.3351%
Starwood Property Trust Inc,STWD,0.3241%
Rayonier Inc,RYN,0.3233%
PS Business Parks Inc,PSB,0.3112%
Physicians Realty Trust,DOC,0.3054%
Spirit Realty Capital Inc,SRC,0.2846%
New Residential Investment Corp,NRZ,0.2803%
Lexington Realty Trust,LXP,0.265%
Blackstone Mortgage Trust Inc,BXMT,0.2496%
Sabra Health Care REIT Inc,SBRA,0.2485%
Corporate Office Properties Trust,OFC,0.2469%
Piedmont Office Realty Trust Inc,PDM,0.2392%
PotlatchDeltic Corp,PCH,0.2381%
Sunstone Hotel Investors Inc,SHO,0.2355%
Washington Real Estate Investment Trust,WRE,0.219%
Weingarten Realty Investors,WRI,0.2105%
National Health Investors Inc,NHI,0.2089%
Park Hotels & Resorts Inc,PK,0.2083%
Howard Hughes Corp,HHC,0.2069%
Chimera Investment Corp,CIM,0.2044%
Brandywine Realty Trust,BDN,0.1846%
Paramount Group Inc,PGRE,0.1833%
Mack-Cali Realty Corp,CLI,0.1763%
Apple Hospitality REIT Inc,APLE,0.1738%
Ryman Hospitality Properties Inc,RHP,0.173%
EPR Properties,EPR,0.1719%
Geo Group Inc,GEO,0.1638%
Acadia Realty Trust,AKR,0.1606%
MFA Financial Inc,MFA,0.1567%
OUTFRONT Media Inc,OUT,0.154%
Two Harbors Investment Corp,TWO,0.1512%
Pebblebrook Hotel Trust,PEB,0.1455%
CoreCivic Inc,CXW,0.1347%
Columbia Property Trust Inc,CXP,0.1273%
Retail Properties of America Inc,RPAI,0.1268%
Xenia Hotels & Resorts Inc,XHR,0.1244%
DiamondRock Hospitality Co,DRH,0.1142%
Invesco Mortgage Capital Inc,IVR,0.1104%
Urban Edge Properties,UE,0.1085%
RLJ Lodging Trust,RLJ,0.1036%
Site Centers Corp,SITC,0.1028%
Macerich Co,MAC,0.0982%
Service Properties Trust,SVC,0.0963%
Colony Capital Inc,CLNY,0.0897%
Diversified Healthcare Trust,DHC,0.0834%
