GDXJ: VanEck Vectors Junior Gold Miners ETF
Inception Date: 2009-11-10
Fund Holdings as of: 2020-03-23
Total Assets Under Management (in thousands):	3439198
Shares Outstanding: 128237000
Expense Ratio: 0.54%
Tracks This Index: MVIS Global Junior Gold Miners Index
ETFdb.com Category: Materials
Issuer: VanEck
Structure: ETF
ETF Home Page: https://etfdb.com/etf/GDXJ


Holding,Symbol,Weighting
Kinross Gold Corp,KGC,6.5343%
Northern Star Resources Ltd,NST,6.4126%
Evolution Mining Ltd,EVN,5.3729%
Gold Fields Ltd,GFI,4.7842%
Pan American Silver Corp,PAAS,4.5137%
Yamana Gold Inc,AUY,4.185%
B2Gold Corp,BTG,3.7061%
Sibanye Stillwater Ltd,SBSW,3.5016%
NovaGold Resources Inc,NG,2.5588%
Saracen Mineral Holdings Ltd,SAR,2.5184%
Fresnillo PLC,FRES,2.3841%
Compania de Minas Buenaventura SAA,BVN,2.2318%
Alamos Gold Inc,AGI,2.2122%
SSR Mining Inc,SSRM,2.1488%
Centamin PLC,CEY,1.8449%
Harmony Gold Mining Company Ltd,HMY,1.8386%
First Majestic Silver Corp,AG,1.7831%
Equinox Gold Corp,EQX,1.7652%
Centerra Gold Inc,CG,1.5565%
Endeavour Mining Corp,EDV,1.5386%
Regis Resources Ltd,RRL,1.4966%
Eldorado Gold Corp,EGO,1.4745%
Iamgold Corp,IAG,1.4531%
Industrias Penoles SAB de CV,PE&OLES*,1.4048%
Sandstorm Gold Ltd,SAND,1.338%
Pretium Resources Inc,PVG,1.2751%
St Barbara Ltd,SBM,1.1307%
Hecla Mining Co,HL,1.0982%
Osisko Gold Royalties Ltd,OR,1.0778%
Alacer Gold Corp,ASR,1.0359%
Zhaojin Mining Industry Co Ltd,1818,1.0311%
Wesdome Gold Mines Ltd,WDO,0.9867%
Merdeka Copper Gold Tbk PT,MDKA,0.9739%
Coeur Mining Inc,CDE,0.9538%
Silvercorp Metals Inc,SVM,0.9528%
Silver Lake Resources Ltd,SLR,0.8822%
MAG Silver Corp,MAG,0.854%
Teranga Gold Corp,TGZ,0.8514%
Torex Gold Resources Inc,TXG,0.847%
Semafo Inc,SMF,0.797%
Highland Gold Mining Ltd,HGM,0.7712%
Silvercrest Metals Inc,SILV,0.7643%
Perseus Mining Ltd,PRU,0.7616%
Gold Road Resources Ltd,GOR,0.7591%
K92 Mining Inc,KNT,0.7167%
Lundin Gold Inc,LUG,0.6994%
Koza Altin Isletmeleri AS,KOZAL,0.6829%
Seabridge Gold Inc,SA,0.642%
OceanaGold Corp,OGC,0.6187%
Fortuna Silver Mines Inc,FSM,0.6049%
Hochschild Mining PLC,HOC,0.5782%
Dundee Precious Metals Inc,DPM,0.5299%
Ramelius Resources Ltd,RMS,0.519%
Westgold Resources Ltd,WGX,0.5108%
Resolute Mining Ltd,RSG,0.4774%
New Gold Inc,NGD,0.4568%
Osisko Mining Inc,OSK,0.4471%
McEwen Mining Inc,MUX,0.3371%
Great Bear Resources Ltd,GBR,0.3143%
Endeavour Silver Corp,EXK,0.3097%
Dacian Gold Ltd,DCN,0.3031%
Alexco Resource Corp,AXU,0.2972%
Novo Resources Corp,NVO,0.2723%
Golden Star Resources Ltd,GSS,0.2676%
Gold Resource Corp,GORO,0.2624%
Roxgold Inc,ROXG,0.243%
Americas Gold and Silver Corporation,USAS,0.2114%
Gran Colombia Gold Corp,GCM,0.2084%
Premier Gold Mines Ltd,PG,0.1885%
Argonaut Gold Inc,AR,0.1826%
Great Panther Mining Ltd,GPL,0.1695%
China Gold International Resources Corp Ltd,CGG,0.1568%
Aurelia Metals Ltd,AMI,0.1566%
Royal Nickel Corp,RNX,0.143%
Gold Standard Ventures Corp,GSV,0.0854%
Cash Component,CASH,0.0449%
