VNQI: Vanguard Global ex-U.S. Real Estate Index Fund ETF
Inception Date: 2010-11-01
Fund Holdings as of: 2020-03-23
Total Assets Under Management (in thousands):	3557606
Shares Outstanding: 97415000
Expense Ratio: 0.12%
Tracks This Index: S&P Global ex-U.S. Property Index
ETFdb.com Category: Global Real Estate
Issuer: Vanguard
Structure: ETF
ETF Home Page: https://etfdb.com/etf/VNQI


Holding,Symbol,Weighting
Vonovia SE,VNA,3.2336%
Sun Hung Kai Properties Ltd,16,2.4106%
Link Real Estate Investment Trust,823,2.3513%
Mitsubishi Estate Co Ltd,8802,2.2975%
Mitsui Fudosan Co Ltd,8801,1.9473%
Daiwa House Industry Co Ltd,1925,1.9134%
CK Asset Holdings Ltd,1113,1.6165%
Deutsche Wohnen SE,DWNI,1.5624%
China Overseas Land & Investment Ltd,688,1.4005%
China Resources Land Ltd,1109,1.3942%
Sumitomo Realty & Development Co Ltd,8830,1.3742%
Sunac China Holdings Ltd,1918,1.3742%
WFD Unibail Rodamco NV,URW,1.2985%
Goodman Group,GMG,1.2968%
SEGRO PLC,SGRO,1.187%
Nippon Building Fund Inc,8951,1.1096%
Country Garden Holdings Co Ltd,2007,1.0242%
Daito Trust Construction Co Ltd,1878,0.9903%
Japan Real Estate Investment Corp,8952,0.9416%
Swiss Prime Site AG,SPSN,0.9386%
LEG Immobilien AG,LEG,0.8569%
Gecina SA,GFC,0.8003%
Nippon Prologis REIT Inc,3283,0.7974%
Henderson Land Development Co Ltd,12,0.7967%
Longfor Group Holdings Ltd,960,0.7647%
SM Prime Holdings Inc,SMPH,0.7393%
Dexus,DXS,0.7088%
Wheelock and Co Ltd,20,0.6969%
Land Securities Group PLC,LAND,0.6832%
Aroundtown SA,AT1,0.6633%
Ascendas Real Estate Investment Trust,A17U,0.6456%
Scentre Group,SCG,0.631%
Wharf Real Estate Investment Company Ltd,1997,0.6302%
Klepierre SA,LI,0.6128%
Capitaland Ltd,C31,0.5998%
PSP Swiss Property AG,PSPN,0.594%
China Vanke Co Ltd,2202,0.5931%
Hulic Co Ltd,3003,0.577%
Hongkong Land Holdings Ltd,H78,0.5752%
Mirvac Group,MGR,0.5447%
Daiwa House Reit Investment Corp,8984,0.5417%
China Evergrande Group,3333,0.5237%
Nomura Real Estate Master Fund Inc,3462,0.5184%
British Land Company PLC,BLND,0.5005%
Derwent London PLC,DLN,0.4987%
Castellum AB,CAST,0.4829%
GPT Group,GPT,0.4583%
China Vanke Co Ltd,000002,0.4508%
GLP J-REIT,3281,0.445%
Advance Residence Investment Corp,3269,0.4439%
LendLease Group,LLC,0.4433%
Hang Lung Properties Ltd,101,0.4369%
Ayala Land Inc,ALI,0.4298%
Capitaland Mall Trust,C38U,0.4269%
Unite Group PLC,UTG,0.415%
Cofinimmo SA,COFB,0.4081%
Sino Land Co Ltd,83,0.4047%
Central Pattana PCL,CPN-F,0.3952%
Fabege AB,FABG,0.3801%
Orix JREIT Inc,8954,0.3783%
China Jinmao Holdings Group Ltd,817,0.3777%
Shimao Property Holdings Ltd,813,0.3741%
CapitaLand Commercial Trust,C61U,0.371%
MERLIN Properties SOCIMI SA,MRL,0.3617%
City Developments Ltd,C09,0.3606%
Warehouses de Pauw Comm VA,WDP,0.3578%
Fastighets AB Balder,BALD.B,0.3529%
Mapletree Logistics Trust,M44U,0.3496%
Stockland Corporation Ltd,SGP,0.3469%
TAG Immobilien AG,TEG,0.3455%
Swire Properties Ltd,1972,0.3401%
Japan Retail Fund Investment Corp,8953,0.3313%
United Urban Investment Corp,8960,0.3273%
Mapletree Commercial Trust,N2IU,0.3267%
Covivio SA,COV,0.3263%
Tokyu Fudosan Holdings Corp,3289,0.3256%
Allreal Holding AG,ALLN,0.3179%
UOL Group Ltd,U14,0.3105%
Japan Prime Realty Investment Corp,8955,0.3007%
Canadian Apartment Properties Real Estate Investment Trust,CAR.UN,0.2981%
Industrial & Infrastructure Fund Investment Corp,3249,0.2928%
Unizo Holdings Co Ltd,3258,0.2881%
Aedifica SA,AED,0.2852%
Mapletree Industrial Trust,ME8U,0.2746%
CIFI Holdings (Group) Co Ltd,884,0.2744%
Icade SA,ICAD,0.2711%
Assura PLC,AGR,0.2682%
Tritax Big Box Reit PLC,BBOX,0.2664%
Wallenstam AB,WALL.B,0.2653%
Emaar Properties PJSC,EMAAR,0.2611%
Primary Health Properties PLC,PHP,0.2605%
Poly Developments and Holdings Group Co Ltd,600048,0.2584%
alstria office REIT AG,AOX,0.2567%
Tokyo Tatemono Co Ltd,8804,0.2552%
Grand City Properties SA,GYC,0.2518%
Fibra Uno Administracion SA de CV,FUNO11,0.2514%
Nippon Accommodations Fund Inc,3226,0.2509%
Activia Properties Inc,3279,0.2506%
Azrieli Group Ltd,AZRG,0.2483%
CA Immobilien Anlagen AG,CAI,0.2482%
Vicinity Centres,VCX,0.2478%
Growthpoint Properties Ltd,GRT,0.2474%
Sekisui House Reit Inc,3309,0.2465%
Japan Logistics Fund Inc,8967,0.245%
Suntec Real Estate Investment Trust,T82U,0.2404%
Great Portland Estates PLC,GPOR,0.2403%
Inmobiliaria Colonial SOCIMI SA,COL,0.2399%
Nomura Real Estate Holdings Inc,3231,0.2376%
Kenedix Office Investment Corp,8972,0.2367%
Grainger PLC,GRI,0.2345%
Keppel DC REIT,AJBU,0.2292%
