VFH: Vanguard Financials ETF
Inception Date: 2004-01-30
Fund Holdings as of: 2020-03-23
Total Assets Under Management (in thousands):	4358763
Shares Outstanding: 101721000
Expense Ratio: 0.1%
Tracks This Index: MSCI US Investable Market Financials 25/50 Index
ETFdb.com Category: Financials Equities
Issuer: Vanguard
Structure: ETF
ETF Home Page: https://etfdb.com/etf/VFH


Holding,Symbol,Weighting
JPMorgan Chase & Co,JPM,10.4369%
Berkshire Hathaway Inc,BRK.B,8.9731%
Bank of America Corp,BAC,6.5067%
Wells Fargo & Co,WFC,4.2749%
Citigroup Inc,C,3.2534%
CME Group Inc,CME,2.1098%
American Express Co,AXP,2.0209%
S&P Global Inc,SPGI,1.9717%
Goldman Sachs Group Inc,GS,1.8139%
U.S. Bancorp,USB,1.809%
Chubb Ltd,CB,1.8023%
Progressive Corp,PGR,1.6397%
Marsh & McLennan Companies Inc,MMC,1.6319%
BlackRock Inc,BLK,1.589%
Intercontinental Exchange Inc,ICE,1.566%
PNC Financial Services Group Inc,PNC,1.4902%
Truist Financial Corp,TFC,1.4506%
Aon PLC,AON,1.4392%
Morgan Stanley,MS,1.4223%
Charles Schwab Corp,SCHW,1.3858%
Moody's Corp,MCO,1.1864%
Blackstone Group Inc,BX,1.0024%
Allstate Corp,ALL,0.9979%
Bank of New York Mellon Corp,BK,0.9621%
Travelers Companies Inc,TRV,0.9566%
Capital One Financial Corp,COF,0.8402%
T. Rowe Price Group Inc,TROW,0.8371%
MSCI Inc,MSCI,0.8212%
Willis Towers Watson PLC,WLTW,0.7988%
Aflac Inc,AFL,0.7936%
MetLife Inc,MET,0.7752%
American International Group Inc,AIG,0.7079%
Prudential Financial Inc,PRU,0.6625%
State Street Corp,STT,0.6614%
First Republic Bank,FRC,0.5362%
Northern Trust Corp,NTRS,0.536%
Arthur J Gallagher & Co,AJG,0.535%
M&T Bank Corp,MTB,0.4687%
Hartford Financial Services Group Inc,HIG,0.4672%
Marketaxess Holdings Inc,MKTX,0.4463%
Ameriprise Financial Inc,AMP,0.4409%
Cincinnati Financial Corp,CINF,0.4363%
Markel Corp,MKL,0.4156%
Arch Capital Group Ltd,ACGL,0.3973%
KKR & Co Inc,KKR,0.3868%
Fifth Third Bancorp,FITB,0.3632%
Cboe Global Markets Inc,CBOE,0.3572%
KeyCorp,KEY,0.3555%
Nasdaq Inc,NDAQ,0.3536%
Discover Financial Services,DFS,0.3507%
Loews Corp,L,0.3359%
TD Ameritrade Holding Corp,AMTD,0.3309%
Factset Research Systems Inc,FDS,0.3245%
Brown & Brown Inc,BRO,0.3191%
Synchrony Financial,SYF,0.3142%
Regions Financial Corp,RF,0.3134%
SVB Financial Group,SIVB,0.3074%
Huntington Bancshares Inc,HBAN,0.3044%
Citizens Financial Group Inc,CFG,0.2903%
Everest Re Group Ltd,RE,0.2889%
Raymond James Financial Inc,RJF,0.288%
Annaly Capital Management Inc,NLY,0.2864%
Principal Financial Group Inc,PFG,0.2819%
W. R. Berkley Corp,WRB,0.2671%
E*TRADE Financial Corp,ETFC,0.2596%
Alleghany Corp,Y,0.2536%
Globe Life Inc,GL,0.2497%
