XLU: Utilities Select Sector SPDR Fund
Inception Date: 1998-12-16
Fund Holdings as of: 2020-03-23
Total Assets Under Management (in thousands):	8298460
Shares Outstanding: 185074000
Expense Ratio: 0.13%
Tracks This Index: Utilities Select Sector Index
ETFdb.com Category: Utilities Equities
Issuer: State Street SPDR
Structure: ETF
ETF Home Page: https://etfdb.com/etf/XLU


Holding,Symbol,Weighting
Nextera Energy Inc,NEE,14.3663%
Dominion Energy Inc,D,7.9101%
Duke Energy Corp,DUK,7.5683%
Southern Co,SO,7.337%
American Electric Power Company Inc,AEP,5.5952%
Exelon Corp,EXC,4.7165%
Xcel Energy Inc,XEL,4.2731%
Sempra Energy,SRE,3.9586%
WEC Energy Group Inc,WEC,3.6426%
Consolidated Edison Inc,ED,3.5416%
Eversource Energy,ES,3.2837%
Public Service Enterprise Group Inc,PEG,3.0383%
FirstEnergy Corp,FE,2.9224%
American Water Works Company Inc,AWK,2.8576%
Edison International,EIX,2.5985%
Entergy Corp,ETR,2.5352%
Ameren Corp,AEE,2.4609%
DTE Energy Co,DTE,2.4051%
PPL Corp,PPL,2.3259%
CMS Energy Corp,CMS,2.2438%
Evergy Inc,EVRG,1.669%
Alliant Energy Corp,LNT,1.5661%
Atmos Energy Corp,ATO,1.5655%
AES Corp,AES,1.2845%
NiSource Inc,NI,1.2701%
Pinnacle West Capital Corp,PNW,1.1533%
CenterPoint Energy Inc,CNP,0.9904%
NRG Energy Inc,NRG,0.9084%
Cash Component,CASH,0.012%
