VPU: Vanguard Utilities ETF
Inception Date: 2004-01-30
Fund Holdings as of: 2020-03-23
Total Assets Under Management (in thousands):	2999358
Shares Outstanding: 30296000
Expense Ratio: 0.1%
Tracks This Index: MSCI US Investable Market Utilities 25/50 Index
ETFdb.com Category: Utilities Equities
Issuer: Vanguard
Structure: ETF
ETF Home Page: https://etfdb.com/etf/VPU


Holding,Symbol,Weighting
Nextera Energy Inc,NEE,12.5144%
Dominion Energy Inc,D,6.8916%
Duke Energy Corp,DUK,6.6275%
Southern Co,SO,6.3911%
American Electric Power Company Inc,AEP,4.876%
Exelon Corp,EXC,4.1088%
Sempra Energy,SRE,3.7142%
Xcel Energy Inc,XEL,3.697%
WEC Energy Group Inc,WEC,3.1535%
Consolidated Edison Inc,ED,3.0629%
Eversource Energy,ES,2.8412%
Public Service Enterprise Group Inc,PEG,2.6286%
FirstEnergy Corp,FE,2.5278%
American Water Works Company Inc,AWK,2.4748%
Edison International,EIX,2.2478%
Entergy Corp,ETR,2.1954%
Ameren Corp,AEE,2.1275%
DTE Energy Co,DTE,2.0793%
CMS Energy Corp,CMS,1.9404%
PPL Corp,PPL,1.8951%
Evergy Inc,EVRG,1.4429%
Alliant Energy Corp,LNT,1.3799%
Atmos Energy Corp,ATO,1.3531%
AES Corp,AES,1.1107%
NiSource Inc,NI,1.0982%
Pinnacle West Capital Corp,PNW,0.9964%
Essential Utilities Inc,WTRG,0.9934%
CenterPoint Energy Inc,CNP,0.8565%
NRG Energy Inc,NRG,0.7861%
UGI Corp,UGI,0.6751%
OGE Energy Corp,OGE,0.6675%
Vistra Energy Corp,VST,0.6656%
Idacorp Inc,IDA,0.5286%
Hawaiian Electric Industries Inc,HE,0.5271%
ONE Gas Inc,OGS,0.5027%
Portland General Electric Co,POR,0.5007%
MDU Resources Group Inc,MDU,0.4976%
Black Hills Corp,BKH,0.4422%
Spire Inc,SR,0.4334%
Southwest Gas Holdings Inc,SWX,0.4037%
American States Water Co,AWR,0.3904%
ALLETE Inc,ALE,0.3799%
El Paso Electric Co,EE,0.3759%
National Fuel Gas Co,NFG,0.3624%
PNM Resources Inc,PNM,0.3507%
NorthWestern Corp,NWE,0.3479%
New Jersey Resources Corp,NJR,0.3447%
Ormat Technologies Inc,ORA,0.3434%
California Water Service Group,CWT,0.3213%
Avangrid Inc,AGR,0.3154%
Avista Corp,AVA,0.311%
Nextera Energy Partners LP,NEP,0.2869%
MGE Energy Inc,MGEE,0.2816%
South Jersey Industries Inc,SJI,0.2618%
Northwest Natural Holding Co,NWN,0.2211%
Clearway Energy Inc,CWEN,0.1904%
Otter Tail Corp,OTTR,0.1868%
SJW Group,SJW,0.1679%
Chesapeake Utilities Corp,CPK,0.1666%
Middlesex Water Co,MSEX,0.1353%
TerraForm Power Inc,TERP,0.1113%
Unitil Corp,UTL,0.0876%
Clearway Energy Inc,CWEN.A,0.0821%
York Water Co,YORW,0.0673%
Star Group LP,SGU,0.0426%
Spark Energy Inc,SPKE,0.0088%
Cash Component,CASH,0.003%
