VNQ: Vanguard Real Estate Index Fund
Inception Date: 2004-09-23
Fund Holdings as of: 2020-03-23
Total Assets Under Management (in thousands):	22421782
Shares Outstanding: 393296000
Expense Ratio: 0.12%
Tracks This Index: MSCI US REIT Index
ETFdb.com Category: Real Estate
Issuer: Vanguard
Structure: ETF
ETF Home Page: https://etfdb.com/etf/VNQ


Holding,Symbol,Weighting
American Tower Corp,AMT,9.9421%
Crown Castle International Corp,CCI,6.0982%
Prologis Inc,PLD,5.8563%
Equinix Inc,EQIX,5.2312%
Digital Realty Trust Inc,DLR,3.5541%
Public Storage,PSA,3.1635%
SBA Communications Corp,SBAC,3.041%
Equity Residential,EQR,2.3921%
Welltower Inc,WELL,2.2117%
AvalonBay Communities Inc,AVB,2.1187%
Simon Property Group Inc,SPG,1.9296%
Realty Income Corp,O,1.7701%
Alexandria Real Estate Equities Inc,ARE,1.6581%
Boston Properties Inc,BXP,1.5105%
Essex Property Trust Inc,ESS,1.5101%
Weyerhaeuser Co,WY,1.258%
Healthpeak Properties Inc,PEAK,1.2377%
VICI Properties Inc,VICI,1.2163%
Extra Space Storage Inc,EXR,1.2106%
Mid-America Apartment Communities Inc,MAA,1.2098%
Duke Realty Corp,DRE,1.2095%
CBRE Group Inc,CBRE,1.1892%
Sun Communities Inc,SUI,1.1845%
UDR Inc,UDR,1.1032%
Invitation Homes Inc,INVH,1.0871%
Ventas Inc,VTR,1.0746%
Equity LifeStyle Properties Inc,ELS,0.9882%
Host Hotels & Resorts Inc,HST,0.96%
WP Carey Inc,WPC,0.9473%
Medical Properties Trust Inc,MPW,0.8437%
Camden Property Trust,CPT,0.8172%
Iron Mountain Inc,IRM,0.8062%
Regency Centers Corp,REG,0.7327%
Vornado Realty Trust,VNO,0.659%
Kilroy Realty Corp,KRC,0.6515%
CyrusOne Inc,CONE,0.6471%
Americold Realty Trust,COLD,0.6468%
Federal Realty Investment Trust,FRT,0.6316%
American Homes 4 Rent,AMH,0.6143%
Omega Healthcare Investors Inc,OHI,0.6092%
National Retail Properties Inc,NNN,0.5808%
Healthcare Trust Of America Inc,HTA,0.5423%
VEREIT Inc,VER,0.5326%
Jones Lang LaSalle Inc,JLL,0.526%
Douglas Emmett Inc,DEI,0.5129%
CubeSmart,CUBE,0.506%
Gaming and Leisure Properties Inc,GLPI,0.5045%
Kimco Realty Corp,KIM,0.4979%
Rexford Industrial Realty Inc,REXR,0.4867%
Apartment Investment and Management Co,AIV,0.4721%
STORE Capital Corp,STOR,0.4668%
Equity Commonwealth,EQC,0.4446%
CoreSite Realty Corp,COR,0.4418%
Cousins Properties Inc,CUZ,0.4395%
Eastgroup Properties Inc,EGP,0.4343%
First Industrial Realty Trust Inc,FR,0.431%
Healthcare Realty Trust Inc,HR,0.4145%
SL Green Realty Corp,SLG,0.4134%
Life Storage Inc,LSI,0.4114%
JBG SMITH Properties,JBGS,0.3953%
Terreno Realty Corp,TRNO,0.3817%
Highwoods Properties Inc,HIW,0.3707%
American Campus Communities Inc,ACC,0.3575%
Lamar Advertising Co,LAMR,0.3486%
Hudson Pacific Properties Inc,HPP,0.3258%
Brixmor Property Group Inc,BRX,0.3222%
Taubman Centers Inc,TCO,0.3217%
QTS Realty Trust Inc,QTS,0.32%
Rayonier Inc,RYN,0.3094%
PS Business Parks Inc,PSB,0.3055%
STAG Industrial Inc,STAG,0.3051%
Physicians Realty Trust,DOC,0.2953%
Agree Realty Corp,ADC,0.283%
Spirit Realty Capital Inc,SRC,0.2783%
Corporate Office Properties Trust,OFC,0.2445%
MGM Growth Properties LLC,MGP,0.2363%
Sabra Health Care REIT Inc,SBRA,0.2276%
Lexington Realty Trust,LXP,0.2271%
Piedmont Office Realty Trust Inc,PDM,0.2262%
PotlatchDeltic Corp,PCH,0.2234%
Sunstone Hotel Investors Inc,SHO,0.2209%
Washington Real Estate Investment Trust,WRE,0.2069%
Easterly Government Properties Inc,DEA,0.2048%
National Health Investors Inc,NHI,0.203%
Park Hotels & Resorts Inc,PK,0.2023%
Weingarten Realty Investors,WRI,0.1999%
Howard Hughes Corp,HHC,0.1927%
Kennedy-Wilson Holdings Inc,KW,0.1833%
Brandywine Realty Trust,BDN,0.1734%
Apple Hospitality REIT Inc,APLE,0.1706%
National Storage Affiliates Trust,NSA,0.1696%
EPR Properties,EPR,0.1678%
Mack-Cali Realty Corp,CLI,0.1643%
CareTrust REIT Inc,CTRE,0.1631%
Paramount Group Inc,PGRE,0.1541%
Geo Group Inc,GEO,0.1529%
Hannon Armstrong Sustainable Infrastructure Capital Inc,HASI,0.1518%
Ryman Hospitality Properties Inc,RHP,0.1503%
OUTFRONT Media Inc,OUT,0.15%
Acadia Realty Trust,AKR,0.1479%
Empire State Realty Trust Inc,ESRT,0.1451%
American Assets Trust Inc,AAT,0.1408%
Pebblebrook Hotel Trust,PEB,0.1407%
Office Properties Income Trust,OPI,0.1352%
Uniti Group Inc,UNIT,0.1343%
Essential Properties Realty Trust Inc,EPRT,0.1313%
LTC Properties Inc,LTC,0.1306%
Global Net Lease Inc,GNL,0.1304%
CoreCivic Inc,CXW,0.1304%
Innovative Industrial Properties Inc,IIPR,0.1258%
Retail Properties of America Inc,RPAI,0.1227%
Cushman & Wakefield PLC,CWK,0.1207%
Xenia Hotels & Resorts Inc,XHR,0.12%
Four Corners Property Trust Inc,FCPT,0.119%
Columbia Property Trust Inc,CXP,0.1172%
DiamondRock Hospitality Co,DRH,0.1126%
Redfin Corp,RDFN,0.1106%
Urban Edge Properties,UE,0.1106%
Industrial Logistics Properties Trust,ILPT,0.1088%
Monmouth Real Estate Investment Corp,MNR,0.1036%
Universal Health Realty Income Trust,UHT,0.1034%
Site Centers Corp,SITC,0.1026%
RLJ Lodging Trust,RLJ,0.1%
Retail Opportunity Investments Corp,ROIC,0.099%
Macerich Co,MAC,0.097%
Kite Realty Group Trust,KRG,0.0949%
Service Properties Trust,SVC,0.093%
American Finance Trust Inc,AFIN,0.0923%
Independence Realty Trust Inc,IRT,0.0868%
Colony Capital Inc,CLNY,0.0818%
Getty Realty Corp,GTY,0.079%
Safehold Inc,SAFE,0.079%
Diversified Healthcare Trust,DHC,0.0787%
Investors Real Estate Trust,IRET,0.0782%
Alexander & Baldwin Inc,ALEX,0.0756%
Marcus & Millichap Inc,MMI,0.0746%
Newmark Group Inc,NMRK,0.0726%
St. Joe Co,JOE,0.072%
Alexander's Inc,ALX,0.0719%
Tanger Factory Outlet Centers Inc,SKT,0.0692%
Community Healthcare Trust Inc,CHCT,0.0639%
Front Yard Residential Corp,RESI,0.0634%
NexPoint Residential Trust Inc,NXRT,0.0628%
Armada Hoffler Properties Inc,AHH,0.0605%
Franklin Street Properties Corp,FSP,0.0579%
RPT Realty,RPT,0.057%
iStar Inc,STAR,0.0552%
City Office REIT Inc,CIO,0.049%
Saul Centers Inc,BFS,0.0481%
Summit Hotel Properties Inc,INN,0.0477%
Global Medical REIT Inc,GMRE,0.0463%
RMR Group Inc,RMR,0.0445%
Realogy Holdings Corp,RLGY,0.043%
UMH Properties Inc,UMH,0.042%
Urstadt Biddle Properties Inc,UBA,0.0413%
Re/Max Holdings Inc,RMAX,0.0406%
Preferred Apartment Communities Inc,APTS,0.0395%
Gladstone Commercial Corp,GOOD,0.0372%
CatchMark Timber Trust Inc,CTT,0.0355%
Tejon Ranch Co,TRC,0.0347%
FRP Holdings Inc,FRPH,0.0329%
CorEnergy Infrastructure Trust Inc,CORR,0.0328%
Seritage Growth Properties,SRG,0.0315%
Whitestone REIT,WSR,0.0273%
Chatham Lodging Trust,CLDT,0.0271%
Jernigan Capital Inc,JCAP,0.0261%
Washington Prime Group Inc,WPG,0.0255%
Five Point Holdings LLC,FPH,0.0249%
Forestar Group Inc,FOR,0.0234%
Retail Value Inc,RVI,0.0224%
One Liberty Properties Inc,OLP,0.0216%
New Senior Investment Group Inc,SNR,0.0212%
eXp World Holdings Inc,EXPI,0.0206%
CorePoint Lodging Inc,CPLG,0.0163%
Cash Component,CASH,0.0135%
Hersha Hospitality Trust,HT,0.0124%
Ashford Hospitality Trust Inc,AHT,0.0106%
Pennsylvania Real Estate Investment Trust,PEI,0.0103%
Cedar Realty Trust Inc,CDR,0.009%
Braemar Hotels & Resorts Inc,BHR,0.0065%
Altisource Portfolio Solutions SA,ASPS,0.0059%
