Holding,Symbol,Weighting
Microsoft Corp,MSFT,20.25%
Apple Inc,AAPL,19.43%
Visa Inc,V,5.31%
Mastercard Inc,MA,4.48%
Intel Corp,INTC,4.16%
Cisco Systems Inc,CSCO,2.92%
Adobe Inc,ADBE,2.68%
NVIDIA Corp,NVDA,2.67%
Salesforce.Com Inc,CRM,2.50%
PayPal Holdings Inc,PYPL,2.09%
Accenture PLC,ACN,2.00%
International Business Machines Corp,IBM,1.97%
Broadcom Inc,AVGO,1.79%
Texas Instruments Inc,TXN,1.79%
Oracle Corp,ORCL,1.76%
Qualcomm Inc,QCOM,1.48%
Fidelity National Information Services Inc,FIS,1.41%
Automatic Data Processing Inc,ADP,1.15%
Intuit Inc,INTU,1.15%
Fiserv Inc,FISV,1.01%
ServiceNow Inc,NOW,0.96%
Micron Technology Inc,MU,0.94%
Advanced Micro Devices Inc,AMD,0.93%
Global Payments Inc,GPN,0.91%
Applied Materials Inc,AMAT,0.88%
Lam Research Corp,LRCX,0.68%
Analog Devices Inc,ADI,0.67%
Autodesk Inc,ADSK,0.66%
Cognizant Technology Solutions Corp,CTSH,0.57%
HP Inc,HPQ,0.50%
Motorola Solutions Inc,MSI,0.47%
TE Connectivity Ltd,TEL,0.46%
Amphenol Corp,APH,0.45%
Paychex Inc,PAYX,0.42%
Fleetcor Technologies Inc,FLT,0.40%
KLA Corp,KLAC,0.38%
Microchip Technology Inc,MCHP,0.37%
ANSYS Inc,ANSS,0.36%
Synopsys Inc,SNPS,0.33%
Xilinx Inc,XLNX,0.33%
Corning Inc,GLW,0.32%
Verisign Inc,VRSN,0.32%
Cadence Design Systems Inc,CDNS,0.31%
Western Digital Corp,WDC,0.30%
Skyworks Solutions Inc,SWKS,0.29%
CDW Corp,CDW,0.29%
Hewlett Packard Enterprise Co,HPE,0.27%
Keysight Technologies Inc,KEYS,0.27%
Maxim Integrated Products Inc,MXIM,0.25%
Fortinet Inc,FTNT,0.24%
Akamai Technologies Inc,AKAM,0.24%
Leidos Holdings Inc,LDOS,0.23%
Paycom Software Inc,PAYC,0.22%
Citrix Systems Inc,CTXS,0.21%
Gartner Inc,IT,0.21%
Broadridge Financial Solutions Inc,BR,0.20%
Jack Henry & Associates Inc,JKHY,0.20%
Zebra Technologies Corp,ZBRA,0.19%
Seagate Technology PLC,STX,0.19%
Arista Networks Inc,ANET,0.18%
NetApp Inc,NTAP,0.18%
NortonLifeLock Inc,NLOK,0.17%
Qorvo Inc,QRVO,0.17%
Western Union Co,WU,0.16%
F5 Networks Inc,FFIV,0.12%
Juniper Networks Inc,JNPR,0.12%
FLIR Systems Inc,FLIR,0.12%
DXC Technology Co,DXC,0.11%
Xerox Holdings Corp,XRX,0.10%
IPG Photonics Corp,IPGP,0.07%
Alliance Data Systems Corp,ADS,0.06%
Cash Component,CASH,0.02%
