VGT: Vanguard Information Technology ETF
Inception Date: 2004-01-30
Fund Holdings as of: 2020-01-31
Total Assets Under Management (in thousands):	27008054
Shares Outstanding: 106260000
Expense Ratio: 0.1%
Tracks This Index: MSCI US Investable Market Information Technology 25/50 Index
ETFdb.com Category: Technology Equities
Issuer: Vanguard
Structure: ETF
ETF Home Page: https://etfdb.com/etf/VGT


Holding,Symbol,Weighting
A10 Networks Inc,ATEN,0.0049%
PagerDuty Inc,PD,0.0048%
NVE Corp,NVEC,0.0046%
CalAmp Corp,CAMP,0.0044%
Arlo Technologies Inc,ARLO,0.0043%
Endurance International Group Holdings Inc,EIGI,0.0042%
MobileIron Inc,MOBL,0.0042%
NeoPhotonics Corp,NPTN,0.0036%
Domo Inc,DOMO,0.0034%
Paysign Inc,PAYS,0.0033%
Intelligent Systems Corp,INS,0.0033%
International Money Express Inc,IMXI,0.0033%
Alpha and Omega Semiconductor Ltd,AOSL,0.0033%
Daktronics Inc,DAKT,0.0031%
Shotspotter Inc,SSTI,0.003%
Applied Optoelectronics Inc,AAOI,0.0028%
Ribbon Communications Inc,RBBN,0.0021%
Casa Systems Inc,CASA,0.0016%
Exela Technologies Inc,XELA,0.0002%
