PICK: iShares MSCI Global Select Metals & Mining Producers ETF
Inception Date: 2012-01-31
Fund Holdings as of: 2020-02-07
Total Assets Under Management (in thousands):	228353
Shares Outstanding: 8250000
Expense Ratio: 0.39%
Tracks This Index: MSCI ACWI Select Metals & Mining Producers Ex Gold & Silver Investable Market Index
ETFdb.com Category: Materials
Issuer: iShares
Structure: ETF
ETF Home Page: https://etfdb.com/etf/PICK


Holding,Symbol,Weighting
Largo Resources Ltd,LGO,0.0318%
GEM Co Ltd,002340,0.0311%
Ryerson Holding Corp,RYI,0.0296%
HBIS Co Ltd,000709,0.0294%
Lithium Americas Corp,LAC,0.0287%
Jinchuan Group International Resources Co Ltd,2362,0.0287%
Tongling Nonferrous Metals Group Co Ltd,000630,0.0286%
APL Apollo Tubes Ltd,APLAPOLLO,0.0285%
Shanxi Taigang Stainless Steel Co Ltd,000825,0.028%
Jindal SAW Ltd,JSAW,0.0267%
Jinduicheng Molybdenum Co Ltd,601958,0.0267%
Pangang Group Vanadium Titanium & Resources Co Ltd,000629,0.0255%
Yintai Gold Co Ltd,000975,0.0244%
Sansteel Minguang Co Ltd Fujian,002110,0.0243%
Moil Ltd,MOIL,0.024%
Timah Tbk PT,TINS,0.0226%
Xiamen Tungsten Co Ltd,600549,0.0222%
Shenghe Resources Holding Co Ltd,600392,0.0219%
Xinxing Ductile Iron Pipes Co Ltd,000778,0.0214%
Hunan Valin Steel Co Ltd,000932,0.0207%
Angang Steel Co Ltd,000898,0.02%
Yunnan Tin Co Ltd,000960,0.0197%
Ezz Steel Co SAE,ESRS,0.0194%
SeAH Besteel Corp,001430,0.0194%
Nanjing Iron & Steel Co Ltd,600282,0.0188%
Xinyu Iron & Steel Co Ltd,600782,0.0177%
Maanshan Iron & Steel Co Ltd,600808,0.0164%
Shenzhen Zhongjin Lingnan Nonfemet Co Ltd,000060,0.0153%
Jiangxi Copper Co Ltd,600362,0.0144%
Kiswire Co Ltd,002240,0.0123%
Krakatau Steel (Persero) Tbk PT,KRAS,0.0088%
Seah Steel Holdings Corp,003030,0.0%
