FDN: First Trust Dow Jones Internet Index
Inception Date: 2006-06-23
Fund Holdings as of: 2020-02-07
Total Assets Under Management (in thousands):	8369041
Shares Outstanding: 55950000
Expense Ratio: 0.52%
Tracks This Index: Dow Jones Internet Index
ETFdb.com Category: Large Cap Growth Equities
Issuer: First Trust
Structure: ETF
ETF Home Page: https://etfdb.com/etf/FDN


Holding,Symbol,Weighting
Amazon.com Inc,AMZN,9.3133%
Facebook Inc,FB,7.0236%
Cisco Systems Inc,CSCO,5.2786%
Netflix Inc,NFLX,5.1589%
Salesforce.Com Inc,CRM,5.1178%
PayPal Holdings Inc,PYPL,4.6222%
Alphabet Inc,GOOGL,4.509%
Alphabet Inc,GOOG,4.4896%
Twitter Inc,TWTR,3.0855%
eBay Inc,EBAY,2.7763%
Verisign Inc,VRSN,2.539%
Veeva Systems Inc,VEEV,2.4551%
Okta Inc,OKTA,2.3117%
Akamai Technologies Inc,AKAM,2.303%
Snap Inc,SNAP,2.2235%
Citrix Systems Inc,CTXS,2.2114%
Arista Networks Inc,ANET,2.1661%
Expedia Group Inc,EXPE,2.1005%
GoDaddy Inc,GDDY,1.9703%
DocuSign Inc,DOCU,1.9358%
TD Ameritrade Holding Corp,AMTD,1.9245%
E*TRADE Financial Corp,ETFC,1.7195%
HubSpot Inc,HUBS,1.7133%
Ciena Corp,CIEN,1.6476%
Juniper Networks Inc,JNPR,1.5862%
Etsy Inc,ETSY,1.573%
GrubHub Inc,GRUB,1.4494%
Smartsheet Inc,SMAR,1.3235%
j2 Global Inc,JCOM,1.2958%
LogMeIn Inc,LOGM,1.2677%
Dropbox Inc,DBX,1.2168%
Pinterest Inc,PINS,1.1193%
Cornerstone OnDemand Inc,CSOD,1.0876%
Vonage Holdings Corp,VG,1.0675%
New Relic Inc,NEWR,1.0339%
8x8 Inc,EGHT,0.9751%
CommScope Holding Company Inc,COMM,0.9239%
Pluralsight Inc,PS,0.9163%
Box Inc,BOX,0.8943%
2U Inc,TWOU,0.888%
Groupon Inc,GRPN,0.8081%
Cash Component,CASH,-0.0227%
