HAUZ: Xtrackers International Real Estate ETF
Inception Date: 2013-10-01
Fund Holdings as of: 2020-02-07
Total Assets Under Management (in thousands):	203871
Shares Outstanding: 6900000
Expense Ratio: 0.1%
Tracks This Index: iSTOXX Developed and Emerging Markets ex USA PK VN Real Estate Index
ETFdb.com Category: Global Real Estate
Issuer: DWS
Structure: 
ETF Home Page: https://etfdb.com/etf/HAUZ


Holding,Symbol,Weighting
Befimmo SA,BEFB,0.1129%
Zhenro Properties Group Ltd,6158,0.1113%
China Overseas Grand Oceans Group Ltd,81,0.1111%
Northview Apartment REIT,NVU.UN,0.1107%
Altus Group Ltd,AIF,0.1097%
Reit 1 Ltd,RIT1,0.1096%
Charter Hall Retail REIT,CQR,0.1096%
Fortress Reit Ltd,FFA,0.1092%
Hankyu Hanshin REIT Inc,8977,0.1088%
Dream Industrial Real Estate Investment Trust,DIR.UN,0.1076%
Macquarie Mexico Real Estate Management SA de CV,FIBRAMQ12,0.1063%
CFECapital S de RL de CV,FCFE18,0.1034%
Catena AB,CATE,0.1033%
Atrium Ljungberg AB,ATRLJ.B,0.1032%
Iguatemi Empresa de Shopping Centers SA,IGTA3,0.1031%
National Storage Reit,NSR,0.103%
Boardwalk Real Estate Investment Trust,BEI.UN,0.1016%
Patrizia AG,PAT,0.1003%
Crombie Real Estate Investment Trust,CRR.UN,0.0993%
Gazit Globe Ltd,GZT,0.0979%
Megaworld Corp,MEG,0.0976%
Corporacion Inmobiliaria Vesta SAB de CV,VESTA*,0.0959%
S Immo AG,SPI,0.0924%
Instone Real Estate Group AG,INS,0.0921%
Hibernia REIT PLC,HBRN,0.0918%
Shenzhen Investment Ltd,604,0.0914%
Global One Real Estate Investment Corp,8958,0.089%
Heiwa Real Estate REIT Inc,8966,0.0887%
Summit Industrial Income REIT,SMU.UN,0.0886%
Vukile Property Fund Ltd,VKE,0.0884%
Shanghai Lujiazui Finance & Trade Zone Development Co Ltd,900932,0.087%
Daibiru Corp,8806,0.0868%
Xior Student Housing NV,XIOR,0.0862%
Retail Estates NV,RET,0.0859%
Dream Office Real Estate Investment Trust,D.UN,0.0859%
Lamda Development SA,LAMDA,0.0856%
Shurgard Self Storage SA,SHUR,0.0854%
Viva Energy Reit Ltd,VVR,0.0852%
NorthWest Healthcare Properties REIT,NWH.UN,0.0846%
Pollux Properti Indonesia Tbk PT,POLL,0.0842%
WHA Corporation PCL,WHA-R,0.0835%
VGP NV,VGP,0.0825%
ADO Properties SA,ADJ,0.0818%
Ruentex Development Co Ltd,9945,0.0817%
Ascendas India Trust,CY6U,0.0816%
Citycon Oyj,CTY1S,0.0809%
Lippo Karawaci Tbk PT,LPKR,0.0803%
Abacus Property Group,ABP,0.0798%
Growthpoint Properties Australia Ltd,GOZ,0.0796%
Oue Commercial Real Estate Investment Trust,TS0U,0.0795%
Ingenia Communities Group,INA,0.0793%
Cathay No.1 Real Estate Investment Trust,01002T,0.0789%
Bumi Serpong Damai Tbk PT,BSDE,0.0785%
China Overseas Property Holdings Ltd,2669,0.0783%
Property for Industry Ltd,PFI,0.0778%
Hamborner REIT AG,HAB,0.0777%
Powerlong Real Estate Holdings Ltd,1238,0.0772%
Dios Fastigheter AB,DIOS,0.0771%
Empiric Student Property PLC,ESP,0.0759%
WPT Industrial Real Estate Investment Trust,WIR.U,0.0755%
WHA Premium Growth Freehold and Leasehold Real Estate Investment Trust,WHART-F,0.0754%
Altarea SCA,ALTA,0.0752%
Mirai Corp,3476,0.0745%
Mercialys SA,MERY,0.0744%
CapitaLand Retail China Trust,AU8U,0.0743%
Frasers Commercial Trust,ND8U,0.0734%
Argosy Property Ltd,ARG,0.0733%
CDL Hospitality Trusts,J85,0.0733%
Prologis Property Mexico SA de CV,FIBRAPL14,0.0732%
Oberoi Realty Ltd,OBER,0.073%
ESR FUNDS MANAGEMENT (S) LIMITED,J91U,0.0726%
Aventus Group,AVN,0.0719%
CT Real Estate Investment Trust,CRT.UN,0.0714%
Big Shopping Centers Ltd,BIG,0.0713%
UK Commercial Property REIT Ltd,UKCM,0.0703%
Sunway Bhd,SUNWAY,0.07%
Platzer Fastigheter Holding AB (publ),PLAZ.B,0.0695%
Supalai PCL,SPALI-R,0.0692%
Parkway Life Real Estate Investment Trust,C2PU,0.0692%
Wing Tai Holdings Ltd,W05,0.0681%
Poly Property Group Co Ltd,119,0.0679%
MBK PCL,MBK-R,0.0663%
Hyprop Investments Ltd,HYP,0.0661%
Starhill Global Real Estate Investment Trust,P40U,0.0659%
Cromwell European Real Estate Investment Trust,CNNU,0.0654%
Huaku Development Co Ltd,2548,0.065%
Vital Healthcare Property Trust,VHP,0.0642%
Ciputra Development Tbk PT,CTRA,0.0635%
Morguard Corp,MRC,0.063%
Care Property Invest NV,CPINV,0.063%
Intervest Offices & Warehouses NV,INTO,0.0624%
SPH REIT,SK6U,0.0622%
Quality Houses PCL,QH-R,0.0617%
Prestige Estates Projects Ltd,PEPL,0.0617%
Leopalace21 Corp,8848,0.0611%
Klovern AB,KLOV.PREF,0.0609%
Arena Reit No 1,ARF,0.0609%
Bayside Land Corporation Ltd,BYSD,0.0604%
Afi Properties Ltd,AFPR,0.0603%
IGB Real Estate Investment Trust,IGBREIT,0.0598%
Neinor Homes SA,HOME,0.0572%
DREAM Unlimited Corp,DRM,0.0569%
Sella Capital Real Estate Ltd,SLARL,0.0563%
Sunway Real Estate Investment Trust,SUNREIT,0.0561%
Emlak Konut Gayrimenkul Yatirim Ortakligi AS,EKGYO,0.0555%
Sunlight Real Estate Investment Trust,435,0.0552%
Centuria Industrial Reit,CIP,0.0552%
Shin Kong No.1 REIT,01003T,0.055%
Minto Apartment Real Estate Investment Trust,MI.UN,0.0549%
Summarecon Agung Tbk PT,SMRA,0.0545%
Summit Real Estate Holdings Ltd,SMT,0.0542%
Robinsons Land Corp,RLC,0.0538%
Olav Thon Eiendomsselskap ASA,OLT,0.0537%
Equites Property Fund Ltd,EQU,0.0534%
Sunteck Realty Ltd,SUNTECK,0.053%
C C Land Holdings Ltd,1224,0.0526%
Gemdale Properties and Investment Corporation Ltd,535,0.052%
Charter Hall Social Infrastructure REIT,CQE,0.0514%
Bangkok Land PCL,BLAND-R,0.0504%
Chong Hong Construction Co Ltd,5534,0.0503%
AP Thailand PCL,AP-R,0.0499%
GDI Property Group Ltd,GDI,0.0495%
AIMS APAC REIT,O5RU,0.0493%
Sansiri PCL,SIRI-R,0.0493%
FastPartner AB,FPAR.A,0.0491%
Atrium European Real Estate Ltd,ATRS,0.0487%
Amata Corporation PCL,AMATA-R,0.0485%
Wereldhave NV,WHA,0.0482%
Cache Logistics Trust,K2LU,0.0479%
S P Setia Bhd,SPSETIA,0.0472%
K. Wah International Holdings Ltd,173,0.0472%
Lar Espana Real Estate SOCIMI SA,LRE,0.0466%
Yanlord Land Group Ltd,Z25,0.0465%
Vista Land and Lifescapes Inc,VLL,0.0462%
Adler Real Estate AG,ADL,0.0458%
Aedas Homes SA,AEDAS,0.0452%
Bukit Sembawang Estates Ltd,B61,0.0449%
Attacq Ltd,ATT,0.0442%
Fubon No.2 Real Estate Investment Trust,01004T,0.0433%
Plaza SA,MALLPLAZA,0.0432%
Prince Housing & Development Corp,2511,0.0428%
Sime Darby Property Bhd,SIMEPROP,0.0422%
Fortress Reit Ltd,FFB,0.0417%
Globe Trade Centre SA,GTC,0.0413%
ALE Property Group,LEP,0.0406%
IMPACT Growth Real Estate Investment Trust,IMPACT-F,0.0406%
Frasers Property Ltd,TQ5,0.0403%
Corem Property Group AB,CORE.B,0.0401%
Arad Investment & Industrial Development Ltd,ARAD,0.04%
Farglory Land Development Co Ltd,5522,0.0396%
Joy City Property Ltd,207,0.0393%
KLCCP Stapled Group,KLCC,0.0385%
Far East Hospitality Trust,Q5T,0.0384%
Morguard North American Residential Real Estate Investment Trust,MRG.UN,0.038%
Keppel Pacific Oak US REIT,CMOU,0.0373%
American Hotel Income Properties REIT LP,HOT.UN,0.0368%
Cathay No.2 Real Estate Investment Trust,01007T,0.0364%
LIFULL Co Ltd,2120,0.0361%
IOI Properties Group Bhd,IOIPG,0.0358%
Prosperity Real Estate Investment Trust,808,0.0357%
SA Corporate Real Estate Fund Managers (Pty) Ltd,SAC,0.0355%
Axis Real Estate Investment Trust,AXREIT,0.0354%
GuocoLand Ltd,F17,0.0352%
Sagax AB,SAGA.D,0.0351%
Eagle Hospitality Trust,LIW,0.035%
Pruksa Holding PCL,PSH-R,0.0348%
Talaat Mostafa Group Holding Co SAE,TMGH,0.0342%
First Real Estate Investment Trust,AW9U,0.0339%
Immobiliare Grande Distribuzione SIIQ SpA,IGD,0.0338%
Frasers Hospitality Trust,ACV,0.0337%
Ho Bee Land Ltd,H13,0.0334%
Far East Consortium International Ltd,35,0.0331%
Blue Square Real Estate Ltd,BLSR,0.033%
Soilbuild Business Space REIT,SV3U,0.0324%
Isras Investment Company Ltd,ISRS,0.0321%
Midea Real Estate Holding Ltd,3990,0.0319%
Ascencio SCA,ASC,0.0317%
HEBA Fastighets AB,HEBA.B,0.0313%
Takara Leben Co Ltd,8897,0.031%
Develia SA,DVL,0.0307%
Kindom Development Co Ltd,2520,0.0291%
Frasers Property Thailand Industrial Freehold & Leasehold REIT,FTREIT-F,0.0289%
Cathay Real Estate Development Co Ltd,2501,0.0278%
Norstar Holdings Inc,NSTR,0.0277%
United Industrial Corporation Ltd,U06,0.0275%
Wang On Properties Ltd,1243,0.0273%
Brigade Enterprises Ltd,BRGD,0.0273%
Kowloon Development Co Ltd,34,0.0272%
Huang Hsiang Construction Corp,2545,0.0266%
Ynh Property Bhd,YNHPROP,0.0264%
Alrov Properties & Lodgings Ltd,ALRPR,0.0262%
Yeni Gimat Gayrimenkul Yatirim Ortakligi AS,YGGYO,0.026%
Selvaag Bolig ASA,SBO,0.026%
Hung Sheng Construction Ltd,2534,0.0259%
Sobha Ltd,SOBHA,0.0254%
Lippo Malls Indonesia Retail Trust,D5IU,0.0253%
Sinyi Realty Inc,9940,0.025%
Ashtrom Properties Ltd,ASPR,0.0245%
Indiabulls Real Estate Ltd,IBREL,0.024%
China Shandong Hi-Speed Financial Group Ltd,412,0.0239%
Societe Fonciere Lyonnaise SA,FLY,0.0238%
Property and Building Corp Ltd,PTBL,0.0229%
CPN Retail Growth Leasehold REIT,CPNREIT,0.0228%
Singha Estate PCL,S-R,0.0227%
Echo Investment SA,ECH,0.0226%
Suncity Group Holdings Ltd,1383,0.0226%
Principal Capital PCL,PRINC-R,0.0224%
Matrix Concepts Holdings Bhd,MATRIX,0.0219%
Chinese Estates Holdings Ltd,127,0.0215%
Platinum Group PCL,PLAT-R,0.0213%
Fubon No.1 Real Estate Investment Trust Fund,01001T,0.021%
Siam Future Development PCL,SF-R,0.0205%
LPN Development PCL,LPN-R,0.0205%
Tai Cheung Holdings Ltd,88,0.0203%
Origin Property PCL,ORI-R,0.0196%
Property Perfect PCL,PF-R,0.0194%
Shinhan Alpha REIT Co Ltd,293940,0.0194%
Israel Canada TR Ltd,ISCN,0.0181%
Kuo Yang Construction Co Ltd,2505,0.0174%
Puradelta Lestari Tbk PT,DMAS,0.0174%
Filinvest Land Inc,FLI,0.0173%
Norwegian Property ASA,NPRO,0.0171%
DoubleDragon Properties Corp,DD,0.0168%
Korea Real Estate Investment & Trust Co Ltd,034830,0.0161%
Villar International Ltd,VILR,0.0161%
HKR International Ltd,480,0.0159%
8990 Holdings Inc,HOUSE,0.0157%
Shining Building Business Co Ltd,5531,0.0153%
Filinvest Development Corp,FDC,0.0152%
YTL Hospitality REIT,YTLREIT,0.0149%
CapitaLand Malaysia Mall Trust,CMMT,0.0144%
ALAM SUTERA REALTY Tbk PT,ASRI,0.0142%
China Motor Bus Company Ltd,26,0.0142%
Is Gayrimenkul Yatirim Ortakligi AS,ISGYO,0.0142%
Grand Canal Land PCL,GLAND-R,0.0137%
U City PCL,U-R,0.0132%
Cairo for Investment and Real Estate Development SAE,CIRA,0.0132%
Shanghai Jinqiao Export Processing Zone Development Co Ltd,900911,0.0131%
Emperor International Holdings Ltd,163,0.0129%
Langham Hospitality Investments Ltd,1270,0.0127%
Madinet Nasr for Housing and Development SAE,MNHD,0.0126%
Frasers Property (Thailand) PCL,FPT-R,0.0124%
Lai Sun Development Co Ltd,488,0.0121%
Hong Kong Ferry Holdings Co Ltd,50,0.0121%
MLP Group SA,MLG,0.0121%
Radium Life Tech Co Ltd,2547,0.012%
Jaya Real Property Tbk PT,JRPT,0.0118%
US Masters Residential Property Fund,URF,0.0117%
SC Asset Corporation PCL,SC-R,0.0116%
Pavilion Real Estate Investment Trust,PAVREIT,0.0113%
YT Realty Group Ltd,75,0.0113%
Akis Gayrimenkul Yatirim Ortakligi AS,AKSGY,0.0112%
Colour Life Services Group Co Ltd,1778,0.0111%
SK D&D Co Ltd,210980,0.011%
Regal Real Estate Investment Trust,1881,0.0104%
Ananda Development PCL,ANAN-R,0.0103%
Noble Development PCL,NOBLE-R,0.0103%
CSI Properties Ltd,497,0.0101%
Taiwan Land Development Corp,2841,0.01%
Korea Asset In Trust Co Ltd,123890,0.0096%
Uoa Development Bhd,UOADEV,0.0096%
Sixth of October Development and Investment Co SAE,OCDI,0.0096%
Landing International Development Ltd,582,0.0091%
Torunlar Gayrimenkul Yatirim Ortakligi AS,TRGYO,0.0089%
PP Properti Tbk PT,PPRO,0.0087%
Fullshare Holdings Ltd,607,0.0086%
Dom Development SA,DOM,0.0084%
Belle Corp,BEL,0.0082%
Palm Hills Developments Company SAE,PHDC,0.0081%
Shanghai Lingang Holdings Co Ltd,900928,0.0081%
Heliopolis Co for Housing and Development SAE,HELI,0.008%
S E A Holdings Ltd,251,0.0079%
Shanghai Shibei Hi-Tech Co Ltd,900902,0.0076%
Unitech Ltd,UT,0.0074%
Univentures PCL,UV-R,0.0072%
Lippo Cikarang Tbk PT,LPCK,0.0069%
Mah Sing Group Bhd,MAHSING,0.0067%
Eastern & Oriental Bhd,E&O,0.0064%
Kee Tai Properties Co Ltd,2538,0.0064%
Chuang's Consortium International Ltd,367,0.0063%
Safety Godown Co Ltd,237,0.0063%
UEM Sunrise Bhd,UEMS,0.0062%
Ayana Land International Tbk PT,NASA,0.0062%
Hung Poo Real Estate Development Co Ltd,2536,0.0061%
Omaxe Ltd,OAXE,0.0058%
Lai Sun Garment International Ltd,191,0.0056%
Atal SA,1AT,0.0055%
Eco World International Bhd,EWINT,0.0054%
Eco World Development Group Bhd,ECOWLD,0.0053%
China Oceanwide Holdings Ltd,715,0.0051%
Emaar Misr for Development SAE,EMFD,0.005%
Jaya Sukses Makmur Sentosa Tbk PT,RISE,0.005%
Paramount Corporation Bhd,PARAMON,0.0044%
TLG Immobilien AG,TLG,0.0044%
Lbs Bina Group Bhd,LBS,0.0038%
O-Bank No1 Real Estate Investment Trust,01009T,0.0035%
Arab Co for Asset Management and Development,ACAMD,0.0034%
Tropicana Corporation Bhd,TROP,0.003%
Asia Standard International Group Ltd,129,0.0027%
MKH Bhd,MKH,0.0027%
China Touyun Tech Group Ltd,1332,0.0024%
KSL Holdings Bhd,KSL,0.0023%
Land & General Bhd,L&G,0.0022%
Alarko Gayrimenkul Yatirim Ortakligi AS,ALGYO,0.001%
Housing Development and Infrastructure Ltd,HDIL,0.0006%
Cash Component,CASH,-0.0023%
