VNQ: Vanguard Real Estate Index Fund
Inception Date: 2004-09-23
Fund Holdings as of: 2020-02-07
Total Assets Under Management (in thousands):	38439697
Shares Outstanding: 402384000
Expense Ratio: 0.12%
Tracks This Index: MSCI US REIT Index
ETFdb.com Category: Real Estate
Issuer: Vanguard
Structure: ETF
ETF Home Page: https://etfdb.com/etf/VNQ


Holding,Symbol,Weighting
Summit Hotel Properties Inc,INN,0.0936%
RPT Realty,RPT,0.0886%
Getty Realty Corp,GTY,0.0855%
Armada Hoffler Properties Inc,AHH,0.0744%
iStar Inc,STAR,0.0718%
NexPoint Residential Trust Inc,NXRT,0.0716%
Investors Real Estate Trust,IRET,0.0708%
Community Healthcare Trust Inc,CHCT,0.0677%
Marcus & Millichap Inc,MMI,0.0658%
Franklin Street Properties Corp,FSP,0.0637%
St. Joe Co,JOE,0.0633%
Chatham Lodging Trust,CLDT,0.0611%
Alexander's Inc,ALX,0.0582%
City Office REIT Inc,CIO,0.0569%
Urstadt Biddle Properties Inc,UBA,0.0537%
Re/Max Holdings Inc,RMAX,0.0533%
Gladstone Commercial Corp,GOOD,0.0513%
Saul Centers Inc,BFS,0.051%
RMR Group Inc,RMR,0.0502%
New Senior Investment Group Inc,SNR,0.0491%
CorEnergy Infrastructure Trust Inc,CORR,0.048%
Global Medical REIT Inc,GMRE,0.0468%
UMH Properties Inc,UMH,0.0453%
Front Yard Residential Corp,RESI,0.0428%
Washington Prime Group Inc,WPG,0.0419%
Retail Value Inc,RVI,0.0411%
Preferred Apartment Communities Inc,APTS,0.0396%
CatchMark Timber Trust Inc,CTT,0.0395%
Hersha Hospitality Trust,HT,0.0393%
Safehold Inc,SAFE,0.0386%
Whitestone REIT,WSR,0.0371%
Jernigan Capital Inc,JCAP,0.0348%
Five Point Holdings LLC,FPH,0.0338%
One Liberty Properties Inc,OLP,0.0319%
CorePoint Lodging Inc,CPLG,0.0297%
Tejon Ranch Co,TRC,0.0276%
FRP Holdings Inc,FRPH,0.0258%
Forestar Group Inc,FOR,0.0253%
Pennsylvania Real Estate Investment Trust,PEI,0.021%
Ashford Hospitality Trust Inc,AHT,0.02%
eXp World Holdings Inc,EXPI,0.0194%
Cedar Realty Trust Inc,CDR,0.0192%
Braemar Hotels & Resorts Inc,BHR,0.0171%
Altisource Portfolio Solutions SA,ASPS,0.0096%
Cash Component,CASH,0.0048%
