FTEC: Fidelity MSCI Information Technology Index ETF
Inception Date: 2013-10-21
Fund Holdings as of: 2020-02-07
Total Assets Under Management (in thousands):	3621083
Shares Outstanding: 46200000
Expense Ratio: 0.084%
Tracks This Index: MSCI USA IMI Information Technology Index
ETFdb.com Category: Technology Equities
Issuer: Fidelity
Structure: ETF
ETF Home Page: https://etfdb.com/etf/FTEC


Holding,Symbol,Weighting
Apple Inc,AAPL,18.6905%
Microsoft Corp,MSFT,17.2378%
Visa Inc,V,4.521%
Mastercard Inc,MA,3.8128%
Intel Corp,INTC,3.7799%
Cisco Systems Inc,CSCO,2.6535%
Adobe Inc,ADBE,2.2884%
Salesforce.Com Inc,CRM,1.9997%
NVIDIA Corp,NVDA,1.8808%
International Business Machines Corp,IBM,1.7535%
Accenture PLC,ACN,1.7383%
PayPal Holdings Inc,PYPL,1.7168%
Oracle Corp,ORCL,1.6502%
Broadcom Inc,AVGO,1.6166%
Texas Instruments Inc,TXN,1.5499%
Qualcomm Inc,QCOM,1.3717%
Fidelity National Information Services Inc,FIS,1.1584%
Automatic Data Processing Inc,ADP,1.0007%
Intuit Inc,INTU,0.985%
Fiserv Inc,FISV,0.9079%
ServiceNow Inc,NOW,0.818%
Micron Technology Inc,MU,0.8113%
Global Payments Inc,GPN,0.7736%
Applied Materials Inc,AMAT,0.7353%
Advanced Micro Devices Inc,AMD,0.6623%
Lam Research Corp,LRCX,0.5874%
Autodesk Inc,ADSK,0.5863%
Cash Component,CASH,0.5781%
Analog Devices Inc,ADI,0.5357%
Cognizant Technology Solutions Corp,CTSH,0.4954%
HP Inc,HPQ,0.4169%
Workday Inc,WDAY,0.4068%
TE Connectivity Ltd,TEL,0.4043%
Amphenol Corp,APH,0.3956%
Motorola Solutions Inc,MSI,0.38%
Paychex Inc,PAYX,0.3659%
Square Inc,SQ,0.3481%
KLA Corp,KLAC,0.337%
Fleetcor Technologies Inc,FLT,0.3366%
Microchip Technology Inc,MCHP,0.3252%
Splunk Inc,SPLK,0.3152%
ANSYS Inc,ANSS,0.3052%
Palo Alto Networks Inc,PANW,0.3011%
Synopsys Inc,SNPS,0.2992%
Corning Inc,GLW,0.279%
Xilinx Inc,XLNX,0.2774%
Verisign Inc,VRSN,0.2773%
Cadence Design Systems Inc,CDNS,0.2646%
Western Digital Corp,WDC,0.2548%
Skyworks Solutions Inc,SWKS,0.25%
Hewlett Packard Enterprise Co,HPE,0.2486%
CDW Corp,CDW,0.2471%
Keysight Technologies Inc,KEYS,0.2291%
Maxim Integrated Products Inc,MXIM,0.2186%
Fortinet Inc,FTNT,0.2181%
Citrix Systems Inc,CTXS,0.2039%
Akamai Technologies Inc,AKAM,0.2036%
Marvell Technology Group Ltd,MRVL,0.1949%
Leidos Holdings Inc,LDOS,0.1938%
RingCentral Inc,RNG,0.1906%
Paycom Software Inc,PAYC,0.1872%
SS&C Technologies Holdings Inc,SSNC,0.1833%
Twilio Inc,TWLO,0.1809%
Okta Inc,OKTA,0.1796%
NetApp Inc,NTAP,0.1756%
Gartner Inc,IT,0.1752%
Broadridge Financial Solutions Inc,BR,0.1714%
Zebra Technologies Corp,ZBRA,0.1703%
Seagate Technology PLC,STX,0.1684%
Jack Henry & Associates Inc,JKHY,0.1645%
VMware Inc,VMW,0.1635%
Epam Systems Inc,EPAM,0.1605%
