VNQI: Vanguard Global ex-U.S. Real Estate Index Fund ETF
Inception Date: 2010-11-01
Fund Holdings as of: 2020-02-07
Total Assets Under Management (in thousands):	5737185
Shares Outstanding: 98611000
Expense Ratio: 0.12%
Tracks This Index: S&P Global ex-U.S. Property Index
ETFdb.com Category: Global Real Estate
Issuer: Vanguard
Structure: ETF
ETF Home Page: https://etfdb.com/etf/VNQI


Holding,Symbol,Weighting
CRE Logistics REIT Inc,3487,0.0229%
Uoa Development Bhd,UOADEV,0.0228%
Sobha Ltd,SOBHA,0.0228%
Samhallsbyggnadsbolaget I Norden AB,SBB.D,0.0226%
C&D International Investment Group Ltd,1908,0.0226%
Tosei Corp,8923,0.0226%
Madinet Nasr for Housing and Development SAE,MNHD,0.0225%
DoubleDragon Properties Corp,DD,0.0224%
True North Commercial REIT,TNT.UN,0.0222%
Derayah REIT Fund,4339,0.0221%
Xymax Reit Investment Corp,3488,0.0218%
Financial Street Holdings Co Ltd,000402,0.0217%
China Enterprise Co Ltd,600675,0.0216%
Japan Property Management Center Co Ltd,3276,0.0216%
Kuo Yang Construction Co Ltd,2505,0.0215%
Slate Retail REIT,SRT.UN,0.0214%
Eagle Hospitality Trust,LIW,0.0212%
Amata Corporation PCL,AMATA-F,0.0212%
Ananda Development PCL,ANAN-F,0.0212%
Shanghai Zhangjiang Hi-Tech Park Development Co Ltd,600895,0.0212%
Sun Frontier Fudousan Co Ltd,8934,0.0211%
Ynh Property Bhd,YNHPROP,0.0211%
APN Industria REIT,ADI,0.021%
Sansiri PCL,SIRI-F,0.0205%
Mah Sing Group Bhd,MAHSING,0.0205%
Shinhan Alpha REIT Co Ltd,293940,0.0204%
Escon Japan Reit Investment Corp,2971,0.0203%
Shanghai Industrial Urban Development Group Ltd,563,0.0203%
Marimo Regional Revitalization REIT Inc,3470,0.0203%
Sixth of October Development and Investment Co SAE,OCDI,0.0199%
CapitaLand Malaysia Mall Trust,CMMT,0.0198%
Kuwait Real Estate Company KPSC,KRE,0.0198%
Shinoken Group Co Ltd,8909,0.0196%
Sichuan Languang Development Co Ltd,600466,0.0195%
Property and Building Corp Ltd,PTBL,0.0193%
Fantasia Holdings Group Co Ltd,1777,0.0192%
Arrowhead Properties Ltd,AHB,0.019%
Ichigo Hotel REIT Investment Corp,3463,0.0187%
Langham Hospitality Investments Ltd,1270,0.018%
Radium Life Tech Co Ltd,2547,0.0179%
Beijing Capital Development Co Ltd,600376,0.0177%
Sunteck Realty Ltd,SUNTECK,0.0175%
SK D&D Co Ltd,210980,0.0175%
Grandjoy Holdings Group Co Ltd,000031,0.0169%
Shanghai Wanye Enterprises Co Ltd,600641,0.0169%
Chip Eng Seng Corporation Ltd,C29,0.0166%
Nesco Ltd,NESCO,0.0165%
Puradelta Lestari Tbk PT,DMAS,0.0164%
Taiwan Land Development Corp,2841,0.0159%
China Merchants Land Ltd,978,0.0158%
Oxley Holdings Ltd,5UX,0.0158%
Shanghai Shimao Co Ltd,600823,0.0154%
China Electronics Optics Valley Union Holding Co Ltd,798,0.0154%
Heliopolis Co for Housing and Development SAE,HELI,0.0154%
UEM Sunrise Bhd,UEMS,0.0154%
