FREL: Fidelity MSCI Real Estate Index ETF
Inception Date: 2015-02-02
Fund Holdings as of: 2020-02-07
Total Assets Under Management (in thousands):	1074705
Shares Outstanding: 37500000
Expense Ratio: 0.084%
Tracks This Index: MSCI USA IMI Real Estate Index
ETFdb.com Category: Real Estate
Issuer: Fidelity
Structure: ETF
ETF Home Page: https://etfdb.com/etf/FREL


Holding,Symbol,Weighting
RPT Realty,RPT,0.0888%
Getty Realty Corp,GTY,0.0849%
Armada Hoffler Properties Inc,AHH,0.0746%
NexPoint Residential Trust Inc,NXRT,0.0721%
iStar Inc,STAR,0.0719%
Alexander's Inc,ALX,0.0684%
Community Healthcare Trust Inc,CHCT,0.0674%
Marcus & Millichap Inc,MMI,0.0667%
Franklin Street Properties Corp,FSP,0.0647%
St. Joe Co,JOE,0.0642%
Chatham Lodging Trust,CLDT,0.062%
City Office REIT Inc,CIO,0.0573%
Re/Max Holdings Inc,RMAX,0.0547%
Urstadt Biddle Properties Inc,UBA,0.0542%
Gladstone Commercial Corp,GOOD,0.053%
RMR Group Inc,RMR,0.0512%
Saul Centers Inc,BFS,0.0505%
New Senior Investment Group Inc,SNR,0.0497%
CorEnergy Infrastructure Trust Inc,CORR,0.0485%
UMH Properties Inc,UMH,0.0468%
Global Medical REIT Inc,GMRE,0.0462%
Front Yard Residential Corp,RESI,0.0436%
Retail Value Inc,RVI,0.0425%
Washington Prime Group Inc,WPG,0.0419%
Preferred Apartment Communities Inc,APTS,0.0399%
CatchMark Timber Trust Inc,CTT,0.0398%
Hersha Hospitality Trust,HT,0.0395%
Safehold Inc,SAFE,0.0382%
Whitestone REIT,WSR,0.0375%
Jernigan Capital Inc,JCAP,0.0358%
Five Point Holdings LLC,FPH,0.0347%
One Liberty Properties Inc,OLP,0.0332%
CorePoint Lodging Inc,CPLG,0.0297%
FRP Holdings Inc,FRPH,0.0275%
Ashford Hospitality Trust Inc,AHT,0.0209%
Pennsylvania Real Estate Investment Trust,PEI,0.0208%
eXp World Holdings Inc,EXPI,0.0203%
Cedar Realty Trust Inc,CDR,0.0201%
Altisource Portfolio Solutions SA,ASPS,0.0109%
