XLF: Financial Select Sector SPDR Fund
Inception Date: 1998-12-16
Fund Holdings as of: 2020-02-07
Total Assets Under Management (in thousands):	25050193
Shares Outstanding: 809895000
Expense Ratio: 0.13%
Tracks This Index: Financial Select Sector Index
ETFdb.com Category: Financials Equities
Issuer: State Street SPDR
Structure: ETF
ETF Home Page: https://etfdb.com/etf/XLF


Holding,Symbol,Weighting
Berkshire Hathaway Inc,BRK.B,12.8061%
JPMorgan Chase & Co,JPM,12.3909%
Bank of America Corp,BAC,8.0678%
Wells Fargo & Co,WFC,5.3021%
Citigroup Inc,C,4.9458%
American Express Co,AXP,2.5486%
U.S. Bancorp,USB,2.2356%
CME Group Inc,CME,2.2057%
Goldman Sachs Group Inc,GS,2.1853%
Chubb Ltd,CB,2.1255%
Truist Financial Corp,TFC,2.095%
S&P Global Inc,SPGI,2.0826%
Morgan Stanley,MS,1.95%
PNC Financial Services Group Inc,PNC,1.9336%
BlackRock Inc,BLK,1.9046%
Marsh & McLennan Companies Inc,MMC,1.6976%
Charles Schwab Corp,SCHW,1.5571%
Aon PLC,AON,1.5476%
Intercontinental Exchange Inc,ICE,1.4854%
Progressive Corp,PGR,1.3998%
Capital One Financial Corp,COF,1.3626%
American International Group Inc,AIG,1.3378%
Moody's Corp,MCO,1.2454%
MetLife Inc,MET,1.1607%
Allstate Corp,ALL,1.1586%
Bank of New York Mellon Corp,BK,1.1427%
Aflac Inc,AFL,1.1192%
Prudential Financial Inc,PRU,1.0958%
Travelers Companies Inc,TRV,1.0114%
T. Rowe Price Group Inc,TROW,0.9296%
State Street Corp,STT,0.829%
Willis Towers Watson PLC,WLTW,0.7749%
MSCI Inc,MSCI,0.7318%
Discover Financial Services,DFS,0.6816%
M&T Bank Corp,MTB,0.6484%
Ameriprise Financial Inc,AMP,0.6348%
Hartford Financial Services Group Inc,HIG,0.6188%
Northern Trust Corp,NTRS,0.6155%
Fifth Third Bancorp,FITB,0.6026%
Synchrony Financial,SYF,0.5687%
Arthur J Gallagher & Co,AJG,0.5632%
First Republic Bank,FRC,0.5578%
KeyCorp,KEY,0.5564%
Cincinnati Financial Corp,CINF,0.4961%
Citizens Financial Group Inc,CFG,0.482%
Regions Financial Corp,RF,0.4538%
Huntington Bancshares Inc,HBAN,0.4152%
Principal Financial Group Inc,PFG,0.4134%
Loews Corp,L,0.3925%
Cboe Global Markets Inc,CBOE,0.3883%
SVB Financial Group,SIVB,0.3824%
Marketaxess Holdings Inc,MKTX,0.3785%
Nasdaq Inc,NDAQ,0.377%
Lincoln National Corp,LNC,0.3383%
Raymond James Financial Inc,RJF,0.3345%
Everest Re Group Ltd,RE,0.3289%
W. R. Berkley Corp,WRB,0.327%
Globe Life Inc,GL,0.3089%
E*TRADE Financial Corp,ETFC,0.2848%
Comerica Inc,CMA,0.2568%
Assurant Inc,AIZ,0.2381%
Zions Bancorporation NA,ZION,0.2272%
Franklin Resources Inc,BEN,0.2053%
People's United Financial Inc,PBCT,0.2041%
Invesco Ltd,IVZ,0.1956%
Unum Group,UNM,0.1753%
Cash Component,CASH,-0.0177%
