FNCL: Fidelity MSCI Financials Index ETF
Inception Date: 2013-10-21
Fund Holdings as of: 2020-02-07
Total Assets Under Management (in thousands):	1097087
Shares Outstanding: 24550000
Expense Ratio: 0.084%
Tracks This Index: MSCI USA IMI Financials Index
ETFdb.com Category: Financials Equities
Issuer: Fidelity
Structure: ETF
ETF Home Page: https://etfdb.com/etf/FNCL


Holding,Symbol,Weighting
Byline Bancorp Inc,BY,0.0079%
Heritage Insurance Holdings Inc,HRTG,0.0078%
Century Bancorp Inc,CNBKA,0.0076%
HarborOne Bancorp Inc,HONE,0.0074%
Global Indemnity Ltd,GBLI,0.007%
Donnelley Financial Solutions Inc,DFIN,0.007%
Greenlight Capital Re Ltd,GLRE,0.0064%
Hci Group Inc,HCI,0.0062%
EZCORP Inc,EZPW,0.006%
Luther Burbank Corp,LBC,0.0059%
Amalgamated Bank,AMAL,0.0058%
Independence Holding Co,IHC,0.0055%
United Insurance Holdings Corp,UIHC,0.0053%
Donegal Group Inc,DGICA,0.0052%
Westwood Holdings Group Inc,WHG,0.0052%
On Deck Capital Inc,ONDK,0.0049%
Merchants Bancorp,MBIN,0.0047%
Pzena Investment Management Inc,PZN,0.0041%
Crawford & Co,CRD.A,0.0041%
CURO Group Holdings Corp,CURO,0.0041%
Ocwen Financial Corp,OCN,0.004%
ProSight Global Inc,PROS,0.0038%
Republic First Bancorp Inc,FRBK,0.0034%
Sterling Bancorp Inc,SBT,0.0029%
GAMCO Investors Inc,GBL,0.0023%
