XLU: Utilities Select Sector SPDR Fund
Inception Date: 1998-12-16
Fund Holdings as of: 2020-02-07
Total Assets Under Management (in thousands):	11824245
Shares Outstanding: 172374000
Expense Ratio: 0.13%
Tracks This Index: Utilities Select Sector Index
ETFdb.com Category: Utilities Equities
Issuer: State Street SPDR
Structure: ETF
ETF Home Page: https://etfdb.com/etf/XLU


Holding,Symbol,Weighting
Nextera Energy Inc,NEE,13.9807%
Southern Co,SO,7.6099%
Duke Energy Corp,DUK,7.4466%
Dominion Energy Inc,D,7.4083%
American Electric Power Company Inc,AEP,5.3125%
Exelon Corp,EXC,4.971%
Sempra Energy,SRE,4.4065%
Xcel Energy Inc,XEL,3.8504%
WEC Energy Group Inc,WEC,3.362%
Consolidated Edison Inc,ED,3.2948%
Eversource Energy,ES,3.1348%
Public Service Enterprise Group Inc,PEG,3.119%
FirstEnergy Corp,FE,2.9575%
Edison International,EIX,2.95%
Entergy Corp,ETR,2.8082%
PPL Corp,PPL,2.783%
DTE Energy Co,DTE,2.7425%
American Water Works Company Inc,AWK,2.599%
Ameren Corp,AEE,2.1986%
CMS Energy Corp,CMS,2.0358%
Evergy Inc,EVRG,1.7254%
Alliant Energy Corp,LNT,1.4983%
Atmos Energy Corp,ATO,1.4982%
AES Corp,AES,1.4542%
CenterPoint Energy Inc,CNP,1.4342%
NiSource Inc,NI,1.1895%
Pinnacle West Capital Corp,PNW,1.1779%
NRG Energy Inc,NRG,1.0183%
Cash Component,CASH,0.033%
