EXI: iShares S&P Global Industrials ETF
Inception Date: 2006-09-21
Fund Holdings as of: 2020-02-07
Total Assets Under Management (in thousands):	257690
Shares Outstanding: 2600000
Expense Ratio: 0.46%
Tracks This Index: S&P Global Industrials Index
ETFdb.com Category: Industrials Equities
Issuer: iShares
Structure: ETF
ETF Home Page: https://etfdb.com/etf/EXI


Holding,Symbol,Weighting
Brenntag AG,BNR,0.1708%
AP Moeller - Maersk A/S,MAERSK.B,0.1695%
Obayashi Corp,1802,0.1695%
Toyota Tsusho Corp,8015,0.1693%
DCC PLC,DCC,0.1689%
Shimizu Corp,1803,0.1685%
Dai Nippon Printing Co Ltd,7912,0.1668%
Alaska Air Group Inc,ALK,0.1638%
Alfa Laval AB,ALFA,0.161%
Bureau Veritas SA,BVI,0.1598%
Nielsen Holdings PLC,NLSN,0.1581%
AB Skf,SKF.B,0.1575%
Epiroc AB,EPI.A,0.1573%
Yamato Holdings Co Ltd,9064,0.1541%
Randstad NV,RAND,0.1527%
Pentair PLC,PNR,0.1498%
AGC Inc,5201,0.1485%
Aurizon Holdings Ltd,AZJ,0.148%
TOTO Ltd,5332,0.1463%
Robert Half International Inc,RHI,0.1447%
Qantas Airways Ltd,QAN,0.1356%
Prysmian SpA,PRY,0.135%
Kajima Corp,1812,0.1312%
Toppan Printing Co Ltd,7911,0.1306%
Aeroports de Paris SA,ADP,0.1278%
Flowserve Corp,FLS,0.1271%
Wartsila Oyj Abp,WRT1V,0.1262%
A. O. Smith Corp,AOS,0.1179%
Quanta Services Inc,PWR,0.1134%
International Consolidated Airlines Group SA,IAG,0.1133%
Embraer SA,ERJ,0.1125%
Rollins Inc,ROL,0.1111%
Nippon Express Co Ltd,9062,0.111%
Easyjet PLC,EZJ,0.1105%
Travis Perkins PLC,TPK,0.1061%
Securitas AB,SECU.B,0.1032%
GEA Group AG,G1A,0.101%
Leonardo SpA,LDO,0.1001%
Metso Oyj,METSO,0.0996%
Weir Group PLC,WEIR,0.0981%
Epiroc AB,EPI.B,0.095%
SNC-Lavalin Group Inc,SNC,0.0893%
Schindler Holding AG,SCHN,0.0879%
IMI PLC,IMI,0.0872%
G4S PLC,GFS,0.0808%
Deutsche Lufthansa AG,LHA,0.0795%
AP Moeller - Maersk A/S,MAERSK.A,0.0689%
LATAM Airlines Group SA,LTM,0.0583%
Alfa SAB de CV,ALFAA,0.0497%
Bombardier Inc,BBD.B,0.0479%
