IEV: iShares Europe ETF
Inception Date: 2000-07-25
Fund Holdings as of: 2020-02-07
Total Assets Under Management (in thousands):	1774266
Shares Outstanding: 38050000
Expense Ratio: 0.59%
Tracks This Index: S&P Europe 350 Index
ETFdb.com Category: Europe Equities
Issuer: iShares
Structure: ETF
ETF Home Page: https://etfdb.com/etf/IEV


Holding,Symbol,Weighting
Epiroc AB,EPI.A,0.0826%
ABN Amro Bank NV,ABN,0.0818%
Carnival PLC,CCL,0.0812%
Accor SA,AC,0.0812%
AB Skf,SKF.B,0.0812%
Solvay SA,SOLB,0.0811%
Tele2 AB,TEL2.B,0.0809%
Orkla ASA,ORK,0.0807%
AP Moeller - Maersk A/S,MAERSK.B,0.0804%
Exor NV,EXO,0.0804%
Mediobanca Banca di Credito Finanziario SpA,MB,0.0801%
Admiral Group PLC,ADM,0.0798%
Randstad NV,RAND,0.0774%
Valeo SA,FR,0.077%
Yara International ASA,YAR,0.0769%
Covestro AG,1COV,0.0765%
Bureau Veritas SA,BVI,0.0758%
Suez SA,SEV,0.0744%
Johnson Matthey PLC,JMAT,0.0737%
Galp Energia SGPS SA,GALP,0.0735%
Arkema SA,AKE,0.0734%
OMV AG,OMV,0.0732%
British Land Company PLC,BLND,0.0731%
Klepierre SA,LI,0.0729%
International Consolidated Airlines Group SA,IAG,0.0728%
GVC Holdings PLC,GVC,0.0715%
Boliden AB,BOL,0.0714%
DS Smith PLC,SMDS,0.0698%
Prysmian SpA,PRY,0.0698%
Scor SE,SCR,0.0696%
Aeroports de Paris SA,ADP,0.0685%
ITV PLC,ITV,0.0679%
Commerzbank AG,CBK,0.0674%
Centrica PLC,CNA,0.0674%
Wartsila Oyj Abp,WRT1V,0.0668%
Electrolux AB,ELUX.B,0.0659%
Svenska Cellulosa SCA AB,SCA.B,0.0657%
Enagas SA,ENG,0.0655%
Volkswagen AG,VOW,0.0655%
Direct Line Insurance Group PLC,DLG,0.0654%
Aegon NV,AGN,0.0644%
Ubisoft Entertainment SA,UBI,0.0644%
Telecom Italia SpA,TIT,0.0635%
Pearson PLC,PSON,0.0635%
Kingfisher PLC,KGF,0.0634%
Hargreaves Lansdown PLC,HL.,0.061%
Clariant AG,CLN,0.061%
Kinnevik AB,KINV.B,0.0606%
Electricite de France SA,EDF,0.0595%
WM Morrison Supermarkets PLC,MRW,0.0593%
Schroders PLC,SDR,0.0588%
Pandora A/S,PNDORA,0.0575%
Banco de Sabadell SA,SAB,0.0568%
Schindler Holding AG,SCHN,0.0563%
SES SA,SESG,0.0562%
LANXESS AG,LXS,0.0559%
Travis Perkins PLC,TPK,0.0552%
Easyjet PLC,EZJ,0.055%
TUI AG,TUI,0.0536%
Leonardo SpA,LDO,0.0531%
GEA Group AG,G1A,0.0528%
Securitas AB,SECU.B,0.0526%
thyssenkrupp AG,TKA,0.0523%
Tenaris SA,TEN,0.0522%
Tate & Lyle PLC,TATE,0.0513%
Metso Oyj,METSO,0.0508%
Epiroc AB,EPI.B,0.0501%
Weir Group PLC,WEIR,0.0501%
Marks and Spencer Group PLC,MKS,0.05%
Proximus NV,PROX,0.0491%
J Sainsbury PLC,SBRY,0.0477%
Bank of Ireland Group PLC,BIRG,0.047%
Norsk Hydro ASA,NHY,0.0449%
Industrivarden AB,INDU.C,0.0446%
AP Moeller - Maersk A/S,MAERSK.A,0.0444%
United Internet AG,UTDI,0.044%
IMI PLC,IMI,0.0435%
G4S PLC,GFS,0.0425%
Industrivarden AB,INDU.A,0.042%
Deutsche Lufthansa AG,LHA,0.041%
Micro Focus International PLC,MCRO,0.04%
Telecom Italia SpA,TITR,0.0346%
Bayerische Motoren Werke AG,BMW3,0.0332%
Swatch Group AG,UHRN,0.0329%
