USRT: iShares Core U.S. REIT ETF
Inception Date: 2007-05-04
Fund Holdings as of: 2020-02-07
Total Assets Under Management (in thousands):	1753414
Shares Outstanding: 31250000
Expense Ratio: 0.08%
Tracks This Index: FTSE NAREIT Equity REITs Index
ETFdb.com Category: Real Estate
Issuer: iShares
Structure: ETF
ETF Home Page: https://etfdb.com/etf/USRT


Holding,Symbol,Weighting
Safehold Inc,SAFE,0.0521%
Preferred Apartment Communities Inc,APTS,0.0516%
Whitestone REIT,WSR,0.0505%
Retail Value Inc,RVI,0.0493%
Hersha Hospitality Trust,HT,0.0478%
Global Medical REIT Inc,GMRE,0.0466%
One Liberty Properties Inc,OLP,0.0427%
CorePoint Lodging Inc,CPLG,0.038%
Bluerock Residential Growth REIT Inc,BRG,0.0262%
Pennsylvania Real Estate Investment Trust,PEI,0.0254%
Gladstone Land Corp,LAND,0.0244%
Cedar Realty Trust Inc,CDR,0.0238%
Ashford Hospitality Trust Inc,AHT,0.0238%
Braemar Hotels & Resorts Inc,BHR,0.0237%
Plymouth Industrial REIT Inc,PLYM,0.0232%
Farmland Partners Inc,FPI,0.0178%
BRT Apartments Corp,BRT,0.0164%
Clipper Realty Inc,CLPR,0.0159%
CBL & Associates Properties Inc,CBL,0.0134%
