GDX: VanEck Vectors Gold Miners ETF
Inception Date: 2006-05-22
Fund Holdings as of: 2020-02-07
Total Assets Under Management (in thousands):	12659289
Shares Outstanding: 453102000
Expense Ratio: 0.53%
Tracks This Index: NYSE Arca Gold Miners Index
ETFdb.com Category: Materials
Issuer: VanEck
Structure: ETF
ETF Home Page: https://etfdb.com/etf/GDX


Holding,Symbol,Weighting
Newmont Corporation,NEM,12.5317%
Barrick Gold Corp,GOLD,11.2302%
Franco-Nevada Corp,FNV,7.3961%
Newcrest Mining Ltd,NCM,5.1645%
Kirkland Lake Gold Ltd,KL,5.0359%
Wheaton Precious Metals Corp,WPM,4.9734%
Agnico Eagle Mines Ltd,AEM,4.8431%
AngloGold Ashanti Ltd,AU,4.0253%
Royal Gold Inc,RGLD,3.5236%
Kinross Gold Corp,KGC,3.1393%
Northern Star Resources Ltd,NST,2.9608%
Gold Fields Ltd,GFI,2.7403%
Pan American Silver Corp,PAAS,2.3736%
B2Gold Corp,BTG,2.178%
Evolution Mining Ltd,EVN,2.1741%
Yamana Gold Inc,AUY,1.8541%
Compania de Minas Buenaventura SAA,BVN,1.6188%
Saracen Mineral Holdings Ltd,SAR,1.514%
Zijin Mining Group Co Ltd,2899,1.3049%
Alamos Gold Inc,AGI,1.2143%
Centerra Gold Inc,CG,1.1664%
SSR Mining Inc,SSRM,1.1039%
Endeavour Mining Corp,EDV,1.0429%
Centamin PLC,CEY,0.9997%
First Majestic Silver Corp,AG,0.9958%
Pretium Resources Inc,PVG,0.9229%
Hecla Mining Co,HL,0.8635%
Harmony Gold Mining Company Ltd,HMY,0.8208%
Osisko Gold Royalties Ltd,OR,0.7694%
Regis Resources Ltd,RRL,0.744%
Coeur Mining Inc,CDE,0.7403%
Iamgold Corp,IAG,0.6871%
Alacer Gold Corp,ASR,0.6737%
St Barbara Ltd,SBM,0.6422%
Sandstorm Gold Ltd,SAND,0.5959%
Torex Gold Resources Inc,TXG,0.5913%
OceanaGold Corp,OGC,0.5866%
Zhaojin Mining Industry Co Ltd,1818,0.5757%
Eldorado Gold Corp,EGO,0.5378%
Highland Gold Mining Ltd,HGM,0.5014%
Perseus Mining Ltd,PRU,0.4434%
Wesdome Gold Mines Ltd,WDO,0.4356%
Semafo Inc,SMF,0.3982%
Dundee Precious Metals Inc,DPM,0.3829%
Silvercorp Metals Inc,SVM,0.346%
Resolute Mining Ltd,RSG,0.3367%
New Gold Inc,NGD,0.2856%
Cash Component,CASH,0.0141%
