XLC: Communication Services Select Sector SPDR Fund
Inception Date: 2018-06-18
Fund Holdings as of: 2020-02-07
Total Assets Under Management (in thousands):	7411110
Shares Outstanding: 132650000
Expense Ratio: 0.13%
Tracks This Index: S&P Communication Services Select Sector Index
ETFdb.com Category: Large Cap Growth Equities
Issuer: State Street SPDR
Structure: ETF
ETF Home Page: https://etfdb.com/etf/XLC


Holding,Symbol,Weighting
Facebook Inc,FB,19.2075%
Alphabet Inc,GOOGL,11.8605%
Alphabet Inc,GOOG,11.8085%
Netflix Inc,NFLX,5.1861%
Charter Communications Inc,CHTR,4.6627%
Activision Blizzard Inc,ATVI,4.4295%
Comcast Corp,CMCSA,4.3355%
AT&T Inc,T,4.2435%
Verizon Communications Inc,VZ,4.1627%
Walt Disney Co,DIS,4.0688%
Electronic Arts Inc,EA,3.7841%
Twitter Inc,TWTR,3.4147%
T-Mobile US Inc,TMUS,3.2115%
ViacomCBS Inc,VIAC,2.2279%
Omnicom Group Inc,OMC,1.9576%
Centurylink Inc,CTL,1.6931%
Fox Corp,FOXA,1.5576%
Take-Two Interactive Software Inc,TTWO,1.5156%
Live Nation Entertainment Inc,LYV,1.2094%
Discovery Inc,DISCK,1.1295%
DISH Network Corp,DISH,1.1178%
Interpublic Group of Companies Inc,IPG,1.0597%
Fox Corp,FOX,0.7018%
News Corp,NWSA,0.6548%
Discovery Inc,DISCA,0.5599%
News Corp,NWS,0.2088%
Cash Component,CASH,0.031%
