REET: iShares Global REIT ETF
Inception Date: 2014-07-08
Fund Holdings as of: 2020-02-07
Total Assets Under Management (in thousands):	2147652
Shares Outstanding: 76550000
Expense Ratio: 0.14%
Tracks This Index: FTSE EPRA/NAREIT Global REIT Index 
ETFdb.com Category: Global Real Estate
Issuer: iShares
Structure: ETF
ETF Home Page: https://etfdb.com/etf/REET


Holding,Symbol,Weighting
Diversified Healthcare Trust,DHC,0.1225%
Mori Trust Sogo Reit Inc,8961,0.1198%
MCUBS MidCity Investment Corp,3227,0.1152%
Kenedix Residential Next Investment Corp,3278,0.1141%
Tokyu REIT Inc,8957,0.1112%
Office Properties Income Trust,OPI,0.1109%
Ascott Residence Trust,HMN,0.1087%
Universal Health Realty Income Trust,UHT,0.108%
Mitsui Fudosan Logistics Park Inc,3471,0.1056%
Charter Hall Long WALE REIT,CLW,0.1056%
Kiwi Property Group Ltd,KPG,0.1049%
Frasers Logistics & Industrial Trust,BUOU,0.1034%
Fortune Real Estate Investment Trust,778,0.1033%
Manulife US Real Estate Investment Trust,BTOU,0.1%
Industrial Logistics Properties Trust,ILPT,0.0994%
Kite Realty Group Trust,KRG,0.0992%
Frasers Centrepoint Trust,J69U,0.099%
Japan Rental Housing Investments Inc,8986,0.0974%
InterRent Real Estate Investment Trust,IIP.UN,0.0971%
American Finance Trust Inc,AFIN,0.0953%
Boardwalk Real Estate Investment Trust,BEI.UN,0.0943%
Monmouth Real Estate Investment Corp,MNR,0.0929%
Independence Realty Trust Inc,IRT,0.091%
Killam Apartment REIT,KMP.UN,0.0892%
BWP Trust,BWP,0.0889%
Kenedix Retail Reit Corp,3453,0.0887%
CI Banco SA Institucion de Banca Multiple FF/00939,TERRA13,0.0882%
Befimmo SA,BEFB,0.0874%
Global One Real Estate Investment Corp,8958,0.0868%
Montea Comm VA,MONT,0.0859%
Seritage Growth Properties,SRG,0.0854%
Ichigo Office REIT Investment Corp,8975,0.0853%
Fukuoka REIT Corp,8968,0.0837%
Summit Hotel Properties Inc,INN,0.0833%
Brookfield Property Reit Inc,BPR,0.0833%
Charter Hall Retail REIT,CQR,0.081%
Artis Real Estate Investment Trust,AX.UN,0.0797%
Dream Office Real Estate Investment Trust,D.UN,0.0795%
Tanger Factory Outlet Centers Inc,SKT,0.0795%
Champion Real Estate Investment Trust,2778,0.0791%
Eurocommercial Properties NV,ECMPA,0.0772%
Northview Apartment REIT,NVU.UN,0.077%
RPT Realty,RPT,0.0759%
Dream Industrial Real Estate Investment Trust,DIR.UN,0.0754%
Macquarie Mexico Real Estate Management SA de CV,FIBRAMQ12,0.0752%
GCP Student Living PLC,DIGS,0.075%
Hibernia REIT PLC,HBRN,0.0741%
Getty Realty Corp,GTY,0.0719%
Crombie Real Estate Investment Trust,CRR.UN,0.0719%
Summit Industrial Income REIT,SMU.UN,0.07%
Innovative Industrial Properties Inc,IIPR,0.0697%
Vukile Property Fund Ltd,VKE,0.0696%
Hui Xian Real Estate Investment Trust,87001,0.0685%
Armada Hoffler Properties Inc,AHH,0.0677%
Xior Student Housing NV,XIOR,0.067%
NorthWest Healthcare Properties REIT,NWH.UN,0.0653%
NSI NV,NSI,0.0649%
Investors Real Estate Trust,IRET,0.0624%
CDL Hospitality Trusts,J85,0.0593%
Retail Estates NV,RET,0.0588%
Hamborner REIT AG,HAB,0.0564%
Franklin Street Properties Corp,FSP,0.0554%
IGB Real Estate Investment Trust,IGBREIT,0.0532%
Empiric Student Property PLC,ESP,0.053%
Civitas Social Housing PLC,CSH,0.0526%
Chatham Lodging Trust,CLDT,0.0526%
CapitaLand Retail China Trust,AU8U,0.0526%
Mercialys SA,MERY,0.0517%
Yuexiu Real Estate Investment Trust,405,0.0516%
Newriver Reit PLC,NRR,0.0505%
Prologis Property Mexico SA de CV,FIBRAPL14,0.0502%
Irish Residential Properties REIT PLC,IRES,0.0493%
Target Healthcare REIT PLC,THRL,0.0493%
UK Commercial Property REIT Ltd,UKCM,0.0488%
Sunway Real Estate Investment Trust,SUNREIT,0.0488%
Picton Property Income Ltd,PCTN,0.048%
WHA Premium Growth Freehold and Leasehold Real Estate Investment Trust,WHART-F,0.0477%
Urstadt Biddle Properties Inc,UBA,0.0475%
Alexander's Inc,ALX,0.0466%
Intervest Offices & Warehouses NV,INTO,0.0452%
Wereldhave NV,WHA,0.0442%
Carmila SA,CARM,0.0405%
Equites Property Fund Ltd,EQU,0.0393%
Saul Centers Inc,BFS,0.0392%
Regional REIT Ltd,RGL,0.038%
Custodian REIT PLC,CREI,0.0373%
Washington Prime Group Inc,WPG,0.037%
Retail Value Inc,RVI,0.0361%
Attacq Ltd,ATT,0.0355%
Emlak Konut Gayrimenkul Yatirim Ortakligi AS,EKGYO,0.0353%
Standard Life Investments Property Income Trust Ltd,SLI,0.0341%
SA Corporate Real Estate Fund Managers (Pty) Ltd,SAC,0.0341%
Lar Espana Real Estate SOCIMI SA,LRE,0.0327%
Hersha Hospitality Trust,HT,0.0313%
Vastned Retail NV,VASTN,0.0305%
RDI Reit PLC,RDI,0.0291%
First Real Estate Investment Trust,AW9U,0.0264%
Schroder Real Estate Investment Trust Ltd,SREI,0.0254%
Concentradora Fibra Danhos SA de CV,DANHOS13,0.0248%
Emira Property Fund,EMI,0.0238%
Lippo Malls Indonesia Retail Trust,D5IU,0.0225%
Pavilion Real Estate Investment Trust,PAVREIT,0.0225%
Immobiliare Grande Distribuzione SIIQ SpA,IGD,0.0223%
Ascencio SCA,ASC,0.0221%
Jadwa REIT Saudi Fund,4342,0.0212%
Leasinvest Real Estate SCA,LEAS,0.0211%
Concentradora Fibra Hotelera Mexicana SA de CV,FIHO12,0.0208%
Impact Healthcare REIT PLC,IHR,0.0203%
Sasseur Real Estate Investment Trust,CRPU,0.02%
BMO Real Estate Investments Ltd,BREI,0.0187%
Wereldhave Belgium Comm VA,WEHB,0.0179%
Al Rajhi REIT,4340,0.0137%
Intu Properties PLC,INTU,0.0104%
Is Gayrimenkul Yatirim Ortakligi AS,ISGYO,0.0093%
Musharaka REIT,4335,0.0057%
Torunlar Gayrimenkul Yatirim Ortakligi AS,TRGYO,0.0044%
Akis Gayrimenkul Yatirim Ortakligi AS,AKSGY,0.0039%
AlAhli Fund of REITs Fund,4338,0.0035%
SEDCO Capital REIT Fund,4344,0.0029%
Stenprop Ltd,STP,0.0013%
