AMLP: Alerian MLP ETF
Inception Date: 2010-08-24
Fund Holdings as of: 2020-02-07
Total Assets Under Management (in thousands):	7185827
Shares Outstanding: 897612000
Expense Ratio: 0.85%
Tracks This Index: Alerian MLP Infrastructure Index
ETFdb.com Category: MLPs
Issuer: ALPS
Structure: ETF
ETF Home Page: https://etfdb.com/etf/AMLP


Holding,Symbol,Weighting
Energy Transfer LP,ET,10.5965%
Magellan Midstream Partners LP,MMP,10.1037%
MPLX LP,MPLX,9.6936%
Enterprise Products Partners LP,EPD,9.6742%
Plains All American Pipeline LP,PAA,9.2934%
Phillips 66 Partners LP,PSXP,7.0793%
Tallgrass Energy LP,TGE,5.6856%
Western Midstream Partners LP,WES,5.251%
NuStar Energy LP,NS,4.4056%
Shell Midstream Partners LP,SHLX,4.0654%
TC PipeLines LP,TCP,3.5431%
DCP Midstream LP,DCP,3.1852%
Genesis Energy LP,GEL,3.1547%
EQM Midstream Partners LP,EQM,2.987%
Cheniere Energy Partners LP,CQP,2.4648%
Crestwood Equity Partners LP,CEQP,2.1725%
EnLink Midstream LLC,ENLC,2.085%
NGL Energy Partners LP,NGL,1.891%
Enable Midstream Partners LP,ENBL,1.3551%
Noble Midstream Partners LP,NBLX,1.1966%
Cash Component,CASH,0.1168%
