VGT: Vanguard Information Technology ETF
Inception Date: 2004-01-30
Fund Holdings as of: 2020-02-07
Total Assets Under Management (in thousands):	28217860
Shares Outstanding: 106511000
Expense Ratio: 0.1%
Tracks This Index: MSCI US Investable Market Information Technology 25/50 Index
ETFdb.com Category: Technology Equities
Issuer: Vanguard
Structure: ETF
ETF Home Page: https://etfdb.com/etf/VGT


Holding,Symbol,Weighting
Apple Inc,AAPL,18.7167%
Microsoft Corp,MSFT,17.2619%
Visa Inc,V,4.5298%
Mastercard Inc,MA,3.8209%
Intel Corp,INTC,3.7844%
Cisco Systems Inc,CSCO,2.657%
Adobe Inc,ADBE,2.2991%
Salesforce.Com Inc,CRM,2.0019%
NVIDIA Corp,NVDA,1.8839%
International Business Machines Corp,IBM,1.7578%
Accenture PLC,ACN,1.744%
PayPal Holdings Inc,PYPL,1.7193%
Oracle Corp,ORCL,1.6538%
Broadcom Inc,AVGO,1.6228%
Texas Instruments Inc,TXN,1.5543%
Qualcomm Inc,QCOM,1.3752%
Fidelity National Information Services Inc,FIS,1.163%
Automatic Data Processing Inc,ADP,1.0058%
Intuit Inc,INTU,0.9922%
Fiserv Inc,FISV,0.9106%
ServiceNow Inc,NOW,0.829%
Micron Technology Inc,MU,0.8123%
Global Payments Inc,GPN,0.779%
Applied Materials Inc,AMAT,0.7378%
Advanced Micro Devices Inc,AMD,0.6637%
Lam Research Corp,LRCX,0.5904%
Autodesk Inc,ADSK,0.5875%
Analog Devices Inc,ADI,0.5373%
Cognizant Technology Solutions Corp,CTSH,0.4969%
HP Inc,HPQ,0.4166%
Workday Inc,WDAY,0.4089%
TE Connectivity Ltd,TEL,0.4053%
Amphenol Corp,APH,0.3979%
Motorola Solutions Inc,MSI,0.3847%
Paychex Inc,PAYX,0.3679%
Square Inc,SQ,0.35%
Fleetcor Technologies Inc,FLT,0.3427%
KLA Corp,KLAC,0.3415%
Microchip Technology Inc,MCHP,0.3271%
Splunk Inc,SPLK,0.3166%
ANSYS Inc,ANSS,0.3096%
Palo Alto Networks Inc,PANW,0.3043%
Synopsys Inc,SNPS,0.3005%
Verisign Inc,VRSN,0.2817%
Xilinx Inc,XLNX,0.2805%
Corning Inc,GLW,0.2796%
Cadence Design Systems Inc,CDNS,0.2665%
Western Digital Corp,WDC,0.257%
Skyworks Solutions Inc,SWKS,0.2529%
Hewlett Packard Enterprise Co,HPE,0.249%
CDW Corp,CDW,0.2483%
Keysight Technologies Inc,KEYS,0.2297%
Fortinet Inc,FTNT,0.221%
Maxim Integrated Products Inc,MXIM,0.2199%
Citrix Systems Inc,CTXS,0.2047%
Akamai Technologies Inc,AKAM,0.2046%
Marvell Technology Group Ltd,MRVL,0.1951%
Leidos Holdings Inc,LDOS,0.1945%
RingCentral Inc,RNG,0.1942%
Paycom Software Inc,PAYC,0.1905%
SS&C Technologies Holdings Inc,SSNC,0.1848%
Twilio Inc,TWLO,0.1827%
Okta Inc,OKTA,0.1824%
Gartner Inc,IT,0.1774%
NetApp Inc,NTAP,0.1766%
Broadridge Financial Solutions Inc,BR,0.1744%
Zebra Technologies Corp,ZBRA,0.1717%
Seagate Technology PLC,STX,0.1699%
Epam Systems Inc,EPAM,0.1653%
VMware Inc,VMW,0.1651%
Jack Henry & Associates Inc,JKHY,0.1647%
Tyler Technologies Inc,TYL,0.1643%
Arista Networks Inc,ANET,0.161%
Qorvo Inc,QRVO,0.1603%
GoDaddy Inc,GDDY,0.1587%
NortonLifeLock Inc,NLOK,0.1579%
Fair Isaac Corp,FICO,0.1576%
Teradyne Inc,TER,0.1531%
Western Union Co,WU,0.1515%
Trimble Inc,TRMB,0.1415%
Trade Desk Inc,TTD,0.1407%
Booz Allen Hamilton Holding Corp,BAH,0.1403%
Black Knight Inc,BKI,0.1328%
Guidewire Software Inc,GWRE,0.1247%
Zendesk Inc,ZEN,0.1247%
Coupa Software Inc,COUP,0.1192%
PTC Inc,PTC,0.1192%
WEX Inc,WEX,0.1186%
Cognex Corp,CGNX,0.1157%
Aspen Technology Inc,AZPN,0.115%
Euronet Worldwide Inc,EEFT,0.1125%
Cypress Semiconductor Corp,CY,0.1121%
DocuSign Inc,DOCU,0.1117%
DXC Technology Co,DXC,0.1111%
ON Semiconductor Corp,ON,0.1087%
Juniper Networks Inc,JNPR,0.1062%
Dell Technologies Inc,DELL,0.1052%
Entegris Inc,ENTG,0.0973%
F5 Networks Inc,FFIV,0.097%
Universal Display Corp,OLED,0.0963%
Xerox Holdings Corp,XRX,0.096%
Monolithic Power Systems Inc,MPWR,0.0952%
HubSpot Inc,HUBS,0.0948%
FLIR Systems Inc,FLIR,0.0929%
Proofpoint Inc,PFPT,0.0918%
MongoDB Inc,MDB,0.0892%
Flex Ltd,FLEX,0.0879%
Alteryx Inc,AYX,0.0873%
Lumentum Holdings Inc,LITE,0.087%
CACI International Inc,CACI,0.0862%
Ciena Corp,CIEN,0.0856%
CDK Global Inc,CDK,0.0841%
Arrow Electronics Inc,ARW,0.0828%
Nuance Communications Inc,NUAN,0.0808%
MKS Instruments Inc,MKSI,0.0783%
SYNNEX Corp,SNX,0.0773%
Sabre Corp,SABR,0.0772%
Anaplan Inc,PLAN,0.0768%
National Instruments Corp,NATI,0.0728%
Mellanox Technologies Ltd,MLNX,0.0722%
Nutanix Inc,NTNX,0.0714%
Jabil Inc,JBL,0.069%
Tech Data Corp,TECD,0.0674%
Cree Inc,CREE,0.0654%
IPG Photonics Corp,IPGP,0.0645%
Manhattan Associates Inc,MANH,0.0637%
Paylocity Holding Corp,PCTY,0.0635%
Science Applications International Corp,SAIC,0.063%
Cash Component,CASH,0.0629%
RealPage Inc,RP,0.0628%
Maximus Inc,MMS,0.0619%
Cabot Microelectronics Corp,CCMP,0.0607%
j2 Global Inc,JCOM,0.0595%
Alliance Data Systems Corp,ADS,0.0592%
Cirrus Logic Inc,CRUS,0.059%
Dolby Laboratories Inc,DLB,0.0588%
Littelfuse Inc,LFUS,0.0584%
Five9 Inc,FIVN,0.058%
Solaredge Technologies Inc,SEDG,0.0562%
Dropbox Inc,DBX,0.056%
Silicon Laboratories Inc,SLAB,0.0559%
Smartsheet Inc,SMAR,0.0553%
Envestnet Inc,ENV,0.0552%
LogMeIn Inc,LOGM,0.0543%
Pure Storage Inc,PSTG,0.0541%
First Solar Inc,FSLR,0.0539%
KBR Inc,KBR,0.0533%
ACI Worldwide Inc,ACIW,0.0522%
NCR Corp,NCR,0.0516%
Corelogic Inc,CLGX,0.0504%
Blackbaud Inc,BLKB,0.0496%
Zoom Video Communications Inc,ZM,0.0495%
Verint Systems Inc,VRNT,0.0485%
Avnet Inc,AVT,0.0483%
Zscaler Inc,ZS,0.0481%
Q2 Holdings Inc,QTWO,0.0481%
Coherent Inc,COHR,0.0478%
Pegasystems Inc,PEGA,0.0455%
Perspecta Inc,PRSP,0.0446%
Inphi Corp,IPHI,0.0435%
Novanta Inc,NOVT,0.0434%
Semtech Corp,SMTC,0.043%
Viavi Solutions Inc,VIAV,0.0425%
FireEye Inc,FEYE,0.0419%
Enphase Energy Inc,ENPH,0.0419%
New Relic Inc,NEWR,0.0403%
Anixter International Inc,AXE,0.04%
Power Integrations Inc,POWI,0.039%
Qualys Inc,QLYS,0.0388%
Cornerstone OnDemand Inc,CSOD,0.0388%
II-VI Inc,IIVI,0.0386%
Everbridge Inc,EVBG,0.0377%
Ceridian HCM Holding Inc,CDAY,0.0374%
Itron Inc,ITRI,0.0372%
Brooks Automation Inc,BRKS,0.0367%
Synaptics Inc,SYNA,0.0357%
Advanced Energy Industries Inc,AEIS,0.0354%
Varonis Systems Inc,VRNS,0.0353%
Vishay Intertechnology Inc,VSH,0.0351%
LivePerson Inc,LPSN,0.0347%
Teradata Corp,TDC,0.0346%
Liveramp Holdings Inc,RAMP,0.0339%
ViaSat Inc,VSAT,0.0336%
Mimecast Ltd,MIME,0.0336%
Rapid7 Inc,RPD,0.0328%
Exlservice Holdings Inc,EXLS,0.0326%
Fabrinet,FN,0.0311%
Blackline Inc,BL,0.0309%
Insight Enterprises Inc,NSIT,0.0309%
CommScope Holding Company Inc,COMM,0.0308%
Lattice Semiconductor Corp,LSCC,0.0305%
Belden Inc,BDC,0.0304%
Cloudera Inc,CLDR,0.0302%
Acacia Communications Inc,ACIA,0.0291%
Avaya Holdings Corp,AVYA,0.029%
ManTech International Corp,MANT,0.0283%
Bottomline Technologies (DE) Inc,EPAY,0.0283%
Box Inc,BOX,0.028%
Diodes Inc,DIOD,0.028%
Rogers Corp,ROG,0.0279%
Commvault Systems Inc,CVLT,0.0277%
Sanmina Corp,SANM,0.0275%
Netscout Systems Inc,NTCT,0.0274%
SPS Commerce Inc,SPSC,0.0272%
Evertec Inc,EVTC,0.027%
AppFolio Inc,APPF,0.0269%
Plexus Corp,PLXS,0.0267%
SailPoint Technologies Holdings Inc,SAIL,0.0266%
Ubiquiti Inc,UI,0.0263%
Progress Software Corp,PRGS,0.0258%
8x8 Inc,EGHT,0.0256%
Pros Holdings Inc,PRO,0.0254%
EchoStar Corp,SATS,0.0251%
Onto Innovation Inc,ONTO,0.025%
FormFactor Inc,FORM,0.0246%
Badger Meter Inc,BMI,0.0246%
Elastic NV,ESTC,0.0242%
Ambarella Inc,AMBA,0.0235%
Rambus Inc,RMBS,0.0233%
InterDigital Wireless Inc,IDCC,0.023%
Cardtronics PLC,CATM,0.0221%
Perficient Inc,PRFT,0.0219%
Verra Mobility Corp,VRRM,0.0215%
Alarm.com Holdings Inc,ALRM,0.0213%
Kulicke and Soffa Industries Inc,KLIC,0.0213%
CSG Systems International Inc,CSGS,0.0212%
2U Inc,TWOU,0.0206%
OSI Systems Inc,OSIS,0.0206%
Fitbit Inc,FIT,0.0195%
Instructure Inc,INST,0.0194%
Workiva Inc,WK,0.0192%
Pluralsight Inc,PS,0.0191%
Knowles Corp,KN,0.019%
KEMET Corp,KEM,0.0187%
Virtusa Corp,VRTU,0.0187%
Altair Engineering Inc,ALTR,0.0182%
TTM Technologies Inc,TTMI,0.0181%
NIC Inc,EGOV,0.0177%
Sykes Enterprises Inc,SYKE,0.0177%
MACOM Technology Solutions Holdings Inc,MTSI,0.0173%
3D Systems Corp,DDD,0.0167%
Appian Corp,APPN,0.0161%
Methode Electronics Inc,MEI,0.0161%
MicroStrategy Inc,MSTR,0.0161%
Zuora Inc,ZUO,0.0159%
MaxLinear Inc,MXL,0.0158%
Infinera Corp,INFN,0.0156%
Amkor Technology Inc,AMKR,0.0154%
ePlus inc,PLUS,0.0154%
EVO Payments Inc,EVOP,0.0154%
ForeScout Technologies Inc,FSCT,0.015%
Unisys Corp,UIS,0.0132%
AVX Corp,AVX,0.0132%
Yext Inc,YEXT,0.0127%
Benchmark Electronics Inc,BHE,0.0125%
Cohu Inc,COHU,0.0124%
FARO Technologies Inc,FARO,0.0123%
Ultra Clean Holdings Inc,UCTT,0.0121%
CTS Corp,CTS,0.012%
Ebix Inc,EBIX,0.0117%
TiVo Corp,TIVO,0.0116%
Switch Inc,SWCH,0.0114%
Axcelis Technologies Inc,ACLS,0.0113%
MTS Systems Corp,MTSC,0.0112%
SunPower Corp,SPWR,0.0112%
Photronics Inc,PLAB,0.0111%
Conduent Inc,CNDT,0.011%
Upland Software Inc,UPLD,0.011%
Diebold Nixdorf Inc,DBD,0.0108%
Tenable Holdings Inc,TENB,0.0103%
Xperi Corp,XPER,0.01%
Model N Inc,MODN,0.01%
ScanSource Inc,SCSC,0.0099%
Ichor Holdings Ltd,ICHR,0.0096%
NETGEAR Inc,NTGR,0.0096%
Comtech Telecommunications Corp,CMTL,0.0094%
Extreme Networks Inc,EXTR,0.0094%
Veeco Instruments Inc,VECO,0.009%
Cass Information Systems Inc,CASS,0.0089%
TTEC Holdings Inc,TTEC,0.0087%
CEVA Inc,CEVA,0.0083%
Harmonic Inc,HLIT,0.0079%
Limelight Networks Inc,LLNW,0.0078%
Tucows Inc,TCX,0.0074%
OneSpan Inc,OSPN,0.0073%
nLIGHT Inc,LASR,0.007%
QAD Inc,QADA,0.0067%
Impinj Inc,PI,0.0067%
Plantronics Inc,PLT,0.0066%
SVMK Inc,SVMK,0.0064%
PC Connection Inc,CNXN,0.0063%
GreenSky Inc,GSKY,0.0061%
Benefitfocus Inc,BNFT,0.006%
PDF Solutions Inc,PDFS,0.006%
Calix Inc,CALX,0.006%
Digital Turbine Inc,APPS,0.0058%
American Software Inc,AMSWA,0.0056%
GTT Communications Inc,GTT,0.0055%
ADTRAN Inc,ADTN,0.0053%
Kimball Electronics Inc,KE,0.0053%
Hackett Group Inc,HCKT,0.0052%
Smart Global Holdings Inc,SGH,0.0051%
A10 Networks Inc,ATEN,0.0051%
Vishay Precision Group Inc,VPG,0.0046%
CalAmp Corp,CAMP,0.0044%
Endurance International Group Holdings Inc,EIGI,0.0044%
PagerDuty Inc,PD,0.0044%
NVE Corp,NVEC,0.0042%
MobileIron Inc,MOBL,0.0038%
Arlo Technologies Inc,ARLO,0.0036%
Domo Inc,DOMO,0.0034%
NeoPhotonics Corp,NPTN,0.0034%
International Money Express Inc,IMXI,0.0034%
Paysign Inc,PAYS,0.0033%
Intelligent Systems Corp,INS,0.0031%
Shotspotter Inc,SSTI,0.0031%
Daktronics Inc,DAKT,0.003%
Applied Optoelectronics Inc,AAOI,0.0027%
Alpha and Omega Semiconductor Ltd,AOSL,0.0027%
Ribbon Communications Inc,RBBN,0.0021%
Casa Systems Inc,CASA,0.0014%
Exela Technologies Inc,XELA,0.0002%
