XLE: Energy Select Sector SPDR Fund
Inception Date: 1998-12-16
Fund Holdings as of: 2020-02-07
Total Assets Under Management (in thousands):	9542309
Shares Outstanding: 176874000
Expense Ratio: 0.13%
Tracks This Index: Energy Select Sector Index
ETFdb.com Category: Energy Equities
Issuer: State Street SPDR
Structure: ETF
ETF Home Page: https://etfdb.com/etf/XLE


Holding,Symbol,Weighting
Exxon Mobil Corp,XOM,21.9815%
Chevron Corp,CVX,20.5302%
EOG Resources Inc,EOG,4.5805%
ConocoPhillips,COP,4.4797%
Kinder Morgan Inc,KMI,4.3559%
Schlumberger NV,SLB,4.2755%
Occidental Petroleum Corp,OXY,3.9612%
Phillips 66,PSX,3.8707%
Marathon Petroleum Corp,MPC,3.7606%
Valero Energy Corp,VLO,3.6541%
ONEOK Inc,OKE,3.2963%
Williams Companies Inc,WMB,2.7026%
Pioneer Natural Resources Co,PXD,2.4164%
Halliburton Co,HAL,2.0259%
Concho Resources Inc,CXO,1.6828%
Baker Hughes Co,BKR,1.5445%
Hess Corp,HES,1.521%
Diamondback Energy Inc,FANG,1.2659%
Apache Corp,APA,1.1191%
Noble Energy Inc,NBL,1.0152%
Marathon Oil Corp,MRO,0.9893%
National Oilwell Varco Inc,NOV,0.9877%
Devon Energy Corp,DVN,0.9409%
TechnipFMC PLC,FTI,0.7574%
HollyFrontier Corp,HFC,0.684%
Cabot Oil & Gas Corp,COG,0.6322%
Helmerich and Payne Inc,HP,0.4901%
Cimarex Energy Co,XEC,0.4645%
Cash Component,CASH,0.0142%
