IGM: iShares Expanded Tech Sector ETF
Inception Date: 2001-03-13
Fund Holdings as of: 2020-02-07
Total Assets Under Management (in thousands):	2064315
Shares Outstanding: 7900000
Expense Ratio: 0.46%
Tracks This Index: S&P North American Technology Sector Index
ETFdb.com Category: Technology Equities
Issuer: iShares
Structure: ETF
ETF Home Page: https://etfdb.com/etf/IGM


Holding,Symbol,Weighting
Manhattan Associates Inc,MANH,0.0521%
Solaredge Technologies Inc,SEDG,0.0519%
RealPage Inc,RP,0.0516%
Maximus Inc,MMS,0.0513%
IPG Photonics Corp,IPGP,0.0512%
Cabot Microelectronics Corp,CCMP,0.0496%
GrubHub Inc,GRUB,0.0491%
Science Applications International Corp,SAIC,0.049%
Dolby Laboratories Inc,DLB,0.0489%
j2 Global Inc,JCOM,0.0485%
Five9 Inc,FIVN,0.0484%
Cirrus Logic Inc,CRUS,0.0483%
Littelfuse Inc,LFUS,0.048%
Smartsheet Inc,SMAR,0.0469%
Alliance Data Systems Corp,ADS,0.0467%
Silicon Laboratories Inc,SLAB,0.0465%
Envestnet Inc,ENV,0.0456%
NCR Corp,NCR,0.0455%
Match Group Inc,MTCH,0.0448%
LogMeIn Inc,LOGM,0.0443%
Pure Storage Inc,PSTG,0.0441%
KBR Inc,KBR,0.044%
ACI Worldwide Inc,ACIW,0.0426%
First Solar Inc,FSLR,0.0422%
Descartes Systems Group Inc,DSGX,0.0422%
Dropbox Inc,DBX,0.0417%
Blackbaud Inc,BLKB,0.0415%
Zscaler Inc,ZS,0.0412%
Corelogic Inc,CLGX,0.0409%
ViaSat Inc,VSAT,0.0407%
Inphi Corp,IPHI,0.0404%
Verint Systems Inc,VRNT,0.0403%
Q2 Holdings Inc,QTWO,0.0398%
Coherent Inc,COHR,0.0393%
Avnet Inc,AVT,0.0388%
Novanta Inc,NOVT,0.0362%
Pegasystems Inc,PEGA,0.0362%
Semtech Corp,SMTC,0.0356%
Viavi Solutions Inc,VIAV,0.0351%
Qurate Retail Inc,QRTEA,0.0349%
FireEye Inc,FEYE,0.0349%
Perspecta Inc,PRSP,0.0344%
Everbridge Inc,EVBG,0.0334%
New Relic Inc,NEWR,0.0332%
II-VI Inc,IIVI,0.0331%
TripAdvisor Inc,TRIP,0.0327%
Power Integrations Inc,POWI,0.0326%
Cornerstone OnDemand Inc,CSOD,0.0326%
Enphase Energy Inc,ENPH,0.0324%
BlackBerry Ltd,BB,0.0319%
Qualys Inc,QLYS,0.0318%
Anixter International Inc,AXE,0.0317%
