XLB: Materials Select Sector SPDR ETF
Inception Date: 1998-12-16
Fund Holdings as of: 2020-03-19
Total Assets Under Management (in thousands):	2591623
Shares Outstanding: 61473000
Expense Ratio: 0.13%
Tracks This Index: Materials Select Sector Index
ETFdb.com Category: Materials
Issuer: State Street SPDR
Structure: ETF
ETF Home Page: https://etfdb.com/etf/XLB


Holding,Symbol,Weighting
Linde PLC,LIN,17.0894%
Air Products and Chemicals Inc,APD,8.7005%
Ecolab Inc,ECL,8.267%
Sherwin-Williams Co,SHW,7.5598%
Newmont Corporation,NEM,6.5325%
Dupont De Nemours Inc,DD,4.8453%
Dow Inc,DOW,4.3076%
Ball Corp,BLL,4.095%
PPG Industries Inc,PPG,3.77%
Corteva Inc,CTVA,3.6249%
Amcor PLC,AMCR,2.5068%
Vulcan Materials Co,VMC,2.4867%
International Paper Co,IP,2.46%
International Flavors & Fragrances Inc,IFF,2.39%
LyondellBasell Industries NV,LYB,2.3113%
Martin Marietta Materials Inc,MLM,2.1869%
Nucor Corp,NUE,1.9461%
FMC Corp,FMC,1.8223%
Avery Dennison Corp,AVY,1.7942%
Packaging Corp of America,PKG,1.7458%
Freeport-McMoRan Inc,FCX,1.7343%
Celanese Corp,CE,1.6079%
Albemarle Corp,ALB,1.3664%
Westrock Co,WRK,1.3512%
Eastman Chemical Co,EMN,1.1683%
CF Industries Holdings Inc,CF,1.04%
Sealed Air Corp,SEE,0.7076%
Mosaic Co,MOS,0.5986%
Cash Component,CASH,-0.0164%
