SCHH: Schwab US REIT ETF
Inception Date: 2011-01-13
Fund Holdings as of: 2020-03-19
Total Assets Under Management (in thousands):	3951135
Shares Outstanding: 134350000
Expense Ratio: 0.07%
Tracks This Index: Dow Jones U.S. Select REIT Index
ETFdb.com Category: Real Estate
Issuer: Charles Schwab
Structure: ETF
ETF Home Page: https://etfdb.com/etf/SCHH


Holding,Symbol,Weighting
Prologis Inc,PLD,9.7704%
Digital Realty Trust Inc,DLR,6.7045%
Public Storage,PSA,5.6517%
Equity Residential,EQR,4.3609%
AvalonBay Communities Inc,AVB,4.1864%
Simon Property Group Inc,SPG,3.6845%
Welltower Inc,WELL,3.6149%
Essex Property Trust Inc,ESS,3.0569%
Boston Properties Inc,BXP,2.6827%
Extra Space Storage Inc,EXR,2.665%
Mid-America Apartment Communities Inc,MAA,2.5232%
Duke Realty Corp,DRE,2.3518%
Sun Communities Inc,SUI,2.3233%
UDR Inc,UDR,2.25%
Invitation Homes Inc,INVH,2.1778%
Healthpeak Properties Inc,PEAK,2.1576%
Equity LifeStyle Properties Inc,ELS,1.8539%
Camden Property Trust,CPT,1.637%
Ventas Inc,VTR,1.6088%
Host Hotels & Resorts Inc,HST,1.6041%
Regency Centers Corp,REG,1.3604%
Americold Realty Trust,COLD,1.2794%
American Homes 4 Rent,AMH,1.1461%
Kilroy Realty Corp,KRC,1.1444%
Federal Realty Investment Trust,FRT,1.1403%
Vornado Realty Trust,VNO,1.1299%
CubeSmart,CUBE,1.0863%
Apartment Investment and Management Co,AIV,1.0118%
Douglas Emmett Inc,DEI,0.971%
Kimco Realty Corp,KIM,0.9348%
Life Storage Inc,LSI,0.9297%
Rexford Industrial Realty Inc,REXR,0.9287%
Eastgroup Properties Inc,EGP,0.8999%
First Industrial Realty Trust Inc,FR,0.8814%
SL Green Realty Corp,SLG,0.8803%
Equity Commonwealth,EQC,0.8017%
Healthcare Realty Trust Inc,HR,0.8015%
Cousins Properties Inc,CUZ,0.7545%
JBG SMITH Properties,JBGS,0.728%
American Campus Communities Inc,ACC,0.7219%
QTS Realty Trust Inc,QTS,0.6753%
Hudson Pacific Properties Inc,HPP,0.6515%
Highwoods Properties Inc,HIW,0.6284%
Brixmor Property Group Inc,BRX,0.628%
Taubman Centers Inc,TCO,0.5722%
Cash Component,CASH,0.557%
PS Business Parks Inc,PSB,0.5153%
Corporate Office Properties Trust,OFC,0.4196%
Piedmont Office Realty Trust Inc,PDM,0.4187%
National Storage Affiliates Trust,NSA,0.4183%
Washington Real Estate Investment Trust,WRE,0.4004%
Weingarten Realty Investors,WRI,0.369%
Sunstone Hotel Investors Inc,SHO,0.3481%
Easterly Government Properties Inc,DEA,0.3428%
Brandywine Realty Trust,BDN,0.3392%
Park Hotels & Resorts Inc,PK,0.3185%
Mack-Cali Realty Corp,CLI,0.3136%
Paramount Group Inc,PGRE,0.3107%
Acadia Realty Trust,AKR,0.2824%
Empire State Realty Trust Inc,ESRT,0.268%
Apple Hospitality REIT Inc,APLE,0.2442%
LTC Properties Inc,LTC,0.244%
Office Properties Income Trust,OPI,0.2393%
Columbia Property Trust Inc,CXP,0.2372%
American Assets Trust Inc,AAT,0.2314%
Service Properties Trust,SVC,0.2255%
Pebblebrook Hotel Trust,PEB,0.2225%
Urban Edge Properties,UE,0.2217%
Ryman Hospitality Properties Inc,RHP,0.2186%
Retail Opportunity Investments Corp,ROIC,0.1908%
Retail Properties of America Inc,RPAI,0.1907%
Xenia Hotels & Resorts Inc,XHR,0.1905%
Macerich Co,MAC,0.1872%
Independence Realty Trust Inc,IRT,0.1845%
Universal Health Realty Income Trust,UHT,0.1762%
Kite Realty Group Trust,KRG,0.1757%
RLJ Lodging Trust,RLJ,0.1737%
Site Centers Corp,SITC,0.1606%
DiamondRock Hospitality Co,DRH,0.1504%
Tanger Factory Outlet Centers Inc,SKT,0.1445%
Diversified Healthcare Trust,DHC,0.1221%
Franklin Street Properties Corp,FSP,0.1087%
RPT Realty,RPT,0.1016%
Front Yard Residential Corp,RESI,0.0954%
Summit Hotel Properties Inc,INN,0.071%
Seritage Growth Properties,SRG,0.0631%
Washington Prime Group Inc,WPG,0.0592%
Chatham Lodging Trust,CLDT,0.0484%
Retail Value Inc,RVI,0.0449%
Hersha Hospitality Trust,HT,0.026%
CorePoint Lodging Inc,CPLG,0.024%
Ashford Hospitality Trust Inc,AHT,0.023%
Pennsylvania Real Estate Investment Trust,PEI,0.0156%
CBL & Associates Properties Inc,CBL,0.0137%
