FTEC: Fidelity MSCI Information Technology Index ETF
Inception Date: 2013-10-21
Fund Holdings as of: 2020-03-19
Total Assets Under Management (in thousands):	2623571
Shares Outstanding: 45200000
Expense Ratio: 0.084%
Tracks This Index: MSCI USA IMI Information Technology Index
ETFdb.com Category: Technology Equities
Issuer: Fidelity
Structure: ETF
ETF Home Page: https://etfdb.com/etf/FTEC


Holding,Symbol,Weighting
Perspecta Inc,PRSP,0.0458%
Pegasystems Inc,PEGA,0.0456%
Verint Systems Inc,VRNT,0.045%
Power Integrations Inc,POWI,0.0449%
Novanta Inc,NOVT,0.0434%
Cabot Microelectronics Corp,CCMP,0.0434%
Corelogic Inc,CLGX,0.0434%
Anixter International Inc,AXE,0.0428%
Q2 Holdings Inc,QTWO,0.0428%
Nutanix Inc,NTNX,0.0426%
Inphi Corp,IPHI,0.0425%
Blackbaud Inc,BLKB,0.0423%
Pure Storage Inc,PSTG,0.0412%
Viavi Solutions Inc,VIAV,0.0394%
Avnet Inc,AVT,0.0393%
Enphase Energy Inc,ENPH,0.0389%
II-VI Inc,IIVI,0.0383%
Avaya Holdings Corp,AVYA,0.0383%
Semtech Corp,SMTC,0.0381%
Acacia Communications Inc,ACIA,0.0372%
Teradata Corp,TDC,0.0372%
Coherent Inc,COHR,0.0367%
FireEye Inc,FEYE,0.0361%
New Relic Inc,NEWR,0.0348%
KBR Inc,KBR,0.034%
Lattice Semiconductor Corp,LSCC,0.0336%
NCR Corp,NCR,0.0335%
Itron Inc,ITRI,0.0323%
Liveramp Holdings Inc,RAMP,0.0321%
Blackline Inc,BL,0.0321%
Fabrinet,FN,0.0306%
Netscout Systems Inc,NTCT,0.0296%
Varonis Systems Inc,VRNS,0.0285%
Box Inc,BOX,0.0285%
Brooks Automation Inc,BRKS,0.0284%
ManTech International Corp,MANT,0.0284%
Synaptics Inc,SYNA,0.0284%
Rogers Corp,ROG,0.0284%
Vishay Intertechnology Inc,VSH,0.0277%
8x8 Inc,EGHT,0.0268%
Sanmina Corp,SANM,0.0266%
Cloudera Inc,CLDR,0.0266%
Rapid7 Inc,RPD,0.0259%
Exlservice Holdings Inc,EXLS,0.0258%
EchoStar Corp,SATS,0.0257%
Mimecast Ltd,MIME,0.0252%
Alarm.com Holdings Inc,ALRM,0.025%
Advanced Energy Industries Inc,AEIS,0.0249%
Badger Meter Inc,BMI,0.0243%
Diodes Inc,DIOD,0.0242%
CSG Systems International Inc,CSGS,0.0242%
Bottomline Technologies (DE) Inc,EPAY,0.0242%
Fitbit Inc,FIT,0.0241%
Belden Inc,BDC,0.0241%
CommScope Holding Company Inc,COMM,0.0241%
Evertec Inc,EVTC,0.024%
Insight Enterprises Inc,NSIT,0.0237%
Elastic NV,ESTC,0.0232%
Progress Software Corp,PRGS,0.0231%
Kulicke and Soffa Industries Inc,KLIC,0.0231%
Plexus Corp,PLXS,0.0228%
SPS Commerce Inc,SPSC,0.0224%
NIC Inc,EGOV,0.0223%
AppFolio Inc,APPF,0.0222%
FormFactor Inc,FORM,0.0222%
Cornerstone OnDemand Inc,CSOD,0.0219%
ViaSat Inc,VSAT,0.0219%
Commvault Systems Inc,CVLT,0.0218%
Ambarella Inc,AMBA,0.0213%
Rambus Inc,RMBS,0.0213%
KEMET Corp,KEM,0.0207%
InterDigital Wireless Inc,IDCC,0.0207%
SailPoint Technologies Holdings Inc,SAIL,0.0196%
AVX Corp,AVX,0.0193%
Alliance Data Systems Corp,ADS,0.0192%
Knowles Corp,KN,0.0187%
Onto Innovation Inc,ONTO,0.0186%
LivePerson Inc,LPSN,0.0183%
Sabre Corp,SABR,0.0182%
TTM Technologies Inc,TTMI,0.0179%
Perficient Inc,PRFT,0.0176%
2U Inc,TWOU,0.0174%
Altair Engineering Inc,ALTR,0.0173%
Pros Holdings Inc,PRO,0.0172%
OSI Systems Inc,OSIS,0.0171%
ForeScout Technologies Inc,FSCT,0.0171%
Workiva Inc,WK,0.0163%
Sykes Enterprises Inc,SYKE,0.0162%
Methode Electronics Inc,MEI,0.0159%
Appian Corp,APPN,0.0158%
Infinera Corp,INFN,0.0151%
MicroStrategy Inc,MSTR,0.0145%
MACOM Technology Solutions Holdings Inc,MTSI,0.0141%
3D Systems Corp,DDD,0.0137%
TiVo Corp,TIVO,0.0128%
Amkor Technology Inc,AMKR,0.0125%
Switch Inc,SWCH,0.0124%
Pluralsight Inc,PS,0.0123%
ePlus inc,PLUS,0.0123%
Virtusa Corp,VRTU,0.0121%
Zuora Inc,ZUO,0.0116%
Verra Mobility Corp,VRRM,0.0114%
Benchmark Electronics Inc,BHE,0.0112%
Yext Inc,YEXT,0.011%
FARO Technologies Inc,FARO,0.0107%
MaxLinear Inc,MXL,0.0106%
EVO Payments Inc,EVOP,0.0104%
Limelight Networks Inc,LLNW,0.0102%
Fastly Inc,FSLY,0.01%
CTS Corp,CTS,0.0098%
Ultra Clean Holdings Inc,UCTT,0.0095%
Xperi Corp,XPER,0.0094%
Cerence Inc,CRNC,0.009%
NETGEAR Inc,NTGR,0.0089%
Tenable Holdings Inc,TENB,0.0088%
SunPower Corp,SPWR,0.0086%
Upland Software Inc,UPLD,0.0084%
Harmonic Inc,HLIT,0.0084%
Medallia Inc,MDLA,0.0082%
CEVA Inc,CEVA,0.0076%
Model N Inc,MODN,0.0072%
Cohu Inc,COHU,0.0071%
Veeco Instruments Inc,VECO,0.007%
TTEC Holdings Inc,TTEC,0.007%
Axcelis Technologies Inc,ACLS,0.0069%
ScanSource Inc,SCSC,0.0068%
Tucows Inc,TCX,0.0068%
Ichor Holdings Ltd,ICHR,0.0065%
Repay Holdings Corp,RPAY,0.0063%
Cass Information Systems Inc,CASS,0.0062%
PC Connection Inc,CNXN,0.0061%
Comtech Telecommunications Corp,CMTL,0.0058%
Ebix Inc,EBIX,0.0058%
Conduent Inc,CNDT,0.0058%
QAD Inc,QADA,0.0055%
Digital Turbine Inc,APPS,0.0054%
American Software Inc,AMSWA,0.0053%
Diebold Nixdorf Inc,DBD,0.0052%
Kimball Electronics Inc,KE,0.0052%
nLIGHT Inc,LASR,0.0052%
SVMK Inc,SVMK,0.0051%
Extreme Networks Inc,EXTR,0.0051%
ADTRAN Inc,ADTN,0.0049%
MTS Systems Corp,MTSC,0.0046%
Agilysys Inc,AGYS,0.0046%
PDF Solutions Inc,PDFS,0.0046%
Smart Global Holdings Inc,SGH,0.0045%
PagerDuty Inc,PD,0.0044%
Plantronics Inc,PLT,0.0044%
Hackett Group Inc,HCKT,0.0044%
GTT Communications Inc,GTT,0.0044%
Rosetta Stone Inc,RST,0.0043%
GreenSky Inc,GSKY,0.0041%
Impinj Inc,PI,0.0039%
MobileIron Inc,MOBL,0.0038%
A10 Networks Inc,ATEN,0.0038%
NAPCO Security Technologies Inc,NSSC,0.0038%
Benefitfocus Inc,BNFT,0.0034%
NVE Corp,NVEC,0.0033%
Vishay Precision Group Inc,VPG,0.0032%
Daktronics Inc,DAKT,0.0031%
International Money Express Inc,IMXI,0.0031%
CalAmp Corp,CAMP,0.003%
ChannelAdvisor Corp,ECOM,0.0027%
Arlo Technologies Inc,ARLO,0.0025%
Digimarc Corp,DMRC,0.0021%
Paysign Inc,PAYS,0.002%
Alpha and Omega Semiconductor Ltd,AOSL,0.0019%
Ribbon Communications Inc,RBBN,0.0018%
Endurance International Group Holdings Inc,EIGI,0.0017%
Domo Inc,DOMO,0.0016%
SecureWorks Corp,SCWX,0.0011%
Casa Systems Inc,CASA,0.0011%
