XLE: Energy Select Sector SPDR Fund
Inception Date: 1998-12-16
Fund Holdings as of: 2020-03-19
Total Assets Under Management (in thousands):	5690988
Shares Outstanding: 223174000
Expense Ratio: 0.13%
Tracks This Index: Energy Select Sector Index
ETFdb.com Category: Energy Equities
Issuer: State Street SPDR
Structure: ETF
ETF Home Page: https://etfdb.com/etf/XLE


Holding,Symbol,Weighting
Exxon Mobil Corp,XOM,26.6038%
Chevron Corp,CVX,23.3664%
Kinder Morgan Inc,KMI,4.991%
EOG Resources Inc,EOG,4.4207%
ConocoPhillips,COP,4.2713%
Phillips 66,PSX,4.2319%
Schlumberger NV,SLB,3.722%
Valero Energy Corp,VLO,3.5156%
Williams Companies Inc,WMB,3.0003%
Marathon Petroleum Corp,MPC,2.4836%
Pioneer Natural Resources Co,PXD,2.2892%
Occidental Petroleum Corp,OXY,2.2132%
ONEOK Inc,OKE,1.9368%
Concho Resources Inc,CXO,1.8518%
Hess Corp,HES,1.8452%
Cabot Oil & Gas Corp,COG,1.5785%
Baker Hughes Co,BKR,1.5078%
Halliburton Co,HAL,0.964%
National Oilwell Varco Inc,NOV,0.908%
HollyFrontier Corp,HFC,0.7132%
Marathon Oil Corp,MRO,0.7009%
Diamondback Energy Inc,FANG,0.6897%
Devon Energy Corp,DVN,0.5801%
TechnipFMC PLC,FTI,0.4816%
Noble Energy Inc,NBL,0.4312%
Apache Corp,APA,0.4259%
Helmerich and Payne Inc,HP,0.3176%
Cash Component,CASH,-0.0414%
