VGT: Vanguard Information Technology ETF
Inception Date: 2004-01-30
Fund Holdings as of: 2020-03-19
Total Assets Under Management (in thousands):	20886542
Shares Outstanding: 106820000
Expense Ratio: 0.1%
Tracks This Index: MSCI US Investable Market Information Technology 25/50 Index
ETFdb.com Category: Technology Equities
Issuer: Vanguard
Structure: ETF
ETF Home Page: https://etfdb.com/etf/VGT


Holding,Symbol,Weighting
Apple Inc,AAPL,19.1092%
Microsoft Corp,MSFT,18.1752%
Visa Inc,V,4.5805%
Mastercard Inc,MA,3.5819%
Intel Corp,INTC,3.5112%
Cisco Systems Inc,CSCO,2.8113%
Adobe Inc,ADBE,2.6164%
NVIDIA Corp,NVDA,2.1779%
Salesforce.Com Inc,CRM,2.0422%
PayPal Holdings Inc,PYPL,1.8357%
Oracle Corp,ORCL,1.8196%
Accenture PLC,ACN,1.77%
Texas Instruments Inc,TXN,1.6681%
International Business Machines Corp,IBM,1.5617%
Broadcom Inc,AVGO,1.3562%
Qualcomm Inc,QCOM,1.3042%
Fidelity National Information Services Inc,FIS,1.1364%
Intuit Inc,INTU,0.9891%
ServiceNow Inc,NOW,0.92%
Automatic Data Processing Inc,ADP,0.893%
Fiserv Inc,FISV,0.8585%
Advanced Micro Devices Inc,AMD,0.7403%
Micron Technology Inc,MU,0.7059%
Global Payments Inc,GPN,0.6887%
Applied Materials Inc,AMAT,0.6527%
Analog Devices Inc,ADI,0.5837%
Autodesk Inc,ADSK,0.5769%
Lam Research Corp,LRCX,0.4986%
Motorola Solutions Inc,MSI,0.4501%
Cognizant Technology Solutions Corp,CTSH,0.4469%
HP Inc,HPQ,0.3749%
Workday Inc,WDAY,0.3655%
Amphenol Corp,APH,0.3586%
KLA Corp,KLAC,0.3543%
Xilinx Inc,XLNX,0.3334%
Paychex Inc,PAYX,0.3288%
ANSYS Inc,ANSS,0.3256%
TE Connectivity Ltd,TEL,0.3205%
Verisign Inc,VRSN,0.3063%
Synopsys Inc,SNPS,0.3033%
Fleetcor Technologies Inc,FLT,0.2965%
Splunk Inc,SPLK,0.2925%
Corning Inc,GLW,0.2876%
Citrix Systems Inc,CTXS,0.287%
Keysight Technologies Inc,KEYS,0.2831%
Cadence Design Systems Inc,CDNS,0.2746%
Microchip Technology Inc,MCHP,0.2539%
Akamai Technologies Inc,AKAM,0.2526%
Square Inc,SQ,0.2438%
RingCentral Inc,RNG,0.2411%
Palo Alto Networks Inc,PANW,0.239%
Skyworks Solutions Inc,SWKS,0.2308%
CDW Corp,CDW,0.2221%
Fortinet Inc,FTNT,0.2203%
Maxim Integrated Products Inc,MXIM,0.2171%
Okta Inc,OKTA,0.2144%
Marvell Technology Group Ltd,MRVL,0.2096%
Hewlett Packard Enterprise Co,HPE,0.2072%
Jack Henry & Associates Inc,JKHY,0.2005%
Broadridge Financial Solutions Inc,BR,0.1873%
NortonLifeLock Inc,NLOK,0.184%
Leidos Holdings Inc,LDOS,0.1801%
Tyler Technologies Inc,TYL,0.1783%
