AMLP: Alerian MLP ETF
Inception Date: 2010-08-24
Fund Holdings as of: 2020-03-19
Total Assets Under Management (in thousands):	2948563
Shares Outstanding: 911212000
Expense Ratio: 0.85%
Tracks This Index: Alerian MLP Infrastructure Index
ETFdb.com Category: MLPs
Issuer: ALPS
Structure: ETF
ETF Home Page: https://etfdb.com/etf/AMLP


Holding,Symbol,Weighting
Enterprise Products Partners LP,EPD,13.2911%
Magellan Midstream Partners LP,MMP,11.7946%
MPLX LP,MPLX,11.5915%
Energy Transfer LP,ET,11.1194%
Tallgrass Energy LP,TGE,8.4692%
Phillips 66 Partners LP,PSXP,7.4753%
Plains All American Pipeline LP,PAA,6.3438%
TC PipeLines LP,TCP,5.6173%
Shell Midstream Partners LP,SHLX,4.1779%
Western Midstream Partners LP,WES,3.4785%
EQM Midstream Partners LP,EQM,3.3776%
Cheniere Energy Partners LP,CQP,3.2336%
NuStar Energy LP,NS,3.0546%
Genesis Energy LP,GEL,1.5206%
NGL Energy Partners LP,NGL,1.2287%
DCP Midstream LP,DCP,1.1829%
EnLink Midstream LLC,ENLC,1.1103%
Crestwood Equity Partners LP,CEQP,0.7841%
Enable Midstream Partners LP,ENBL,0.7491%
Noble Midstream Partners LP,NBLX,0.414%
Cash Component,CASH,-0.0139%
