VPU: Vanguard Utilities ETF
Inception Date: 2004-01-30
Fund Holdings as of: 2020-03-19
Total Assets Under Management (in thousands):	3460832
Shares Outstanding: 30342000
Expense Ratio: 0.1%
Tracks This Index: MSCI US Investable Market Utilities 25/50 Index
ETFdb.com Category: Utilities Equities
Issuer: Vanguard
Structure: ETF
ETF Home Page: https://etfdb.com/etf/VPU


Holding,Symbol,Weighting
Nextera Energy Inc,NEE,12.3831%
Dominion Energy Inc,D,7.2316%
Duke Energy Corp,DUK,6.7273%
Southern Co,SO,6.5278%
American Electric Power Company Inc,AEP,4.8829%
Exelon Corp,EXC,3.8531%
Xcel Energy Inc,XEL,3.7196%
WEC Energy Group Inc,WEC,3.4877%
Sempra Energy,SRE,3.4473%
Consolidated Edison Inc,ED,3.2553%
Eversource Energy,ES,3.0507%
American Water Works Company Inc,AWK,2.5434%
Public Service Enterprise Group Inc,PEG,2.4213%
FirstEnergy Corp,FE,2.3779%
Ameren Corp,AEE,2.1628%
Edison International,EIX,2.1392%
Entergy Corp,ETR,2.0456%
DTE Energy Co,DTE,2.0068%
CMS Energy Corp,CMS,1.9613%
PPL Corp,PPL,1.9095%
Evergy Inc,EVRG,1.5362%
Atmos Energy Corp,ATO,1.4371%
Alliant Energy Corp,LNT,1.347%
NiSource Inc,NI,1.0674%
Essential Utilities Inc,WTRG,1.0436%
Pinnacle West Capital Corp,PNW,0.9398%
AES Corp,AES,0.8922%
CenterPoint Energy Inc,CNP,0.7514%
NRG Energy Inc,NRG,0.7366%
OGE Energy Corp,OGE,0.6643%
UGI Corp,UGI,0.6478%
Hawaiian Electric Industries Inc,HE,0.6465%
Vistra Energy Corp,VST,0.6358%
Portland General Electric Co,POR,0.5194%
Idacorp Inc,IDA,0.518%
ONE Gas Inc,OGS,0.4916%
MDU Resources Group Inc,MDU,0.4658%
Spire Inc,SR,0.4612%
American States Water Co,AWR,0.4148%
Southwest Gas Holdings Inc,SWX,0.4141%
ALLETE Inc,ALE,0.4018%
Black Hills Corp,BKH,0.3857%
Avista Corp,AVA,0.38%
NorthWestern Corp,NWE,0.3536%
Avangrid Inc,AGR,0.3521%
El Paso Electric Co,EE,0.3297%
California Water Service Group,CWT,0.3267%
PNM Resources Inc,PNM,0.3259%
Ormat Technologies Inc,ORA,0.3246%
MGE Energy Inc,MGEE,0.3239%
New Jersey Resources Corp,NJR,0.3223%
National Fuel Gas Co,NFG,0.3201%
South Jersey Industries Inc,SJI,0.3021%
Northwest Natural Holding Co,NWN,0.2618%
Nextera Energy Partners LP,NEP,0.2409%
Otter Tail Corp,OTTR,0.1896%
Chesapeake Utilities Corp,CPK,0.1794%
SJW Group,SJW,0.1721%
Clearway Energy Inc,CWEN,0.1653%
Middlesex Water Co,MSEX,0.1228%
TerraForm Power Inc,TERP,0.113%
Unitil Corp,UTL,0.0947%
Clearway Energy Inc,CWEN.A,0.0738%
York Water Co,YORW,0.0621%
Cash Component,CASH,0.0573%
Star Group LP,SGU,0.0444%
Spark Energy Inc,SPKE,0.0094%
