GDXJ: VanEck Vectors Junior Gold Miners ETF
Inception Date: 2009-11-10
Fund Holdings as of: 2020-03-19
Total Assets Under Management (in thousands):	3304595
Shares Outstanding: 120637000
Expense Ratio: 0.54%
Tracks This Index: MVIS Global Junior Gold Miners Index
ETFdb.com Category: Materials
Issuer: VanEck
Structure: ETF
ETF Home Page: https://etfdb.com/etf/GDXJ


Holding,Symbol,Weighting
Kinross Gold Corp,KGC,7.1963%
Northern Star Resources Ltd,NST,7.1111%
Gold Fields Ltd,GFI,5.0094%
Evolution Mining Ltd,EVN,4.8996%
Pan American Silver Corp,PAAS,4.894%
Yamana Gold Inc,AUY,4.6916%
B2Gold Corp,BTG,4.0195%
Sibanye Stillwater Ltd,SBSW,3.6696%
Saracen Mineral Holdings Ltd,SAR,3.0053%
NovaGold Resources Inc,NG,2.9315%
Alamos Gold Inc,AGI,2.6639%
Compania de Minas Buenaventura SAA,BVN,2.6219%
SSR Mining Inc,SSRM,2.5756%
Harmony Gold Mining Company Ltd,HMY,2.0388%
Centerra Gold Inc,CG,1.7831%
First Majestic Silver Corp,AG,1.7724%
Regis Resources Ltd,RRL,1.724%
Endeavour Mining Corp,EDV,1.6757%
Iamgold Corp,IAG,1.6218%
Industrias Penoles SAB de CV,PE&OLES*,1.621%
Centamin PLC,CEY,1.5985%
Pretium Resources Inc,PVG,1.5913%
Eldorado Gold Corp,EGO,1.5548%
Sandstorm Gold Ltd,SAND,1.4389%
St Barbara Ltd,SBM,1.3368%
Osisko Gold Royalties Ltd,OR,1.2499%
Alacer Gold Corp,ASR,1.2447%
Wesdome Gold Mines Ltd,WDO,1.2113%
Hecla Mining Co,HL,1.1797%
Coeur Mining Inc,CDE,1.0822%
Zhaojin Mining Industry Co Ltd,1818,1.0474%
Silver Lake Resources Ltd,SLR,1.0084%
Torex Gold Resources Inc,TXG,1.0047%
OceanaGold Corp,OGC,0.9038%
Perseus Mining Ltd,PRU,0.9036%
Silvercorp Metals Inc,SVM,0.9002%
MAG Silver Corp,MAG,0.8778%
Gold Road Resources Ltd,GOR,0.8076%
Highland Gold Mining Ltd,HGM,0.7538%
Seabridge Gold Inc,SA,0.7442%
Koza Altin Isletmeleri AS,KOZAL,0.7253%
Dundee Precious Metals Inc,DPM,0.7055%
Semafo Inc,SMF,0.6783%
Fortuna Silver Mines Inc,FSM,0.6666%
New Gold Inc,NGD,0.5749%
Westgold Resources Ltd,WGX,0.5532%
Resolute Mining Ltd,RSG,0.5471%
Ramelius Resources Ltd,RMS,0.5452%
Teranga Gold Corp,TGZ,0.5345%
Hochschild Mining PLC,HOC,0.5309%
Osisko Mining Inc,OSK,0.4101%
Dacian Gold Ltd,DCN,0.3472%
Endeavour Silver Corp,EXK,0.344%
McEwen Mining Inc,MUX,0.3252%
Novo Resources Corp,NVO,0.3115%
Roxgold Inc,ROXG,0.3105%
Golden Star Resources Ltd,GSS,0.3011%
Gold Resource Corp,GORO,0.2906%
Argonaut Gold Inc,AR,0.2213%
China Gold International Resources Corp Ltd,CGG,0.2162%
Premier Gold Mines Ltd,PG,0.207%
Great Panther Mining Ltd,GPL,0.1861%
Aurelia Metals Ltd,AMI,0.1727%
Royal Nickel Corp,RNX,0.1627%
Gold Standard Ventures Corp,GSV,0.1134%
Hengxing Gold Holding Co Ltd,2303,0.0492%
Cash Component,CASH,0.0045%
