VFH: Vanguard Financials ETF
Inception Date: 2004-01-30
Fund Holdings as of: 2020-03-19
Total Assets Under Management (in thousands):	4750390
Shares Outstanding: 100071000
Expense Ratio: 0.1%
Tracks This Index: MSCI US Investable Market Financials 25/50 Index
ETFdb.com Category: Financials Equities
Issuer: Vanguard
Structure: ETF
ETF Home Page: https://etfdb.com/etf/VFH


Holding,Symbol,Weighting
JPMorgan Chase & Co,JPM,10.1707%
Berkshire Hathaway Inc,BRK.B,8.7285%
Bank of America Corp,BAC,6.8884%
Wells Fargo & Co,WFC,4.3219%
Citigroup Inc,C,3.2901%
CME Group Inc,CME,2.1189%
American Express Co,AXP,2.0392%
S&P Global Inc,SPGI,1.9259%
U.S. Bancorp,USB,1.8749%
Goldman Sachs Group Inc,GS,1.8139%
BlackRock Inc,BLK,1.7411%
Chubb Ltd,CB,1.702%
Intercontinental Exchange Inc,ICE,1.5584%
PNC Financial Services Group Inc,PNC,1.542%
Truist Financial Corp,TFC,1.5279%
Marsh & McLennan Companies Inc,MMC,1.5183%
Progressive Corp,PGR,1.4914%
Morgan Stanley,MS,1.4278%
Charles Schwab Corp,SCHW,1.397%
Aon PLC,AON,1.3494%
Moody's Corp,MCO,1.1543%
Blackstone Group Inc,BX,1.0544%
Bank of New York Mellon Corp,BK,0.948%
Allstate Corp,ALL,0.9189%
T. Rowe Price Group Inc,TROW,0.9079%
Travelers Companies Inc,TRV,0.8413%
Capital One Financial Corp,COF,0.8186%
MetLife Inc,MET,0.7972%
MSCI Inc,MSCI,0.76%
Aflac Inc,AFL,0.7503%
Willis Towers Watson PLC,WLTW,0.7458%
American International Group Inc,AIG,0.6822%
Prudential Financial Inc,PRU,0.6767%
State Street Corp,STT,0.6444%
First Republic Bank,FRC,0.5768%
Northern Trust Corp,NTRS,0.5169%
M&T Bank Corp,MTB,0.5036%
Arthur J Gallagher & Co,AJG,0.4852%
Cincinnati Financial Corp,CINF,0.4833%
Hartford Financial Services Group Inc,HIG,0.4604%
Ameriprise Financial Inc,AMP,0.4584%
Marketaxess Holdings Inc,MKTX,0.4529%
Markel Corp,MKL,0.423%
Arch Capital Group Ltd,ACGL,0.4173%
KKR & Co Inc,KKR,0.3888%
Nasdaq Inc,NDAQ,0.3856%
Loews Corp,L,0.3804%
Fifth Third Bancorp,FITB,0.3524%
KeyCorp,KEY,0.3498%
Cboe Global Markets Inc,CBOE,0.3493%
Factset Research Systems Inc,FDS,0.3367%
Discover Financial Services,DFS,0.3366%
SVB Financial Group,SIVB,0.3259%
TD Ameritrade Holding Corp,AMTD,0.3243%
Synchrony Financial,SYF,0.3223%
Brown & Brown Inc,BRO,0.316%
Raymond James Financial Inc,RJF,0.3155%
Regions Financial Corp,RF,0.3035%
Huntington Bancshares Inc,HBAN,0.3016%
Citizens Financial Group Inc,CFG,0.2869%
Annaly Capital Management Inc,NLY,0.2853%
Everest Re Group Ltd,RE,0.284%
Principal Financial Group Inc,PFG,0.2832%
W. R. Berkley Corp,WRB,0.2695%
E*TRADE Financial Corp,ETFC,0.2603%
Globe Life Inc,GL,0.25%
Fidelity National Financial Inc,FNF,0.2476%
Alleghany Corp,Y,0.244%
Commerce Bancshares Inc,CBSH,0.2268%
People's United Financial Inc,PBCT,0.2211%
Franklin Resources Inc,BEN,0.221%
Renaissancere Holdings Ltd,RNR,0.2108%
SEI Investments Co,SEIC,0.2073%
Prosperity Bancshares Inc,PB,0.1978%
AGNC Investment Corp,AGNC,0.1929%
Assurant Inc,AIZ,0.1898%
Apollo Global Management Inc,APO,0.1889%
Signature Bank,SBNY,0.1874%
New York Community Bancorp Inc,NYCB,0.1872%
Ally Financial Inc,ALLY,0.1867%
East West Bancorp Inc,EWBC,0.1801%
Equitable Holdings Inc,EQH,0.1793%
Zions Bancorporation NA,ZION,0.1768%
Voya Financial Inc,VOYA,0.1728%
