IYR: iShares U.S. Real Estate ETF
Inception Date: 2000-06-12
Fund Holdings as of: 2020-03-19
Total Assets Under Management (in thousands):	2821835
Shares Outstanding: 44200000
Expense Ratio: 0.42%
Tracks This Index: Dow Jones U.S. Real Estate Index
ETFdb.com Category: Real Estate
Issuer: iShares
Structure: ETF
ETF Home Page: https://etfdb.com/etf/IYR


Holding,Symbol,Weighting
American Tower Corp,AMT,10.5941%
Crown Castle International Corp,CCI,6.2275%
Prologis Inc,PLD,5.4049%
Equinix Inc,EQIX,4.9769%
Digital Realty Trust Inc,DLR,3.7733%
Public Storage,PSA,3.2288%
SBA Communications Corp,SBAC,3.1642%
Equity Residential,EQR,2.4259%
CoStar Group Inc,CSGP,2.3522%
AvalonBay Communities Inc,AVB,2.347%
Simon Property Group Inc,SPG,1.9613%
Welltower Inc,WELL,1.9044%
Alexandria Real Estate Equities Inc,ARE,1.8563%
Realty Income Corp,O,1.7971%
Essex Property Trust Inc,ESS,1.5847%
CBRE Group Inc,CBRE,1.5147%
Boston Properties Inc,BXP,1.4116%
Weyerhaeuser Co,WY,1.3798%
Mid-America Apartment Communities Inc,MAA,1.3019%
Extra Space Storage Inc,EXR,1.2886%
Sun Communities Inc,SUI,1.2153%
Duke Realty Corp,DRE,1.1911%
Invitation Homes Inc,INVH,1.1429%
Healthpeak Properties Inc,PEAK,1.1405%
UDR Inc,UDR,1.1354%
VICI Properties Inc,VICI,1.1166%
Equity LifeStyle Properties Inc,ELS,0.9722%
WP Carey Inc,WPC,0.9061%
Medical Properties Trust Inc,MPW,0.8906%
Annaly Capital Management Inc,NLY,0.8618%
Camden Property Trust,CPT,0.8614%
Ventas Inc,VTR,0.855%
Host Hotels & Resorts Inc,HST,0.8535%
Iron Mountain Inc,IRM,0.8299%
Regency Centers Corp,REG,0.7229%
Americold Realty Trust,COLD,0.666%
CyrusOne Inc,CONE,0.6273%
Kilroy Realty Corp,KRC,0.6113%
Federal Realty Investment Trust,FRT,0.6103%
American Homes 4 Rent,AMH,0.6093%
Vornado Realty Trust,VNO,0.5999%
National Retail Properties Inc,NNN,0.5928%
Jones Lang LaSalle Inc,JLL,0.5918%
AGNC Investment Corp,AGNC,0.5836%
Omega Healthcare Investors Inc,OHI,0.5609%
VEREIT Inc,VER,0.5454%
Healthcare Trust Of America Inc,HTA,0.535%
Apartment Investment and Management Co,AIV,0.5345%
Douglas Emmett Inc,DEI,0.5183%
Kimco Realty Corp,KIM,0.4986%
CubeSmart,CUBE,0.4981%
SL Green Realty Corp,SLG,0.4695%
CoreSite Realty Corp,COR,0.461%
Rexford Industrial Realty Inc,REXR,0.4573%
Eastgroup Properties Inc,EGP,0.4484%
Lamar Advertising Co,LAMR,0.4468%
Cash Component,CASH,0.4424%
First Industrial Realty Trust Inc,FR,0.4404%
Equity Commonwealth,EQC,0.4316%
Healthcare Realty Trust Inc,HR,0.4307%
Life Storage Inc,LSI,0.4227%
STORE Capital Corp,STOR,0.42%
Gaming and Leisure Properties Inc,GLPI,0.4122%
Cousins Properties Inc,CUZ,0.4039%
JBG SMITH Properties,JBGS,0.3911%
American Campus Communities Inc,ACC,0.3816%
Hudson Pacific Properties Inc,HPP,0.3491%
Highwoods Properties Inc,HIW,0.3374%
Brixmor Property Group Inc,BRX,0.3302%
Starwood Property Trust Inc,STWD,0.3296%
Rayonier Inc,RYN,0.3269%
New Residential Investment Corp,NRZ,0.3232%
Taubman Centers Inc,TCO,0.306%
Blackstone Mortgage Trust Inc,BXMT,0.2891%
Physicians Realty Trust,DOC,0.2859%
PS Business Parks Inc,PSB,0.2795%
Lexington Realty Trust,LXP,0.2698%
Spirit Realty Capital Inc,SRC,0.2679%
Piedmont Office Realty Trust Inc,PDM,0.2267%
Howard Hughes Corp,HHC,0.2261%
PotlatchDeltic Corp,PCH,0.226%
Corporate Office Properties Trust,OFC,0.2227%
Washington Real Estate Investment Trust,WRE,0.2167%
Chimera Investment Corp,CIM,0.2048%
Weingarten Realty Investors,WRI,0.1984%
National Health Investors Inc,NHI,0.1956%
Sabra Health Care REIT Inc,SBRA,0.192%
MFA Financial Inc,MFA,0.1914%
Sunstone Hotel Investors Inc,SHO,0.1884%
Brandywine Realty Trust,BDN,0.1837%
Geo Group Inc,GEO,0.1722%
Park Hotels & Resorts Inc,PK,0.1701%
Mack-Cali Realty Corp,CLI,0.1699%
Paramount Group Inc,PGRE,0.1679%
Two Harbors Investment Corp,TWO,0.1664%
EPR Properties,EPR,0.1657%
OUTFRONT Media Inc,OUT,0.1525%
Acadia Realty Trust,AKR,0.147%
CoreCivic Inc,CXW,0.1391%
Apple Hospitality REIT Inc,APLE,0.1325%
Columbia Property Trust Inc,CXP,0.1272%
Service Properties Trust,SVC,0.1212%
Pebblebrook Hotel Trust,PEB,0.1194%
Ryman Hospitality Properties Inc,RHP,0.119%
Urban Edge Properties,UE,0.1158%
Xenia Hotels & Resorts Inc,XHR,0.1041%
Retail Properties of America Inc,RPAI,0.1001%
Macerich Co,MAC,0.0999%
Invesco Mortgage Capital Inc,IVR,0.0992%
RLJ Lodging Trust,RLJ,0.0934%
Site Centers Corp,SITC,0.0869%
Colony Capital Inc,CLNY,0.0845%
DiamondRock Hospitality Co,DRH,0.0791%
Diversified Healthcare Trust,DHC,0.0671%
