IYW: iShares U.S. Technology ETF
Inception Date: 2000-05-19
Fund Holdings as of: 2020-03-19
Total Assets Under Management (in thousands):	3866120
Shares Outstanding: 20400000
Expense Ratio: 0.42%
Tracks This Index: Dow Jones U.S. Technology Index
ETFdb.com Category: Technology Equities
Issuer: iShares
Structure: ETF
ETF Home Page: https://etfdb.com/etf/IYW


Holding,Symbol,Weighting
Microsoft Corp,MSFT,19.3359%
Apple Inc,AAPL,18.1586%
Alphabet Inc,GOOG,5.171%
Alphabet Inc,GOOGL,5.1669%
Facebook Inc,FB,4.0221%
Intel Corp,INTC,3.8845%
Cisco Systems Inc,CSCO,3.1096%
Adobe Inc,ADBE,2.8935%
NVIDIA Corp,NVDA,2.5335%
Salesforce.Com Inc,CRM,2.4045%
Oracle Corp,ORCL,1.898%
Texas Instruments Inc,TXN,1.8455%
International Business Machines Corp,IBM,1.7274%
Broadcom Inc,AVGO,1.4993%
Qualcomm Inc,QCOM,1.4427%
Intuit Inc,INTU,1.0924%
ServiceNow Inc,NOW,1.0179%
Advanced Micro Devices Inc,AMD,0.9053%
Micron Technology Inc,MU,0.7809%
Applied Materials Inc,AMAT,0.7217%
Analog Devices Inc,ADI,0.6466%
Autodesk Inc,ADSK,0.6383%
Lam Research Corp,LRCX,0.5499%
Motorola Solutions Inc,MSI,0.4986%
Cognizant Technology Solutions Corp,CTSH,0.4948%
eBay Inc,EBAY,0.44%
HP Inc,HPQ,0.4148%
Workday Inc,WDAY,0.404%
KLA Corp,KLAC,0.3907%
Veeva Systems Inc,VEEV,0.3779%
Xilinx Inc,XLNX,0.3691%
ANSYS Inc,ANSS,0.368%
Twitter Inc,TWTR,0.3641%
Cerner Corp,CERN,0.3634%
Synopsys Inc,SNPS,0.3361%
Verisign Inc,VRSN,0.3309%
Splunk Inc,SPLK,0.3227%
Cadence Design Systems Inc,CDNS,0.3042%
Microchip Technology Inc,MCHP,0.2815%
Citrix Systems Inc,CTXS,0.2808%
Akamai Technologies Inc,AKAM,0.2796%
RingCentral Inc,RNG,0.2689%
Palo Alto Networks Inc,PANW,0.2652%
Skyworks Solutions Inc,SWKS,0.2563%
Okta Inc,OKTA,0.2495%
CDW Corp,CDW,0.2469%
Marvell Technology Group Ltd,MRVL,0.2443%
Maxim Integrated Products Inc,MXIM,0.2407%
Fortinet Inc,FTNT,0.2382%
Hewlett Packard Enterprise Co,HPE,0.2291%
Cash Component,CASH,0.2064%
Tyler Technologies Inc,TYL,0.2007%
Twilio Inc,TWLO,0.2003%
IAC/InterActiveCorp,IAC,0.1974%
Garmin Ltd,GRMN,0.1974%
Leidos Holdings Inc,LDOS,0.1966%
Centurylink Inc,CTL,0.1926%
Seagate Technology PLC,STX,0.1913%
Paycom Software Inc,PAYC,0.1888%
Arista Networks Inc,ANET,0.1871%
NortonLifeLock Inc,NLOK,0.187%
DocuSign Inc,DOCU,0.1839%
Western Digital Corp,WDC,0.1812%
Epam Systems Inc,EPAM,0.1771%
Booz Allen Hamilton Holding Corp,BAH,0.1746%
Coupa Software Inc,COUP,0.1735%
NetApp Inc,NTAP,0.1707%
Qorvo Inc,QRVO,0.1668%
GoDaddy Inc,GDDY,0.1647%
SS&C Technologies Holdings Inc,SSNC,0.1626%
Gartner Inc,IT,0.1613%
Cypress Semiconductor Corp,CY,0.1576%
VMware Inc,VMW,0.1533%
Teradyne Inc,TER,0.1533%
Snap Inc,SNAP,0.1442%
Fair Isaac Corp,FICO,0.1375%
Guidewire Software Inc,GWRE,0.136%
Zendesk Inc,ZEN,0.1353%
Trade Desk Inc,TTD,0.1294%
Amdocs Ltd,DOX,0.122%
Juniper Networks Inc,JNPR,0.118%
Monolithic Power Systems Inc,MPWR,0.1179%
F5 Networks Inc,FFIV,0.1159%
Aspen Technology Inc,AZPN,0.1138%
Ciena Corp,CIEN,0.1126%
Proofpoint Inc,PFPT,0.1082%
Entegris Inc,ENTG,0.1065%
PTC Inc,PTC,0.1016%
Universal Display Corp,OLED,0.0984%
Lumentum Holdings Inc,LITE,0.0982%
Dell Technologies Inc,DELL,0.0962%
Alteryx Inc,AYX,0.0928%
HubSpot Inc,HUBS,0.0913%
Ceridian HCM Holding Inc,CDAY,0.0897%
CACI International Inc,CACI,0.0878%
Nuance Communications Inc,NUAN,0.0872%
ON Semiconductor Corp,ON,0.0837%
MongoDB Inc,MDB,0.0826%
GCI Liberty Inc,GLIBA,0.0812%
Etsy Inc,ETSY,0.0796%
Cree Inc,CREE,0.0789%
MKS Instruments Inc,MKSI,0.0762%
CDK Global Inc,CDK,0.0762%
LogMeIn Inc,LOGM,0.0751%
Dropbox Inc,DBX,0.0746%
Tech Data Corp,TECD,0.074%
Avalara Inc,AVLR,0.0737%
Smartsheet Inc,SMAR,0.0712%
RealPage Inc,RP,0.069%
Cirrus Logic Inc,CRUS,0.0659%
Zscaler Inc,ZS,0.0656%
GrubHub Inc,GRUB,0.0653%
Zillow Group Inc,Z,0.0641%
Xerox Holdings Corp,XRX,0.0631%
Silicon Laboratories Inc,SLAB,0.0626%
Zoom Video Communications Inc,ZM,0.0619%
DXC Technology Co,DXC,0.0619%
j2 Global Inc,JCOM,0.0594%
SYNNEX Corp,SNX,0.057%
Paylocity Holding Corp,PCTY,0.0569%
Manhattan Associates Inc,MANH,0.0564%
ACI Worldwide Inc,ACIW,0.0536%
Science Applications International Corp,SAIC,0.0533%
Match Group Inc,MTCH,0.053%
Verint Systems Inc,VRNT,0.0498%
Anaplan Inc,PLAN,0.0497%
Pegasystems Inc,PEGA,0.049%
Perspecta Inc,PRSP,0.048%
Blackbaud Inc,BLKB,0.0468%
Pure Storage Inc,PSTG,0.0446%
Viavi Solutions Inc,VIAV,0.044%
Semtech Corp,SMTC,0.0433%
Teradata Corp,TDC,0.0412%
Nutanix Inc,NTNX,0.0398%
FireEye Inc,FEYE,0.0397%
New Relic Inc,NEWR,0.0392%
KBR Inc,KBR,0.0383%
NCR Corp,NCR,0.037%
Dynatrace Inc,DT,0.0364%
ViaSat Inc,VSAT,0.0356%
Chewy Inc,CHWY,0.0335%
Ubiquiti Inc,UI,0.0321%
Elastic NV,ESTC,0.0304%
Netscout Systems Inc,NTCT,0.0288%
CommScope Holding Company Inc,COMM,0.0269%
EchoStar Corp,SATS,0.0268%
Commvault Systems Inc,CVLT,0.0246%
CarGurus Inc,CARG,0.0233%
InterDigital Wireless Inc,IDCC,0.0228%
Slack Technologies Inc,WORK,0.0178%
Zillow Group Inc,ZG,0.0168%
Crowdstrike Holdings Inc,CRWD,0.0167%
SolarWinds Corp,SWI,0.0159%
Pluralsight Inc,PS,0.0151%
Cerence Inc,CRNC,0.0101%
ANGI Homeservices Inc,ANGI,0.0068%
