XLI: Industrial Select Sector SPDR Fund
Inception Date: 1998-12-16
Fund Holdings as of: 2020-03-19
Total Assets Under Management (in thousands):	7147913
Shares Outstanding: 131976000
Expense Ratio: 0.13%
Tracks This Index: Industrial Select Sector Index
ETFdb.com Category: Industrials Equities
Issuer: State Street SPDR
Structure: ETF
ETF Home Page: https://etfdb.com/etf/XLI


Holding,Symbol,Weighting
Honeywell International Inc,HON,5.3022%
Union Pacific Corp,UNP,5.2648%
3M Co,MMM,4.9306%
Lockheed Martin Corp,LMT,4.8615%
United Technologies Corp,UTX,4.2374%
United Parcel Service Inc,UPS,4.2047%
Caterpillar Inc,CAT,3.549%
General Electric Co,GE,3.5293%
Boeing Co,BA,3.2582%
Northrop Grumman Corp,NOC,2.9055%
CSX Corp,CSX,2.6672%
Illinois Tool Works Inc,ITW,2.4869%
Waste Management Inc,WM,2.4298%
Deere & Co,DE,2.3507%
Norfolk Southern Corp,NSC,2.2151%
L3Harris Technologies Inc,LHX,2.2057%
Raytheon Co,RTN,2.1059%
Roper Technologies Inc,ROP,1.9498%
Eaton Corporation PLC,ETN,1.8674%
Emerson Electric Co,EMR,1.7487%
General Dynamics Corp,GD,1.726%
FedEx Corp,FDX,1.6702%
Verisk Analytics Inc,VRSK,1.396%
IHS Markit Ltd,INFO,1.304%
Johnson Controls International PLC,JCI,1.2549%
Trane Technologies PLC,TT,1.2223%
Paccar Inc,PCAR,1.2083%
Fastenal Co,FAST,1.1558%
Cummins Inc,CMI,1.1338%
AMETEK Inc,AME,0.9837%
Republic Services Inc,RSG,0.9728%
Rockwell Automation Inc,ROK,0.9727%
Cintas Corp,CTAS,0.9596%
TransDigm Group Inc,TDG,0.9485%
Southwest Airlines Co,LUV,0.9117%
Copart Inc,CPRT,0.8917%
Equifax Inc,EFX,0.8694%
Fortive Corp,FTV,0.8485%
Parker-Hannifin Corp,PH,0.8352%
Stanley Black & Decker Inc,SWK,0.795%
Delta Air Lines Inc,DAL,0.7721%
Xylem Inc,XYL,0.7236%
Kansas City Southern,KSU,0.7179%
Old Dominion Freight Line Inc,ODFL,0.6465%
W W Grainger Inc,GWW,0.6421%
Dover Corp,DOV,0.6405%
Jacobs Engineering Group Inc,J,0.6316%
Expeditors International of Washington Inc,EXPD,0.6169%
IDEX Corp,IEX,0.5831%
Masco Corp,MAS,0.5775%
Allegion PLC,ALLE,0.5459%
C.H. Robinson Worldwide Inc,CHRW,0.5393%
Westinghouse Air Brake Technologies Corp,WAB,0.4847%
J B Hunt Transport Services Inc,JBHT,0.4471%
Huntington Ingalls Industries Inc,HII,0.4318%
Ingersoll Rand Inc,IR,0.4315%
Arconic Inc,ARNC,0.3828%
Snap-On Inc,SNA,0.3676%
United Rentals Inc,URI,0.3644%
Textron Inc,TXT,0.3618%
Nielsen Holdings PLC,NLSN,0.336%
Fortune Brands Home & Security Inc,FBHS,0.3273%
A. O. Smith Corp,AOS,0.3143%
Rollins Inc,ROL,0.3129%
United Airlines Holdings Inc,UAL,0.2892%
Robert Half International Inc,RHI,0.2807%
Pentair PLC,PNR,0.2567%
American Airlines Group Inc,AAL,0.25%
Quanta Services Inc,PWR,0.2391%
Alaska Air Group Inc,ALK,0.1857%
Flowserve Corp,FLS,0.168%
Cash Component,CASH,0.0006%
