XLF: Financial Select Sector SPDR Fund
Inception Date: 1998-12-16
Fund Holdings as of: 2020-03-19
Total Assets Under Management (in thousands):	13461116
Shares Outstanding: 687395000
Expense Ratio: 0.13%
Tracks This Index: Financial Select Sector Index
ETFdb.com Category: Financials Equities
Issuer: State Street SPDR
Structure: ETF
ETF Home Page: https://etfdb.com/etf/XLF


Holding,Symbol,Weighting
Berkshire Hathaway Inc,BRK.B,15.6101%
JPMorgan Chase & Co,JPM,12.2139%
Bank of America Corp,BAC,7.8379%
Wells Fargo & Co,WFC,4.9724%
Citigroup Inc,C,3.9513%
CME Group Inc,CME,2.5364%
American Express Co,AXP,2.3614%
S&P Global Inc,SPGI,2.3131%
Goldman Sachs Group Inc,GS,2.168%
U.S. Bancorp,USB,2.1538%
BlackRock Inc,BLK,2.1509%
Chubb Ltd,CB,2.0428%
Intercontinental Exchange Inc,ICE,1.8737%
PNC Financial Services Group Inc,PNC,1.85%
Truist Financial Corp,TFC,1.8365%
Marsh & McLennan Companies Inc,MMC,1.8241%
Progressive Corp,PGR,1.787%
Morgan Stanley,MS,1.7368%
Charles Schwab Corp,SCHW,1.6606%
Aon PLC,AON,1.6201%
Moody's Corp,MCO,1.3264%
Bank of New York Mellon Corp,BK,1.149%
Allstate Corp,ALL,1.1061%
T. Rowe Price Group Inc,TROW,1.0899%
Travelers Companies Inc,TRV,1.0109%
Capital One Financial Corp,COF,0.9827%
MetLife Inc,MET,0.958%
MSCI Inc,MSCI,0.9211%
Aflac Inc,AFL,0.9011%
Willis Towers Watson PLC,WLTW,0.8883%
American International Group Inc,AIG,0.8184%
Prudential Financial Inc,PRU,0.8157%
State Street Corp,STT,0.7763%
First Republic Bank,FRC,0.6898%
Northern Trust Corp,NTRS,0.654%
M&T Bank Corp,MTB,0.6317%
Arthur J Gallagher & Co,AJG,0.5811%
Cincinnati Financial Corp,CINF,0.569%
Ameriprise Financial Inc,AMP,0.5555%
Hartford Financial Services Group Inc,HIG,0.5512%
Marketaxess Holdings Inc,MKTX,0.5489%
Nasdaq Inc,NDAQ,0.4584%
Loews Corp,L,0.4344%
Cboe Global Markets Inc,CBOE,0.4234%
Fifth Third Bancorp,FITB,0.4231%
KeyCorp,KEY,0.4202%
Discover Financial Services,DFS,0.4051%
SVB Financial Group,SIVB,0.395%
Synchrony Financial,SYF,0.3758%
Raymond James Financial Inc,RJF,0.3756%
Regions Financial Corp,RF,0.3645%
Huntington Bancshares Inc,HBAN,0.3624%
Everest Re Group Ltd,RE,0.3442%
Citizens Financial Group Inc,CFG,0.3442%
W. R. Berkley Corp,WRB,0.3216%
Principal Financial Group Inc,PFG,0.3158%
E*TRADE Financial Corp,ETFC,0.3123%
Globe Life Inc,GL,0.2964%
People's United Financial Inc,PBCT,0.2667%
Franklin Resources Inc,BEN,0.248%
Assurant Inc,AIZ,0.2301%
Zions Bancorporation NA,ZION,0.2115%
Comerica Inc,CMA,0.1892%
Lincoln National Corp,LNC,0.1747%
Invesco Ltd,IVZ,0.1668%
Unum Group,UNM,0.1017%
Cash Component,CASH,0.013%
