XLC: Communication Services Select Sector SPDR Fund
Inception Date: 2018-06-18
Fund Holdings as of: 2020-03-19
Total Assets Under Management (in thousands):	6278147
Shares Outstanding: 149000000
Expense Ratio: 0.13%
Tracks This Index: S&P Communication Services Select Sector Index
ETFdb.com Category: Large Cap Growth Equities
Issuer: State Street SPDR
Structure: ETF
ETF Home Page: https://etfdb.com/etf/XLC


Holding,Symbol,Weighting
Facebook Inc,FB,18.3966%
Alphabet Inc,GOOG,11.8582%
Alphabet Inc,GOOGL,11.8198%
Netflix Inc,NFLX,6.241%
Activision Blizzard Inc,ATVI,5.1747%
Verizon Communications Inc,VZ,4.9452%
Charter Communications Inc,CHTR,4.6456%
Comcast Corp,CMCSA,4.6248%
AT&T Inc,T,4.5658%
Electronic Arts Inc,EA,4.1466%
T-Mobile US Inc,TMUS,3.9673%
Walt Disney Co,DIS,3.6363%
Twitter Inc,TWTR,2.955%
Take-Two Interactive Software Inc,TTWO,1.8982%
Omnicom Group Inc,OMC,1.882%
Centurylink Inc,CTL,1.5629%
Fox Corp,FOXA,1.276%
ViacomCBS Inc,VIAC,1.0758%
Discovery Inc,DISCK,0.9989%
DISH Network Corp,DISH,0.8834%
Interpublic Group of Companies Inc,IPG,0.862%
Live Nation Entertainment Inc,LYV,0.7313%
News Corp,NWSA,0.5926%
Fox Corp,FOX,0.5613%
Discovery Inc,DISCA,0.5288%
News Corp,NWS,0.1792%
Cash Component,CASH,-0.0093%
